23-12-26.858000,"""Scanner enabled\r\n""" 
23-15-02.334000, 0 0 60 71 56 0 0 0
23-15-02.337000,48 0 44 44 0 0 0 0
23-15-02.337000,0 0 0 0 0 0 0 0
23-15-02.338000,0 0 0 0 0 0 0 0
23-15-02.339000,0 0 0 0 0 44 44 44
23-15-02.341000,0 44 44 44 0 0 0 0
23-15-02.348000,0 44 0 44 0 44 0 0
23-15-02.349000,"0 44 0""6 46"""
23-15-02.351000,"7 57"""
23-15-02.353000,"2 45"""
23-15-02.355000,"3 49"""
23-15-02.358000,"5 52"""
23-15-02.359000,"4 54"""
23-15-02.360000,"6 47"""
23-15-02.360000, 0 0 0 0 0 0 0 0
23-15-02.361000,0 0 0 0 0 0 0 0
23-15-02.375000,0 0 0 0 0 0 0 0
23-15-02.376000,0 0 0 0 0 0 0 0
23-15-02.376000,0 0 0 0 0 0 0 0
23-15-02.380000,0 44 0 44 0 0 0 0
23-15-02.382000,0 0 0 0 0 0 0 0
23-15-02.385000,0 0 0 0 0 0 0 0
23-15-02.386000,"""1 45"""
23-15-02.386000,"3 48"""
23-15-02.387000,"5 51"""
23-15-02.388000,"2 45"""
23-15-02.389000,"4 54"""
23-15-02.389000,"8 65"""
23-15-02.390000,"6 46"""
23-15-02.391000,"7 56"""
23-15-02.391000,"1 45"""
23-15-02.392000,"3 48"""
23-15-02.393000,"5 51"""
23-15-02.394000, 0 0 0 70 0 0 0 0
23-15-02.409000,48 0 44 44 0 0 0 0
23-15-02.409000,0 0 0 0 44 0 0 0
23-15-02.410000,0 0 0 0 0 0 0 0
23-15-02.410000,0 44 0 0 0 44 44 44
23-15-02.411000,0 0 0 44 0 0 0 0
23-15-02.411000,57 44 0 44 0 44 0 0
23-15-02.412000,"44 44 0""2 45"""
23-15-02.412000,"5 51"""
23-15-02.413000,"6 46"""
23-15-02.414000,"7 57"""
23-15-02.419000,"1 45"""
23-15-02.421000,"8 63"""
23-15-02.422000, 0 49 60 0 0 0 0 0
23-15-02.423000,0 0 0 0 0 0 0 0
23-15-02.423000,0 0 0 0 0 0 0 0
23-15-02.424000,0 0 0 0 0 0 0 0
23-15-02.424000,0 0 0 0 0 0 0 0
23-15-02.425000,53 0 0 0 0 0 0 0
23-15-02.426000,56 0 0 0 0 44 0 0
23-15-02.427000,"44 0 0 0 0 44 55""3 48"""
23-15-02.428000,"6 46"""
23-15-02.433000,"5 51"""
23-15-02.434000,"7 56"""
23-15-02.434000,"1 44"""
23-15-02.435000,"8 61"""
23-15-02.436000,"4 53"""
23-15-02.437000,"2 45"""
23-15-02.437000, 0 50 60 0 56 0 0 0
23-15-02.438000,0 0 44 0 44 0 0 44
23-15-02.439000,0 0 0 0 0 0 0 0
23-15-02.441000,73 0 44 0 44 0 0 0
23-15-02.444000,0 0 0 0 0 44 44 44
23-15-02.444000,52 44 0 0 0 0 0 0
23-15-02.445000,56 0 0 0 0 44 0 0
23-15-02.445000,"0 0 0""6 46"""
23-15-02.446000,"3 48"""
23-15-02.446000,"5 52"""
23-15-02.448000,"7 56"""
23-15-02.450000,"4 53"""
23-15-02.451000,"2 45"""
23-15-02.451000, 0 0 0 0 0 0 0 0
23-15-02.452000,0 0 0 0 0 44 44 0
23-15-02.452000,0 0 0 0 0 0 0 0
23-15-02.453000,0 0 0 0 0 0 0 0
23-15-02.453000,0 0 0 0 0 0 0 0
23-15-02.454000,0 0 0 0 0 0 0 0
23-15-02.454000,0 0 0 0 0 0 0 0
23-15-02.455000,0 0 0 0 0 0 0 0
23-15-02.456000,"""3 48"""
23-15-02.456000,"5 52"""
23-15-02.457000,"2 45"""
23-15-02.457000,"4 53"""
23-15-02.457000,"6 47"""
23-15-02.458000,"7 56"""
23-15-02.461000,"3 48"""
23-15-02.462000,"5 52"""
23-15-02.462000, 0 0 0 0 0 0 0 0
23-15-02.463000,48 0 0 0 0 0 0 0
23-15-02.464000,0 0 0 0 44 0 0 0
23-15-02.466000,0 0 44 0 44 0 0 0
23-15-02.466000,0 44 0 0 0 44 44 44
23-15-02.467000,0 0 0 44 0 0 0 0
23-15-02.467000,0 0 0 44 0 44 0 0
23-15-02.468000,"0 0 0 0 0 ""1 45"""
23-15-02.468000,"2 45"""
23-15-02.469000,"6 47"""
23-15-02.469000,"7 56"""
23-15-02.472000,"3 48"""
23-15-02.472000,"5 52"""
23-15-02.473000,"1 44"""
23-15-02.474000, 0 0 77 70 0 0 0 0
23-15-02.474000,48 0 0 0 0 44 44 0
23-15-02.476000,0 0 0 0 44 0 0 0
23-15-02.476000,0 0 44 0 44 0 0 0
23-15-02.477000,55 44 0 0 0 44 44 0
23-15-02.477000,0 0 0 44 0 0 0 0
23-15-02.478000,58 0 0 44 0 44 0 0
23-15-02.478000,"0 0 0""2 45"""
23-15-02.479000,"4 53"""
23-15-02.479000,"6 46"""
23-15-02.480000,"5 52"""
23-15-02.493000,"7 56"""
23-15-02.493000,"3 48"""
23-15-02.494000,"1 44"""
23-15-02.494000,"8 53"""
23-15-02.495000, 0 0 0 70 56 0 0 0
23-15-02.496000,0 0 0 0 0 0 0 0
23-15-02.496000,0 0 0 0 44 0 0 0
23-15-02.499000,0 0 0 0 0 0 0 0
23-15-02.499000,0 0 0 0 0 44 0 44
23-15-02.501000,51 44 0 44 0 0 0 0
23-15-02.507000,59 44 0 44 0 44 0 0
23-15-02.508000,"0 0 0 0 0""1 45"""
23-15-02.509000,"2 45"""
23-15-02.509000,"6 46"""
23-15-02.510000,"3 48"""
23-15-02.510000,"7 56"""
23-15-02.511000,"4 53"""
23-15-02.511000,"5 52"""
23-15-02.512000,"8 53"""
23-15-02.513000,"1 44"""
23-15-02.513000, 0 0 0 0 0 49 60 0
23-15-02.520000,0 0 0 0 44 0 0 44
23-15-02.521000,0 0 0 0 0 0 0 0
23-15-02.521000,0 44 44 0 0 0 0 0
23-15-02.522000,55 0 0 0 0 44 44 44
23-15-02.522000,0 0 0 44 0 0 0 0
23-15-02.523000,0 0 0 44 0 44 0 0
23-15-02.523000,"0 0 0 0 ""2 45"""
23-15-02.525000,"6 46"""
23-15-02.525000,"7 56"""
23-15-02.526000,"3 48"""
23-15-02.528000,"5 52"""
23-15-02.529000,"4 53"""
23-15-02.529000,"8 52"""
23-15-02.530000,"1 44"""
23-15-02.531000,"2 45"""
23-15-02.531000,"6 46"""
23-15-02.532000,"7 56"""
23-15-02.532000, 0 0 0 0 0 49 60 0
23-15-02.533000,48 0 0 0 0 44 44 0
23-15-02.537000,0 0 0 0 0 0 0 0
23-15-02.540000,0 0 44 0 44 0 0 0
23-15-02.542000,0 0 0 0 0 0 0 0
23-15-02.547000,0 0 0 44 0 0 0 0
23-15-02.556000,0 0 0 44 0 44 0 0
23-15-02.560000,"0 0 0 0 0 4""1 44"""
23-15-02.561000,"3 48"""
23-15-02.562000,"5 52"""
23-15-02.566000,"2 45"""
23-15-02.571000,"4 53"""
23-15-02.577000,"8 52"""
23-15-02.579000,"7 57"""
23-15-02.579000,"1 44"""
23-15-02.582000,"3 48"""
23-15-02.583000,"5 52"""
23-15-02.586000, 0 0 0 71 0 0 0 0
23-15-02.588000,0 0 0 0 0 0 0 0
23-15-02.588000,0 0 0 0 44 0 0 44
23-15-02.589000,0 0 0 0 0 0 0 0
23-15-02.589000,0 0 0 0 0 0 44 44
23-15-02.590000,0 0 0 0 0 0 0 0
23-15-02.591000,60 44 0 44 0 0 0 0
23-15-02.591000,"0 0 0 0 0 0 0""6 46"""
23-15-02.591000,"7 57"""
23-15-02.592000,"1 44"""
23-15-02.592000,"8 53"""
23-15-02.593000,"4 53"""
23-15-02.593000, 0 0 63 0 0 0 0 0
23-15-02.609000,0 0 0 0 0 0 0 0
23-15-02.610000,0 0 0 0 0 0 0 0
23-15-02.610000,73 0 44 0 0 0 0 0
23-15-02.611000,0 0 0 0 0 0 0 0
23-15-02.611000,49 0 0 0 0 0 0 0
23-15-02.612000,61 0 0 0 0 44 0 0
23-15-02.612000,"46 0 0 0 0 44 4""3 48"""
23-15-02.613000,"6 46"""
23-15-02.614000,"5 52"""
23-15-02.615000,"7 57"""
23-15-02.616000,"1 44"""
23-15-02.622000,"4 53"""
23-15-02.623000,"2 45"""
23-15-02.624000,"8 53"""
23-15-02.624000, 0 51 64 0 57 0 0 0
23-15-02.625000,0 0 44 0 44 0 0 0
23-15-02.626000,0 0 0 0 0 0 0 0
23-15-02.626000,73 0 44 0 44 0 0 0
23-15-02.627000,0 0 0 0 0 44 44 44
23-15-02.627000,49 0 0 44 0 0 0 0
23-15-02.628000,0 0 0 44 0 44 0 0
23-15-02.629000,"0 0 0 ""6 46"""
23-15-02.629000,"3 48"""
23-15-02.630000,"7 57"""
23-15-02.630000,"4 53"""
23-15-02.635000,"1 44"""
23-15-02.636000,"2 45"""
23-15-02.636000,"8 53"""
23-15-02.637000, 0 0 0 0 0 48 61 48
23-15-02.637000,47 0 0 0 0 44 44 44
23-15-02.638000,0 0 0 0 0 0 0 0
23-15-02.639000,0 0 0 0 0 0 0 0
23-15-02.639000,0 0 0 0 0 0 0 0
23-15-02.639000,0 0 0 0 0 0 0 0
23-15-02.640000,0 0 0 0 0 0 0 0
23-15-02.640000,"48 44 0 0 0 44""3 48"""
23-15-02.641000,"7 57"""
23-15-02.644000,"1 44"""
23-15-02.658000,"2 45"""
23-15-02.659000,"4 53"""
23-15-02.660000,"8 53"""
23-15-02.660000,"6 46"""
23-15-02.660000,"3 48"""
23-15-02.660000, 0 0 0 0 0 0 0 0
23-15-02.661000,47 0 0 0 0 0 44 0
23-15-02.661000,0 44 0 0 44 0 0 44
23-15-02.662000,0 0 44 0 44 0 0 0
23-15-02.663000,0 0 0 0 0 0 0 0
23-15-02.664000,0 0 0 44 0 0 0 0
23-15-02.676000,0 0 0 0 0 0 0 0
23-15-02.677000,"48 44 0 0 0 0""1 45"""
23-15-02.678000,"2 45"""
23-15-02.678000,"4 53"""
23-15-02.681000,"6 46"""
23-15-02.682000,"7 58"""
23-15-02.687000,"3 48"""
23-15-02.688000,"8 53"""
23-15-02.688000,"1 44"""
23-15-02.689000, 0 0 0 71 0 0 0 0
23-15-02.689000,47 0 0 44 0 0 0 0
23-15-02.694000,0 0 0 0 0 0 0 0
23-15-02.695000,0 0 44 0 0 0 0 0
23-15-02.695000,0 0 0 0 0 0 0 0
23-15-02.697000,0 0 0 44 0 0 0 0
23-15-02.698000,63 44 0 44 0 45 0 0
23-15-02.699000,"53 44 0 0 0 ""2 45"""
23-15-02.699000,"4 53"""
23-15-02.700000,"3 48"""
23-15-02.700000,"6 46"""
23-15-02.701000,"5 52"""
23-15-02.702000,"7 57"""
23-15-02.709000,"1 44"""
23-15-02.710000,"8 53"""
23-15-02.710000,"2 46"""
23-15-02.711000, 0 0 65 70 58 0 0 0
23-15-02.712000,47 0 0 44 0 0 0 0
23-15-02.714000,0 0 0 0 0 0 0 0
23-15-02.715000,0 0 0 0 0 0 0 0
23-15-02.715000,0 0 0 0 0 44 0 44
23-15-02.716000,48 44 0 44 0 0 0 0
23-15-02.717000,60 44 0 44 0 45 0 0
23-15-02.717000,"48 0 0 ""1 44"""
23-15-02.724000,"2 45"""
23-15-02.725000,"6 46"""
23-15-02.725000,"3 48"""
23-15-02.725000,"7 57"""
23-15-02.729000,"5 51"""
23-15-02.733000,"8 53"""
23-15-02.733000,"4 53"""
23-15-02.734000,"1 44"""
23-15-02.741000, 0 0 0 0 0 47 59 0
23-15-02.741000,0 0 44 0 44 0 0 44
23-15-02.743000,0 0 0 0 0 0 0 0
23-15-02.744000,0 44 44 0 44 0 0 0
23-15-02.744000,58 0 0 0 0 44 44 44
23-15-02.745000,0 0 0 44 0 0 0 0
23-15-02.745000,0 0 0 44 0 46 0 0
23-15-02.746000,"0 0 0 ""2 45"""
23-15-02.746000,"6 46"""
23-15-02.748000,"3 48"""
23-15-02.749000,"7 57"""
23-15-02.749000,"5 52"""
23-15-02.750000,"4 53"""
23-15-02.753000,"8 53"""
23-15-02.760000,"1 45"""
23-15-02.764000,"2 45"""
23-15-02.765000,"6 46"""
23-15-02.767000,"3 48"""
23-15-02.770000,"7 58"""
23-15-02.781000, 0 0 0 0 0 47 58 0
23-15-02.782000,47 0 0 0 0 44 44 0
23-15-02.783000,0 44 0 0 44 0 0 45
23-15-02.788000,0 0 0 0 0 0 0 0
23-15-02.788000,0 0 0 0 0 44 44 44
23-15-02.789000,0 0 0 44 0 0 0 0
23-15-02.789000,0 0 0 44 0 46 0 0
23-15-02.790000,"0 0 0 0""1 45"""
23-15-02.791000,"5 51"""
23-15-02.791000,"4 53"""
23-15-02.792000,"8 53"""
23-15-02.793000,"6 46"""
23-15-02.797000,"2 45"""
23-15-02.800000,"3 48"""
23-15-02.808000,"1 44"""
23-15-02.809000,"5 51"""
23-15-02.820000, 0 0 0 69 0 0 0 0
23-15-02.823000,47 0 0 0 0 44 44 0
23-15-02.825000,0 44 0 0 44 0 0 45
23-15-02.826000,0 0 44 0 44 0 0 0
23-15-02.833000,0 44 0 0 0 44 0 44
23-15-02.833000,48 0 0 44 0 0 0 0
23-15-02.834000,0 0 0 0 0 0 0 0
23-15-02.846000,"0 0 0 0""4 53"""
23-15-02.848000,"2 45"""
23-15-02.849000,"5 52"""
23-15-02.849000,"3 48"""
23-15-02.850000,"6 46"""
23-15-02.851000,"7 58"""
23-15-02.851000,"1 44"""
23-15-02.851000,"8 52"""
23-15-02.852000,"4 53"""
23-15-02.861000, 0 0 66 69 0 0 0 0
23-15-02.861000,0 0 0 44 0 0 0 0
23-15-02.862000,0 0 0 0 44 0 0 0
23-15-02.871000,70 0 44 0 44 0 0 0
23-15-02.872000,0 44 0 0 0 0 0 0
23-15-02.872000,48 44 0 0 0 0 0 0
23-15-02.873000,58 44 0 0 0 46 0 0
23-15-02.874000,"48 44 0 ""2 45"""
23-15-02.874000,"1 45"""
23-15-02.875000,"3 48"""
23-15-02.875000,"6 46"""
23-15-02.880000,"5 51"""
23-15-02.882000,"7 58"""
23-15-02.882000,"4 53"""
23-15-02.883000,"8 52"""
23-15-02.886000,"2 45"""
23-15-02.887000,"1 45"""
23-15-02.901000, 0 48 0 0 59 0 58 48
23-15-02.902000,0 0 0 44 0 0 0 0
23-15-02.903000,0 0 0 0 0 0 0 0
23-15-02.909000,70 0 44 0 44 0 0 0
23-15-02.910000,0 0 0 0 0 44 44 44
23-15-02.912000,0 44 0 44 0 0 0 0
23-15-02.913000,0 44 0 44 0 45 0 0
23-15-02.913000,"0 0 0""6 46"""
23-15-02.914000,"7 58"""
23-15-02.914000,"4 53"""
23-15-02.915000,"8 52"""
23-15-02.916000,"2 44"""
23-15-02.920000,"1 45"""
23-15-02.938000, 0 48 0 69 0 0 0 0
23-15-02.942000,0 0 0 44 0 0 0 0
23-15-02.943000,0 0 0 0 0 0 0 0
23-15-02.944000,0 0 44 0 0 0 0 0
23-15-02.945000,0 0 0 0 0 0 0 0
23-15-02.945000,0 0 0 0 0 0 0 0
23-15-02.949000,0 0 0 0 0 0 0 0
23-15-02.950000,"48 44 0 0 0 44 44""1 44"""
23-15-02.950000,"2 45"""
23-15-02.951000,"4 53"""
23-15-02.951000,"8 52"""
23-15-02.955000,"6 47"""
23-15-02.966000,"1 44"""
23-15-02.977000, 0 48 0 0 0 0 0 0
23-15-02.978000,0 0 0 0 0 0 0 0
23-15-02.979000,0 0 0 0 0 0 0 0
23-15-02.980000,0 0 0 0 0 0 0 0
23-15-02.981000,0 0 0 0 0 0 0 0
23-15-02.982000,48 44 0 44 0 0 0 0
23-15-02.982000,0 0 0 0 0 0 0 0
23-15-02.983000,"48 44 0 0 0 0 44 ""4 53"""
23-15-02.984000,"8 52"""
23-15-02.988000,"6 46"""
23-15-02.999000,"1 45"""
23-15-03.001000,"7 58"""
23-15-03.003000,"2 45"""
23-15-03.018000, 0 0 0 69 0 0 0 0
23-15-03.019000,46 0 0 44 0 0 0 0
23-15-03.020000,0 0 0 0 0 0 0 0
23-15-03.021000,0 0 0 0 0 0 0 0
23-15-03.021000,0 0 0 0 0 0 0 0
23-15-03.025000,48 0 0 44 0 0 0 0
23-15-03.028000,58 0 0 44 0 46 0 0
23-15-03.029000,"0 0 0 0 0 0 0""4 53"""
23-15-03.029000,"6 46"""
23-15-03.030000,"3 48"""
23-15-03.033000,"5 52"""
23-15-03.038000,"1 44"""
23-15-03.039000,"2 45"""
23-15-03.040000,"7 58"""
23-15-03.041000,"8 52"""
23-15-03.043000,"4 53"""
23-15-03.060000, 0 0 0 68 60 0 0 0
23-15-03.065000,46 0 0 44 0 0 0 0
23-15-03.066000,0 0 0 0 0 0 0 0
23-15-03.067000,70 44 44 0 44 0 0 0
23-15-03.067000,0 0 0 0 0 44 44 0
23-15-03.068000,0 44 0 44 0 0 0 0
23-15-03.068000,0 44 0 0 0 45 0 0
23-15-03.069000,"0 0 0 0""6 46"""
23-15-03.069000,"1 44"""
23-15-03.070000,"3 48"""
23-15-03.070000,"2 45"""
23-15-03.071000,"5 52"""
23-15-03.075000,"7 58"""
23-15-03.076000,"8 52"""
23-15-03.076000,"4 53"""
23-15-03.083000,"6 46"""
23-15-03.086000,"1 45"""
23-15-03.100000, 0 0 0 0 0 49 58 48
23-15-03.101000,46 0 44 0 0 0 0 0
23-15-03.120000,0 0 0 0 0 0 0 0
23-15-03.120000,0 44 44 0 44 0 0 0
23-15-03.121000,58 0 0 0 0 0 44 44
23-15-03.121000,0 0 0 44 0 0 0 0
23-15-03.122000,0 0 0 44 0 45 0 0
23-15-03.122000,"0 0 0 0""3 48"""
23-15-03.123000,"5 52"""
23-15-03.123000,"2 45"""
23-15-03.124000,"4 53"""
23-15-03.124000,"8 51"""
23-15-03.125000,"6 46"""
23-15-03.125000,"1 44"""
23-15-03.126000,"3 48"""
23-15-03.139000, 0 0 0 0 0 48 57 0
23-15-03.145000,0 0 0 0 0 0 0 0
23-15-03.145000,66 44 0 0 44 44 0 45
23-15-03.146000,0 0 44 0 44 0 0 0
23-15-03.152000,0 0 0 0 0 0 0 0
23-15-03.155000,0 0 0 44 0 0 0 0
23-15-03.156000,0 0 0 0 0 0 0 0
23-15-03.157000,"48 44 0 0 0""1 44"""
23-15-03.159000,"2 45"""
23-15-03.160000,"4 53"""
23-15-03.160000,"8 51"""
23-15-03.161000,"6 46"""
23-15-03.161000,"7 58"""
23-15-03.162000,"3 48"""
23-15-03.168000,"5 52"""
23-15-03.181000, 0 0 0 0 0 0 0 0
23-15-03.183000,0 0 0 0 0 0 0 0
23-15-03.183000,0 44 0 0 44 44 47 45
23-15-03.191000,0 0 44 0 44 0 0 0
23-15-03.191000,0 44 44 0 0 44 44 44
23-15-03.192000,48 0 0 44 0 0 0 0
23-15-03.192000,57 0 0 44 0 45 0 0
23-15-03.193000,"0 0 ""4 53"""
23-15-03.193000,"2 45"""
23-15-03.194000,"3 48"""
23-15-03.198000,"6 46"""
23-15-03.199000,"7 58"""
23-15-03.199000,"1 44"""
23-15-03.201000,"5 52"""
23-15-03.201000,"8 51"""
23-15-03.203000,"4 53"""
23-15-03.219000, 0 0 0 68 0 0 0 0
23-15-03.223000,0 0 0 0 0 44 0 0
23-15-03.223000,0 44 0 0 44 0 0 0
23-15-03.224000,0 0 44 0 44 0 0 0
23-15-03.224000,0 44 44 0 0 44 44 0
23-15-03.225000,0 0 0 0 0 0 0 0
23-15-03.225000,0 0 0 0 0 45 0 0
23-15-03.226000,"0 44 0 0 0""2 45"""
23-15-03.227000,"3 48"""
23-15-03.228000,"6 46"""
23-15-03.229000,"5 52"""
23-15-03.235000,"7 58"""
23-15-03.241000,"1 45"""
23-15-03.243000,"4 53"""
23-15-03.243000,"8 51"""
23-15-03.244000,"2 45"""
23-15-03.261000, 0 0 0 78 0 0 0 0
23-15-03.262000,46 0 0 44 0 0 0 0
23-15-03.263000,0 0 0 0 0 0 0 0
23-15-03.268000,0 0 44 0 44 0 0 0
23-15-03.274000,0 0 44 0 0 44 0 44
23-15-03.274000,48 44 0 44 0 0 0 0
23-15-03.275000,56 44 0 44 0 46 0 0
23-15-03.275000,"0 0 0 ""1 44"""
23-15-03.276000,"3 48"""
23-15-03.276000,"6 46"""
23-15-03.277000,"5 52"""
23-15-03.278000,"7 58"""
23-15-03.279000,"4 53"""
23-15-03.282000,"8 51"""
23-15-03.296000, 0 0 0 0 0 0 0 0
23-15-03.297000,0 0 0 0 0 0 0 0
23-15-03.298000,0 0 0 0 0 0 0 0
23-15-03.299000,0 0 0 0 0 0 0 0
23-15-03.299000,0 0 0 0 0 0 0 0
23-15-03.301000,0 0 0 44 0 0 0 0
23-15-03.302000,0 0 0 0 0 0 0 0
23-15-03.302000,0 44 0 0 0 44 44 0
23-15-03.302000,"6 46"""
23-15-03.303000,"7 58"""
23-15-03.308000,"8 51"""
23-15-03.319000,"3 48"""
23-15-03.324000,"1 44"""
23-15-03.325000,"6 46"""
23-15-03.327000,"5 52"""
23-15-03.340000, 0 0 0 0 0 48 57 0
23-15-03.341000,0 0 0 0 0 0 0 0
23-15-03.341000,0 0 0 0 0 44 46 45
23-15-03.342000,0 0 0 0 44 0 0 0
23-15-03.344000,58 0 44 0 0 44 44 44
23-15-03.345000,0 0 0 44 0 0 0 0
23-15-03.345000,0 0 0 0 0 0 0 0
23-15-03.349000,"0 0 0 0 0""4 53"""
23-15-03.349000,"1 45"""
23-15-03.350000,"2 45"""
23-15-03.352000,"3 48"""
23-15-03.353000,"6 46"""
23-15-03.360000,"5 52"""
23-15-03.361000,"8 51"""
23-15-03.363000,"4 53"""
23-15-03.367000,"1 44"""
23-15-03.383000, 0 46 0 66 0 0 0 0
23-15-03.390000,0 0 0 0 0 0 0 0
23-15-03.391000,66 0 0 0 0 44 46 0
23-15-03.391000,0 0 0 0 44 0 0 0
23-15-03.393000,58 0 44 0 0 44 44 0
23-15-03.394000,0 44 0 0 0 0 0 0
23-15-03.394000,0 0 0 0 0 0 0 0
23-15-03.394000,"48 0 0 0 0""2 45"""
23-15-03.396000,"3 48"""
23-15-03.398000,"6 46"""
23-15-03.398000,"5 52"""
23-15-03.399000,"4 53"""
23-15-03.399000,"7 58"""
23-15-03.404000,"1 44"""
23-15-03.404000,"8 50"""
23-15-03.420000, 0 46 0 67 0 0 0 0
23-15-03.421000,0 0 0 0 0 0 0 0
23-15-03.422000,0 0 0 0 0 0 0 0
23-15-03.423000,0 0 0 0 44 0 0 0
23-15-03.423000,0 0 44 0 0 44 0 44
23-15-03.424000,48 44 0 44 0 0 0 0
23-15-03.424000,54 45 0 44 0 45 0 0
23-15-03.425000,"48 0 0 0""6 46"""
23-15-03.427000,"4 52"""
23-15-03.433000,"7 58"""
23-15-03.434000,"1 45"""
23-15-03.434000,"8 50"""
23-15-03.442000,"2 45"""
23-15-03.459000, 0 0 0 68 0 0 0 0
23-15-03.459000,0 0 0 0 0 44 46 0
23-15-03.460000,0 0 0 0 0 0 0 0
23-15-03.465000,0 44 0 0 0 0 0 0
23-15-03.466000,0 0 0 0 0 0 0 0
23-15-03.467000,48 0 0 44 0 0 0 0
23-15-03.468000,53 0 0 44 0 45 0 0
23-15-03.468000,"0 0 0 0 0 44""6 46"""
23-15-03.469000,"1 44"""
23-15-03.469000,"5 52"""
23-15-03.470000,"7 57"""
23-15-03.486000,"4 52"""
23-15-03.487000,"2 45"""
23-15-03.487000,"6 47"""
23-15-03.488000,"5 51"""
23-15-03.489000,"1 44"""
23-15-03.500000, 0 47 0 0 60 48 0 0
23-15-03.503000,0 0 0 0 0 44 44 0
23-15-03.504000,0 0 0 0 0 0 0 0
23-15-03.504000,0 0 0 0 44 0 0 0
23-15-03.505000,0 44 0 0 0 44 44 44
23-15-03.506000,49 0 0 44 0 0 0 0
23-15-03.512000,53 0 0 0 0 46 0 0
23-15-03.512000,"0 0 0 0""4 51"""
23-15-03.513000,"8 50"""
23-15-03.516000,"2 45"""
23-15-03.517000,"6 47"""
23-15-03.518000,"7 55"""
23-15-03.519000,"5 51"""
23-15-03.521000,"1 44"""
23-15-03.539000, 0 46 0 0 0 49 55 0
23-15-03.539000, 0 46 0 0 0 49 55 0
23-15-03.541000,0 0 0 0 0 44 0 0
23-15-03.542000,0 0 0 0 0 0 0 0
23-15-03.543000,0 0 0 0 44 0 0 0
23-15-03.543000,58 44 0 0 0 44 44 44
23-15-03.544000,0 0 0 44 0 0 0 0
23-15-03.544000,0 0 0 44 0 46 0 0
23-15-03.546000,"0 0 0 0 ""4 51"""
23-15-03.548000,"1 45"""
23-15-03.548000,"2 45"""
23-15-03.555000,"3 48"""
23-15-03.558000,"5 51"""
23-15-03.559000,"6 46"""
23-15-03.559000,"7 56"""
23-15-03.561000,"8 51"""
23-15-03.563000,"4 49"""
23-15-03.567000,"1 45"""
23-15-03.580000, 0 0 0 75 0 50 0 0
23-15-03.582000,45 0 0 0 0 44 45 0
23-15-03.582000,0 0 0 0 0 0 0 0
23-15-03.583000,0 0 0 0 44 0 0 0
23-15-03.583000,58 44 44 0 0 0 0 0
23-15-03.591000,0 0 0 0 0 0 0 0
23-15-03.593000,0 0 0 0 0 47 0 0
23-15-03.593000,"51 44 0 0 0""2 45"""
23-15-03.594000,"3 47"""
23-15-03.595000,"6 46"""
23-15-03.595000,"5 53"""
23-15-03.598000,"7 57"""
23-15-03.602000,"1 45"""
23-15-03.618000, 0 0 0 0 0 0 0 0
23-15-03.620000,0 0 0 0 0 0 0 0
23-15-03.623000,0 0 0 0 0 0 0 0
23-15-03.624000,0 0 0 0 0 0 0 0
23-15-03.625000,0 0 44 0 0 44 44 44
23-15-03.625000,51 0 0 44 0 0 0 0
23-15-03.626000,55 46 0 44 0 47 0 0
23-15-03.627000,"0 0 0 0 0 0""3 47"""
23-15-03.628000,"6 46"""
23-15-03.628000,"7 58"""
23-15-03.629000,"4 48"""
23-15-03.631000,"5 52"""
23-15-03.636000,"1 45"""
23-15-03.637000,"8 51"""
23-15-03.638000,"2 45"""
23-15-03.647000,"3 47"""
23-15-03.662000, 0 0 0 61 0 0 0 0
23-15-03.666000,45 0 0 44 0 0 0 0
23-15-03.668000,0 44 0 0 0 44 47 45
23-15-03.669000,0 0 0 0 0 0 0 0
23-15-03.683000,0 0 44 0 0 44 44 44
23-15-03.683000,51 44 0 44 0 0 0 0
23-15-03.684000,0 46 0 44 0 46 0 0
23-15-03.684000,"0 44""6 46"""
23-15-03.685000,"1 45"""
23-15-03.686000,"2 45"""
23-15-03.686000,"5 53"""
23-15-03.687000,"4 47"""
23-15-03.687000,"8 50"""
23-15-03.688000,"3 47"""
23-15-03.689000,"6 46"""
23-15-03.689000,"1 45"""
23-15-03.699000, 0 0 0 57 0 0 0 0
23-15-03.708000,0 0 0 0 0 0 0 0
23-15-03.708000,0 0 0 0 0 44 46 45
23-15-03.709000,0 0 0 0 0 0 0 0
23-15-03.709000,0 0 0 0 0 0 0 0
23-15-03.710000,51 44 0 44 0 0 0 0
23-15-03.710000,0 0 0 0 0 0 0 0
23-15-03.711000,"0 44 45 0 0 44""5 52"""
23-15-03.711000,"4 47"""
23-15-03.713000,"8 50"""
23-15-03.713000,"3 47"""
23-15-03.717000,"6 47"""
23-15-03.746000,"1 45"""
23-15-03.746000,"2 45"""
23-15-03.748000,"5 51"""
23-15-03.750000, 0 0 65 0 64 49 0 47
23-15-03.751000,0 0 0 44 0 0 0 0
23-15-03.751000,0 0 0 0 0 44 46 0
23-15-03.757000,0 0 0 0 46 0 0 0
23-15-03.758000,65 0 44 0 0 44 0 44
23-15-03.758000,0 0 0 44 0 0 0 0
23-15-03.759000,0 0 0 0 0 0 0 0
23-15-03.760000,"0 0 0 0 ""4 47"""
23-15-03.761000,"1 45"""
23-15-03.761000,"3 47"""
23-15-03.762000,"5 51"""
23-15-03.762000,"6 47"""
23-15-03.763000,"2 45"""
