20-03-50.643000,-------------------------
20-04-01.787000,[R]: 50 
20-04-01.788000,[R]: 2 
20-04-01.793000,[R]: 1 
20-04-01.794000,[R]: 50 
20-04-01.798000,[R]: 2 
20-04-01.801000,[R]: 1 
20-04-01.802000,[R]: 50 
20-04-01.805000,[R]: 2 
20-04-01.810000,[R]: 1 
20-04-01.810000,[R]: 50 
20-04-01.813000,[R]: 2 
20-04-01.818000,[R]: 1 
20-04-01.822000,[R]: 50 
20-04-01.823000,[R]: 2 
20-04-01.824000,[R]: 20 
20-04-01.827000,[R]: 1 
20-04-01.829000,[R]: 50 
20-04-01.830000,[R]: 2 
20-04-01.835000,[R]: 1 
20-04-01.836000,[R]: 50 
20-04-01.839000,[R]: 2 
20-04-01.843000,[R]: 1 
20-04-01.845000,[R]: 50 
20-04-01.847000,[R]: 2 
20-04-01.851000,[R]: 1 
20-04-01.855000,[R]: 50 
20-04-01.857000,[R]: 2 
20-04-01.860000,[R]: 1 
20-04-01.863000,[R]: 50 
20-04-01.864000,[R]: 2 
20-04-01.869000,[R]: 1 
20-04-01.869000,[R]: 50 
20-04-01.871000,[R]: 2 
20-04-01.875000,[R]: 20 
20-04-01.877000,[R]: 1 
20-04-01.878000,[R]: 50 
20-04-01.881000,[R]: 2 
20-04-01.886000,[R]: 1 
20-04-01.886000,[R]: 50 
20-04-01.889000,[R]: 2 
20-04-01.894000,[R]: 1 
20-04-01.894000,[R]: 50 
20-04-01.897000,[R]: 2 
20-04-01.902000,[R]: 1 
20-04-01.903000,[R]: 50 
20-04-01.905000,[R]: 2 
20-04-01.910000,[R]: 1 
20-04-01.911000,[R]: 50 
20-04-01.915000,[R]: 2 
20-04-01.919000,[R]: 1 
20-04-01.919000,[R]: 50 
20-04-01.922000,[R]: 2 
20-04-01.924000,[R]: 20 
20-04-01.928000,[R]: 1 
20-04-01.928000,[R]: 50 
20-04-01.931000,[R]: 2 
20-04-01.936000,[R]: 1 
20-04-01.936000,[R]: 50 
20-04-01.939000,[R]: 2 
20-04-01.944000,[R]: 1 
20-04-01.946000,[R]: 50 
20-04-01.947000,[R]: 2 
20-04-01.952000,[R]: 1 
20-04-01.952000,[R]: 50 
20-04-01.957000,[R]: 2 
20-04-01.960000,[R]: 1 
20-04-01.961000,[R]: 50 
20-04-01.964000,[R]: 2 
20-04-01.968000,[R]: 1 
20-04-01.970000,[R]: 50 
20-04-01.972000,[R]: 2 
20-04-01.976000,[R]: 20 
20-04-01.979000,[R]: 1 
20-04-01.980000,[R]: 50 
20-04-01.981000,[R]: 2 
20-04-01.985000,[R]: 1 
20-04-01.990000,[R]: 50 
20-04-01.992000,[R]: 2 
20-04-01.994000,[R]: 1 
20-04-01.994000,[R]: 50 
20-04-01.998000,[R]: 2 
20-04-02.002000,[R]: 1 
20-04-02.003000,[R]: 50 
20-04-02.006000,[R]: 2 
20-04-02.011000,[R]: 1 
