22-54-04.044000,"""Scanner enabled\r\n""" 
22-56-38.456000,"S 1. R: 62"""
22-56-38.457000,"S 2. R: 47"""
22-56-38.457000,"S 4. R: 50"""
22-56-38.458000,"S 6. R: 58"""
22-56-38.464000,"S 7. R: 48"""
22-56-38.473000,"S 3. R: 62"""
22-56-38.487000,C 1 1 2 1 1 1 1 0
22-56-38.488000,0] 0 0 0 0 0 0 0 0
22-56-38.489000,1] 0 0 0 0 0 0 0 0
22-56-38.490000,2] 56 45 0 0 44 0 0 0
22-56-38.491000,3] 0 0 0 0 0 0 0 0
22-56-38.491000,4] 0 0 0 0 0 0 0 0
22-56-38.494000,"5] 0 0 0 44 0 0 44 0""S 1. R: 61"""
22-56-38.494000,"S 2. R: 47"""
22-56-38.495000,"S 4. R: 50"""
22-56-38.496000,"S 7. R: 48"""
22-56-38.505000,"S 3. R: 60"""
22-56-38.512000,"S 1. R: 62"""
22-56-38.527000,C 2 1 1 1 0 0 1 0
22-56-38.528000,0] 0 0 0 0 0 54 0 0
22-56-38.528000,1] 0 0 0 0 0 0 0 0
22-56-38.529000,2] 56 45 0 0 0 0 0 0
22-56-38.532000,3] 0 0 44 0 0 0 44 0
22-56-38.532000,4] 0 0 0 0 0 0 0 0
22-56-38.533000,"5] 0 0 0 0 0 0 0 0""S 4. R: 50"""
22-56-38.534000,"S 7. R: 48"""
22-56-38.535000,"S 6. R: 58"""
22-56-38.539000,"S 3. R: 60"""
22-56-38.545000,"S 1. R: 62"""
22-56-38.549000,"S 2. R: 46"""
22-56-38.551000,"S 4. R: 50"""
22-56-38.569000,C 1 1 1 2 0 1 1 0
22-56-38.570000,0] 0 0 0 51 0 0 55 0
22-56-38.571000,1] 53 0 0 0 0 44 0 0
22-56-38.572000,2] 56 45 0 0 0 0 0 0
22-56-38.573000,3] 0 0 44 0 0 0 44 0
22-56-38.573000,4] 0 0 0 0 0 0 0 0
22-56-38.574000,"5] 0 0 0 44 0 0""S 6. R: 58"""
22-56-38.575000,"S 3. R: 60"""
22-56-38.575000,"S 4. R: 51"""
22-56-38.576000,"S 5. R: 44"""
22-56-38.578000,"S 1. R: 60"""
22-56-38.583000,"S 7. R: 48"""
22-56-38.607000,C 1 0 1 1 1 1 1 0
22-56-38.608000,0] 0 0 0 52 0 0 0 0
22-56-38.608000,1] 0 0 0 0 0 0 0 0
22-56-38.609000,2] 0 0 0 0 0 0 0 0
22-56-38.610000,3] 0 0 0 0 0 0 0 0
22-56-38.611000,4] 0 44 0 0 0 44 0 0
22-56-38.612000,"5] 55 0 0 44 0 0 44 ""S 6. R: 58"""
22-56-38.613000,"S 1. R: 61"""
22-56-38.613000,"S 3. R: 60"""
22-56-38.615000,"S 2. R: 46"""
22-56-38.617000,"S 5. R: 44"""
22-56-38.618000,"S 4. R: 50"""
22-56-38.624000,"S 7. R: 48"""
22-56-38.631000,"S 6. R: 58"""
22-56-38.631000,"S 1. R: 60"""
22-56-38.632000,"S 3. R: 60"""
22-56-38.649000,C 2 1 2 1 1 2 1 0
22-56-38.650000,0] 0 0 0 51 0 0 55 0
22-56-38.651000,1] 0 0 0 0 0 0 0 0
22-56-38.652000,2] 0 0 0 0 44 0 0 0
22-56-38.652000,3] 0 0 44 0 0 0 44 0
22-56-38.653000,4] 0 0 0 0 0 44 0 0
22-56-38.654000,"5] 55 44 0 44 0 0""S 5. R: 44"""
22-56-38.655000,"S 4. R: 50"""
22-56-38.656000,"S 7. R: 48"""
22-56-38.663000,"S 6. R: 58"""
22-56-38.665000,"S 1. R: 61"""
22-56-38.666000,"S 3. R: 60"""
22-56-38.671000,"S 5. R: 44"""
22-56-38.689000,C 1 0 1 1 2 1 1 0
22-56-38.690000,0] 0 0 55 0 0 0 0 0
22-56-38.691000,1] 0 0 0 0 0 0 0 0
22-56-38.692000,2] 0 0 0 0 44 51 0 0
22-56-38.693000,3] 51 44 44 0 0 0 44 0
22-56-38.694000,4] 0 0 0 0 0 44 0 0
22-56-38.694000,"5] 55 44 0 44 0""S 4. R: 50"""
22-56-38.696000,"S 3. R: 60"""
22-56-38.697000,"S 7. R: 48"""
22-56-38.698000,"S 5. R: 44"""
22-56-38.698000,"S 1. R: 60"""
22-56-38.700000,"S 6. R: 58"""
22-56-38.703000,"S 2. R: 46"""
22-56-38.709000,"S 4. R: 49"""
22-56-38.730000,C 1 1 1 2 1 1 1 0
22-56-38.731000,0] 0 0 55 0 67 0 0 0
22-56-38.732000,1] 51 0 44 0 44 0 0 0
22-56-38.733000,2] 0 0 0 0 0 0 0 0
22-56-38.734000,3] 51 44 44 0 0 0 44 0
22-56-38.736000,4] 0 0 0 0 0 0 0 0
22-56-38.736000,"5] 0 0 0 0 0 0""S 1. R: 60"""
22-56-38.737000,"S 7. R: 47"""
22-56-38.737000,"S 2. R: 46"""
22-56-38.738000,"S 3. R: 60"""
22-56-38.740000,"S 6. R: 59"""
22-56-38.741000,"S 5. R: 44"""
22-56-38.742000,"S 4. R: 49"""
22-56-38.752000,"S 1. R: 60"""
22-56-38.755000,"S 7. R: 47"""
22-56-38.771000,C 2 1 1 1 1 1 2 0
22-56-38.771000,0] 0 0 55 0 67 0 0 0
22-56-38.773000,1] 0 0 0 0 0 0 0 0
22-56-38.773000,2] 0 0 0 0 44 51 0 0
22-56-38.774000,3] 51 44 0 0 0 0 44 0
22-56-38.776000,4] 0 0 0 0 0 44 0 0
22-56-38.777000,"5] 0 0 0 44 0 0""S 3. R: 60"""
22-56-38.778000,"S 6. R: 60"""
22-56-38.779000,"S 5. R: 44"""
22-56-38.779000,"S 4. R: 49"""
22-56-38.788000,"S 7. R: 49"""
22-56-38.788000,"S 2. R: 46"""
22-56-38.793000,"S 3. R: 60"""
22-56-38.808000,C 0 1 2 1 1 1 1 0
22-56-38.809000,0] 0 0 0 0 0 0 0 0
22-56-38.810000,1] 0 0 44 0 44 0 0 0
22-56-38.811000,2] 0 0 0 0 44 51 0 0
22-56-38.811000,3] 51 44 0 0 0 0 44 0
22-56-38.811000,4] 0 0 44 0 0 0 0 0
22-56-38.812000,"5] 0 0 0 0 0 0 ""S 5. R: 44"""
22-56-38.813000,"S 4. R: 48"""
22-56-38.820000,"S 2. R: 46"""
22-56-38.824000,"S 7. R: 47"""
22-56-38.825000,"S 3. R: 60"""
22-56-38.834000,"S 5. R: 44"""
22-56-38.846000,C 0 1 1 1 2 0 1 0
22-56-38.847000,0] 0 0 0 0 0 0 0 0
22-56-38.848000,1] 0 0 44 0 44 0 0 0
22-56-38.848000,2] 0 0 0 0 44 0 0 0
22-56-38.849000,3] 0 44 0 0 0 0 44 0
22-56-38.851000,4] 0 0 44 0 0 0 0 0
22-56-38.852000,"5] 0 0 0 0 0 0 0 ""S 4. R: 48"""
22-56-38.853000,"S 6. R: 62"""
22-56-38.853000,"S 1. R: 60"""
22-56-38.856000,"S 7. R: 47"""
22-56-38.858000,"S 3. R: 60"""
22-56-38.867000,"S 5. R: 44"""
22-56-38.887000,C 1 0 1 1 1 1 1 0
22-56-38.889000,0] 0 0 0 51 0 0 0 0
22-56-38.890000,1] 0 0 0 0 0 0 0 0
22-56-38.891000,2] 0 0 0 0 0 51 0 0
22-56-38.892000,3] 0 0 0 0 0 0 44 0
22-56-38.893000,4] 0 0 44 0 0 44 0 0
22-56-38.895000,"5] 0 0 0 44 0 0 44""S 4. R: 48"""
22-56-38.895000,"S 2. R: 46"""
22-56-38.896000,"S 6. R: 63"""
22-56-38.897000,"S 1. R: 60"""
22-56-38.898000,"S 3. R: 60"""
22-56-38.899000,"S 7. R: 47"""
22-56-38.900000,"S 5. R: 44"""
22-56-38.909000,"S 4. R: 48"""
22-56-38.929000,C 1 1 1 2 1 1 1 0
22-56-38.930000,0] 0 0 0 51 0 0 55 0
22-56-38.931000,1] 0 0 0 0 0 44 0 0
22-56-38.932000,2] 0 44 0 0 0 50 0 0
22-56-38.933000,3] 0 0 0 0 0 0 44 0
22-56-38.934000,4] 0 44 44 0 0 44 0 0
22-56-38.935000,"5] 55 0 0 44 0""S 2. R: 46"""
22-56-38.936000,"S 6. R: 65"""
22-56-38.937000,"S 1. R: 60"""
22-56-38.938000,"S 3. R: 60"""
22-56-38.938000,"S 5. R: 44"""
22-56-38.949000,"S 2. R: 46"""
22-56-38.950000,"S 6. R: 64"""
22-56-38.951000,"S 1. R: 60"""
22-56-38.953000,"S 3. R: 61"""
22-56-38.966000,C 2 2 2 0 1 2 0 0
22-56-38.966000,0] 0 0 0 0 0 0 0 0
22-56-38.967000,1] 0 0 0 0 0 44 0 0
22-56-38.969000,2] 0 44 0 0 0 51 0 0
22-56-38.969000,3] 0 0 0 0 0 0 0 0
22-56-38.970000,4] 0 0 44 0 0 0 0 0
22-56-38.971000,"5] 55 0 0 0 0 0 0 0""S 1. R: 60"""
22-56-38.971000,"S 4. R: 48"""
22-56-38.983000,"S 6. R: 65"""
22-56-38.983000,"S 7. R: 47"""
22-56-38.985000,"S 3. R: 61"""
22-56-38.991000,"S 1. R: 60"""
22-56-39.006000,C 2 0 1 1 0 1 1 0
22-56-39.008000,0] 0 0 0 0 0 0 0 0
22-56-39.009000,1] 0 0 0 0 0 0 0 0
22-56-39.010000,2] 0 44 0 0 0 51 0 0
22-56-39.011000,3] 51 0 0 0 0 0 0 0
22-56-39.011000,4] 0 0 0 0 0 44 0 0
22-56-39.012000,"5] 55 0 0 44 0 0 0 ""S 5. R: 45"""
22-56-39.013000,"S 4. R: 48"""
22-56-39.014000,"S 2. R: 46"""
22-56-39.016000,"S 7. R: 47"""
22-56-39.018000,"S 3. R: 61"""
22-56-39.019000,"S 6. R: 65"""
22-56-39.026000,"S 1. R: 60"""
22-56-39.034000,"S 5. R: 44"""
22-56-39.051000,C 1 1 1 1 2 1 1 0
22-56-39.053000,0] 0 50 55 0 68 0 0 0
22-56-39.053000,1] 0 0 0 0 0 44 0 0
22-56-39.054000,2] 0 44 0 0 0 0 0 0
22-56-39.055000,3] 0 0 0 0 0 0 44 0
22-56-39.056000,4] 68 44 44 0 0 44 0 0
22-56-39.056000,"5] 55 0 0 44 ""S 4. R: 48"""
22-56-39.057000,"S 1. R: 60"""
22-56-39.058000,"S 2. R: 46"""
22-56-39.058000,"S 3. R: 60"""
22-56-39.059000,"S 7. R: 47"""
22-56-39.060000,"S 5. R: 44"""
22-56-39.062000,"S 6. R: 67"""
22-56-39.069000,"S 4. R: 48"""
22-56-39.071000,"S 1. R: 60"""
22-56-39.087000,C 2 1 1 2 1 1 1 0
22-56-39.088000,0] 0 0 0 0 0 54 0 0
22-56-39.088000,1] 0 0 0 0 0 0 0 0
22-56-39.089000,2] 0 0 0 0 0 0 0 0
22-56-39.091000,3] 0 0 0 0 0 0 44 0
22-56-39.091000,4] 67 44 44 0 0 0 0 0
22-56-39.092000,"5] 0 0 0 0 0 0 44 ""S 3. R: 60"""
22-56-39.093000,"S 7. R: 47"""
22-56-39.094000,"S 5. R: 44"""
22-56-39.094000,"S 6. R: 67"""
22-56-39.101000,"S 4. R: 48"""
22-56-39.106000,"S 1. R: 60"""
22-56-39.109000,"S 2. R: 46"""
22-56-39.112000,"S 3. R: 61"""
22-56-39.116000,"S 7. R: 47"""
22-56-39.131000,C 1 1 2 1 1 1 2 0
22-56-39.133000,0] 0 0 0 51 0 55 0 0
22-56-39.134000,1] 50 0 0 0 0 44 0 0
22-56-39.134000,2] 55 44 0 0 0 51 0 0
22-56-39.135000,3] 0 0 0 0 0 0 44 0
22-56-39.136000,4] 0 44 44 0 0 44 0 0
22-56-39.137000,"5] 55 0 0 44""S 5. R: 44"""
22-56-39.138000,"S 6. R: 67"""
22-56-39.138000,"S 1. R: 60"""
22-56-39.141000,"S 2. R: 46"""
22-56-39.143000,"S 7. R: 47"""
22-56-39.153000,"S 5. R: 44"""
22-56-39.167000,C 1 1 0 0 2 1 1 0
22-56-39.168000,0] 0 0 0 0 0 0 54 0
22-56-39.169000,1] 50 0 0 0 0 44 0 0
22-56-39.169000,2] 0 0 0 0 0 0 0 0
22-56-39.170000,3] 0 0 0 0 0 0 0 0
22-56-39.172000,4] 0 44 44 0 0 44 0 0
22-56-39.173000,"5] 0 0 0 0 0 0 0 ""S 1. R: 61"""
22-56-39.173000,"S 4. R: 49"""
22-56-39.178000,"S 3. R: 60"""
22-56-39.179000,"S 6. R: 67"""
22-56-39.184000,"S 7. R: 47"""
22-56-39.186000,"S 5. R: 44"""
22-56-39.191000,"S 1. R: 60"""
22-56-39.207000,C 2 0 1 1 1 1 1 0
22-56-39.208000,0] 0 0 0 51 0 0 54 0
22-56-39.210000,1] 0 0 0 0 0 0 0 0
22-56-39.211000,2] 0 44 0 0 0 0 0 0
22-56-39.212000,3] 0 0 0 0 0 0 44 0
22-56-39.213000,4] 0 0 44 0 0 44 0 0
22-56-39.214000,"5] 55 44 0 44 0 0""S 4. R: 49"""
22-56-39.215000,"S 3. R: 61"""
22-56-39.216000,"S 6. R: 68"""
22-56-39.217000,"S 7. R: 47"""
22-56-39.218000,"S 5. R: 44"""
22-56-39.224000,"S 1. R: 60"""
22-56-39.227000,"S 2. R: 46"""
22-56-39.249000,C 1 1 1 1 1 1 1 0
22-56-39.250000,0] 0 0 0 51 0 0 54 0
22-56-39.250000,1] 50 0 0 44 0 0 44 0
22-56-39.251000,2] 0 0 0 0 0 0 0 0
22-56-39.253000,3] 51 0 0 0 0 0 44 0
22-56-39.254000,4] 0 0 44 0 0 44 0 0
22-56-39.255000,"5] 55 44 0 44 ""S 4. R: 49"""
22-56-39.255000,"S 3. R: 61"""
22-56-39.256000,"S 6. R: 68"""
22-56-39.257000,"S 7. R: 47"""
22-56-39.257000,"S 5. R: 44"""
22-56-39.260000,"S 2. R: 46"""
22-56-39.269000,"S 4. R: 49"""
22-56-39.290000,C 0 1 1 2 1 1 1 0
22-56-39.290000,0] 0 0 0 0 0 0 0 0
22-56-39.291000,1] 0 0 0 44 0 0 44 0
22-56-39.292000,2] 0 44 0 0 0 51 0 0
22-56-39.292000,3] 51 0 0 0 0 0 44 0
22-56-39.293000,4] 0 0 44 0 0 44 0 0
22-56-39.294000,"5] 0 44 0 44 0 ""S 3. R: 61"""
22-56-39.295000,"S 6. R: 69"""
22-56-39.296000,"S 1. R: 60"""
22-56-39.297000,"S 7. R: 47"""
22-56-39.297000,"S 2. R: 46"""
22-56-39.298000,"S 5. R: 44"""
22-56-39.303000,"S 4. R: 49"""
22-56-39.309000,"S 3. R: 60"""
22-56-39.310000,"S 6. R: 69"""
22-56-39.313000,"S 1. R: 60"""
22-56-39.328000,C 2 1 2 1 1 2 1 0
22-56-39.330000,0] 0 0 55 0 64 0 0 0
22-56-39.330000,1] 0 0 0 44 0 0 44 0
22-56-39.331000,2] 0 44 0 0 0 51 0 0
22-56-39.331000,3] 51 0 0 0 0 0 44 0
22-56-39.332000,4] 0 0 0 0 0 0 0 0
22-56-39.333000,"5] 0 44 0 44 0 ""S 2. R: 46"""
22-56-39.334000,"S 5. R: 44"""
22-56-39.334000,"S 4. R: 49"""
22-56-39.341000,"S 3. R: 60"""
22-56-39.343000,"S 6. R: 69"""
22-56-39.343000,"S 7. R: 47"""
22-56-39.366000,C 0 1 1 1 1 1 1 0
22-56-39.367000,0] 0 0 0 0 0 0 0 0
22-56-39.367000,1] 0 0 0 0 0 0 0 0
22-56-39.368000,2] 0 0 0 0 0 51 0 0
22-56-39.368000,3] 0 0 0 0 0 0 0 0
22-56-39.370000,4] 0 0 0 0 0 0 0 0
22-56-39.371000,"5] 0 44 0 44 0 0 44 0""S 5. R: 44"""
22-56-39.371000,"S 4. R: 50"""
22-56-39.374000,"S 6. R: 69"""
22-56-39.375000,"S 7. R: 47"""
22-56-39.378000,"S 1. R: 60"""
22-56-39.388000,"S 2. R: 46"""
22-56-39.395000,"S 5. R: 44"""
22-56-39.408000,C 1 1 0 1 2 1 1 0
22-56-39.410000,0] 0 0 0 0 0 55 0 0
22-56-39.411000,1] 0 0 0 0 0 0 44 0
22-56-39.412000,2] 0 0 0 0 0 0 0 0
22-56-39.415000,3] 0 44 0 0 0 0 44 0
22-56-39.415000,4] 64 0 44 0 0 44 0 0
22-56-39.417000,"5] 0 44 0 44 0 0""S 4. R: 49"""
22-56-39.417000,"S 3. R: 60"""
22-56-39.418000,"S 7. R: 47"""
22-56-39.419000,"S 1. R: 60"""
22-56-39.420000,"S 6. R: 69"""
22-56-39.421000,"S 2. R: 46"""
22-56-39.430000,"S 4. R: 49"""
22-56-39.449000,C 1 1 1 2 0 1 1 0
22-56-39.449000,0] 0 51 0 51 0 0 54 0
22-56-39.450000,1] 0 0 0 0 0 0 44 0
22-56-39.451000,2] 55 0 0 0 0 51 0 0
22-56-39.452000,3] 0 44 0 0 0 0 44 0
22-56-39.453000,4] 0 0 0 0 0 0 0 0
22-56-39.453000,"5] 55 44 0 0 0 ""S 3. R: 60"""
22-56-39.454000,"S 7. R: 47"""
22-56-39.455000,"S 6. R: 68"""
22-56-39.455000,"S 5. R: 44"""
22-56-39.461000,"S 4. R: 49"""
22-56-39.472000,"S 3. R: 60"""
22-56-39.474000,"S 7. R: 47"""
22-56-39.488000,C 0 0 2 1 1 1 2 0
22-56-39.489000,0] 0 0 0 0 0 0 0 0
22-56-39.490000,1] 0 0 0 0 0 0 0 0
22-56-39.491000,2] 0 0 0 0 0 51 0 0
22-56-39.492000,3] 0 44 0 0 0 0 44 0
22-56-39.492000,4] 0 0 44 0 0 44 0 0
22-56-39.494000,"5] 55 44 0 44 0 0 ""S 1. R: 60"""
22-56-39.495000,"S 2. R: 46"""
22-56-39.495000,"S 6. R: 69"""
22-56-39.495000,"S 5. R: 44"""
22-56-39.496000,"S 4. R: 49"""
22-56-39.502000,"S 7. R: 47"""
22-56-39.505000,"S 3. R: 61"""
22-56-39.512000,"S 1. R: 60"""
22-56-39.527000,C 2 1 1 1 1 1 1 0
22-56-39.528000,0] 0 0 0 0 61 0 0 0
22-56-39.529000,1] 51 0 0 0 44 0 0 0
22-56-39.530000,2] 0 0 0 0 0 51 0 0
22-56-39.531000,3] 0 0 0 0 0 0 0 0
22-56-39.531000,4] 0 0 44 0 0 0 0 0
22-56-39.533000,"5] 0 0 0 0 0 0 0 0""S 2. R: 46"""
22-56-39.533000,"S 5. R: 44"""
22-56-39.538000,"S 3. R: 60"""
22-56-39.544000,"S 7. R: 47"""
22-56-39.548000,"S 2. R: 47"""
22-56-39.551000,"S 6. R: 67"""
22-56-39.554000,"S 5. R: 44"""
22-56-39.567000,C 0 2 1 0 2 1 1 0
22-56-39.568000,0] 0 0 0 0 0 0 0 0
22-56-39.568000,1] 0 0 0 0 44 0 0 0
22-56-39.569000,2] 0 0 0 44 0 0 0 0
22-56-39.570000,3] 0 0 0 0 0 0 0 0
22-56-39.571000,4] 0 0 44 0 0 44 0 0
22-56-39.572000,"5] 0 0 0 44 0 0 44 ""S 1. R: 60"""
22-56-39.572000,"S 4. R: 49"""
22-56-39.573000,"S 3. R: 60"""
22-56-39.576000,"S 7. R: 47"""
22-56-39.581000,"S 2. R: 47"""
22-56-39.586000,"S 5. R: 44"""
22-56-39.591000,"S 1. R: 60"""
22-56-39.606000,C 2 1 1 1 1 0 1 0
22-56-39.607000,0] 0 0 0 51 0 0 55 0
22-56-39.608000,1] 0 0 0 0 44 0 0 0
22-56-39.608000,2] 0 0 0 0 0 0 0 0
22-56-39.609000,3] 0 0 0 0 0 0 0 0
22-56-39.611000,4] 60 0 44 0 0 0 0 0
22-56-39.612000,"5] 0 0 0 0 0 0 0 0""S 3. R: 61"""
22-56-39.613000,"S 7. R: 47"""
22-56-39.613000,"S 6. R: 66"""
22-56-39.614000,"S 2. R: 47"""
22-56-39.625000,"S 1. R: 60"""
22-56-39.630000,"S 4. R: 49"""
22-56-39.648000,C 1 1 1 1 0 1 1 0
22-56-39.650000,0] 0 51 0 0 0 0 55 0
22-56-39.650000,1] 0 0 0 0 44 0 0 0
22-56-39.651000,2] 0 0 0 0 0 0 0 0
22-56-39.652000,3] 51 44 0 0 0 0 44 0
22-56-39.653000,4] 0 0 0 0 0 0 0 0
22-56-39.654000,"5] 55 0 0 44 0 0 ""S 1. R: 60"""
22-56-39.654000,"S 3. R: 60"""
22-56-39.655000,"S 7. R: 47"""
22-56-39.656000,"S 2. R: 47"""
22-56-39.660000,"S 6. R: 67"""
22-56-39.661000,"S 5. R: 44"""
22-56-39.661000,"S 4. R: 49"""
22-56-39.672000,"S 1. R: 60"""
22-56-39.673000,"S 3. R: 60"""
22-56-39.689000,C 2 1 2 1 1 1 1 0
22-56-39.690000,0] 0 51 0 0 60 0 0 0
22-56-39.690000,1] 0 0 0 0 0 0 0 0
22-56-39.691000,2] 0 0 0 44 0 51 54 0
22-56-39.692000,3] 51 44 0 0 0 0 44 0
22-56-39.693000,4] 0 0 44 0 0 44 0 0
22-56-39.695000,"5] 0 0 0 44 0""S 6. R: 67"""
22-56-39.695000,"S 5. R: 44"""
22-56-39.696000,"S 4. R: 49"""
22-56-39.705000,"S 1. R: 60"""
22-56-39.706000,"S 3. R: 61"""
22-56-39.707000,"S 7. R: 47"""
22-56-39.708000,"S 2. R: 47"""
22-56-39.710000,"S 6. R: 66"""
22-56-39.730000,C 1 1 1 1 1 2 1 0
22-56-39.731000,0] 0 0 0 0 59 0 0 0
22-56-39.732000,1] 51 0 0 0 44 0 0 0
22-56-39.733000,2] 0 0 0 44 0 51 54 0
22-56-39.734000,3] 51 44 0 0 0 0 44 0
22-56-39.735000,4] 0 0 44 0 0 44 0 0
22-56-39.736000,"5] 0 0 0 44 ""S 5. R: 44"""
22-56-39.736000,"S 4. R: 49"""
22-56-39.739000,"S 1. R: 60"""
22-56-39.740000,"S 6. R: 65"""
22-56-39.741000,"S 2. R: 47"""
22-56-39.745000,"S 7. R: 47"""
22-56-39.754000,"S 5. R: 44"""
22-56-39.768000,C 1 1 0 1 2 1 1 0
22-56-39.770000,0] 0 0 55 0 0 54 0 0
22-56-39.771000,1] 51 0 0 0 44 0 0 0
22-56-39.772000,2] 0 0 0 0 0 0 0 0
22-56-39.773000,3] 0 0 0 0 0 0 0 0
22-56-39.774000,4] 59 44 0 0 0 44 0 0
22-56-39.774000,"5] 0 0 0 44 0 0 ""S 2. R: 47"""
22-56-39.775000,"S 4. R: 48"""
22-56-39.776000,"S 3. R: 61"""
22-56-39.777000,"S 7. R: 47"""
22-56-39.779000,"S 6. R: 66"""
22-56-39.786000,"S 5. R: 44"""
22-56-39.791000,"S 1. R: 60"""
22-56-39.808000,C 1 1 1 1 1 1 1 0
22-56-39.809000,0] 0 0 55 0 0 54 0 0
22-56-39.809000,1] 0 0 0 0 0 0 0 0
22-56-39.810000,2] 0 0 0 0 0 0 0 0
22-56-39.811000,3] 0 0 0 0 0 0 44 0
22-56-39.812000,4] 0 44 44 0 0 44 0 0
22-56-39.813000,"5] 0 0 51 44 0 0 ""S 4. R: 48"""
22-56-39.813000,"S 3. R: 61"""
22-56-39.814000,"S 7. R: 47"""
22-56-39.815000,"S 6. R: 65"""
22-56-39.819000,"S 5. R: 44"""
22-56-39.825000,"S 1. R: 60"""
22-56-39.828000,"S 2. R: 47"""
22-56-39.830000,"S 4. R: 48"""
22-56-39.832000,"S 3. R: 61"""
22-56-39.851000,C 1 1 2 2 1 1 1 0
22-56-39.852000,0] 0 0 0 51 0 0 54 0
22-56-39.853000,1] 51 0 44 0 0 44 0 0
22-56-39.854000,2] 56 0 0 44 0 0 54 0
22-56-39.855000,3] 0 0 0 0 0 0 44 0
22-56-39.855000,4] 59 44 44 0 0 44 0 0
22-56-39.857000,"5] 55 0 51""S 6. R: 64"""
22-56-39.858000,"S 4. R: 48"""
22-56-39.858000,"S 5. R: 44"""
22-56-39.859000,"S 1. R: 60"""
22-56-39.862000,"S 2. R: 47"""
22-56-39.863000,"S 7. R: 47"""
22-56-39.866000,"S 3. R: 61"""
22-56-39.890000,C 1 1 1 1 1 1 1 0
22-56-39.891000,0] 0 0 0 51 0 0 0 0
22-56-39.892000,1] 51 0 0 44 0 0 0 0
22-56-39.893000,2] 55 44 0 44 0 0 54 0
22-56-39.895000,3] 0 0 0 0 0 0 0 0
22-56-39.896000,4] 0 0 0 0 0 0 0 0
22-56-39.896000,"5] 55 44 51 44 0""S 6. R: 65"""
22-56-39.897000,"S 2. R: 47"""
22-56-39.898000,"S 5. R: 44"""
22-56-39.898000,"S 3. R: 61"""
22-56-39.905000,"S 7. R: 47"""
22-56-39.910000,"S 6. R: 65"""
22-56-39.926000,C 0 1 1 0 1 2 1 0
22-56-39.927000,0] 0 0 0 0 0 0 0 0
22-56-39.927000,1] 0 0 0 0 0 0 0 0
22-56-39.930000,2] 0 0 0 0 0 0 0 0
22-56-39.931000,3] 0 0 0 0 0 0 0 0
22-56-39.931000,4] 0 0 0 0 0 44 0 0
22-56-39.932000,"5] 0 44 51 0 0 0 44 0""S 5. R: 44"""
22-56-39.933000,"S 3. R: 61"""
22-56-39.933000,"S 4. R: 48"""
22-56-39.937000,"S 7. R: 47"""
22-56-39.943000,"S 6. R: 64"""
22-56-39.947000,"S 2. R: 47"""
22-56-39.950000,"S 5. R: 44"""
22-56-39.951000,"S 5. R: 44"""
22-56-39.951000,"S 3. R: 61"""
22-56-39.968000,C 0 1 2 1 2 1 1 0
22-56-39.968000,0] 0 0 0 0 0 0 0 0
22-56-39.969000,1] 0 0 0 44 0 0 44 0
22-56-39.970000,2] 0 44 0 44 0 0 54 0
22-56-39.971000,3] 0 0 0 0 0 0 44 0
22-56-39.972000,4] 0 0 0 0 0 44 0 0
22-56-39.973000,"5] 0 44 51 44 0 ""S 4. R: 48"""
22-56-39.973000,"S 7. R: 47"""
22-56-39.975000,"S 5. R: 44"""
22-56-39.975000,"S 6. R: 65"""
22-56-39.980000,"S 2. R: 47"""
22-56-39.984000,"S 3. R: 61"""
22-56-39.989000,"S 4. R: 48"""
22-56-39.990000,"S 1. R: 60"""
22-56-40.009000,C 1 1 1 2 1 1 1 0
22-56-40.010000,0] 0 0 0 0 59 0 0 0
22-56-40.011000,1] 0 0 0 44 0 0 44 0
22-56-40.012000,2] 0 44 0 44 0 0 54 0
22-56-40.012000,3] 52 0 0 0 0 0 44 0
22-56-40.013000,4] 0 0 0 0 0 0 0 0
22-56-40.015000,"5] 0 44 51 44 0""S 1. R: 60"""
22-56-40.016000,"S 7. R: 47"""
22-56-40.017000,"S 6. R: 65"""
22-56-40.019000,"S 2. R: 47"""
22-56-40.020000,"S 5. R: 44"""
22-56-40.021000,"S 3. R: 61"""
22-56-40.021000,"S 4. R: 48"""
22-56-40.032000,"S 1. R: 60"""
22-56-40.049000,C 2 1 1 1 1 1 1 0
22-56-40.051000,0] 0 0 0 0 59 0 0 0
22-56-40.052000,1] 0 0 0 44 0 0 44 0
22-56-40.053000,2] 0 44 0 44 0 0 54 0
22-56-40.054000,3] 51 0 0 0 0 0 44 0
22-56-40.055000,4] 0 0 0 0 0 44 0 0
22-56-40.056000,"5] 0 44 51 44 ""S 6. R: 65"""
22-56-40.057000,"S 5. R: 44"""
22-56-40.058000,"S 3. R: 61"""
22-56-40.060000,"S 4. R: 48"""
22-56-40.067000,"S 7. R: 47"""
22-56-40.074000,"S 6. R: 65"""
22-56-40.088000,C 0 0 1 1 1 2 1 0
22-56-40.088000,0] 0 0 0 0 0 0 0 0
22-56-40.089000,1] 0 0 0 0 0 0 0 0
22-56-40.090000,2] 0 0 0 0 0 0 0 0
22-56-40.091000,3] 51 0 0 0 0 0 44 0
22-56-40.091000,4] 0 0 0 0 0 44 0 0
22-56-40.093000,"5] 55 44 51 44 0 0 4""S 1. R: 60"""
22-56-40.094000,"S 5. R: 44"""
22-56-40.094000,"S 2. R: 47"""
22-56-40.095000,"S 3. R: 61"""
22-56-40.095000,"S 4. R: 48"""
