22-54-04.044000,"""Scanner enabled\r\n""" 
22-56-41.671000,"S 1. R: 61"""
22-56-41.687000,C 2 1 1 1 1 2 1 0
22-56-41.688000,0] 0 0 55 0 62 0 0 0
22-56-41.689000,1] 0 0 0 0 0 0 0 0
22-56-41.689000,2] 0 0 0 0 0 0 0 0
22-56-41.690000,3] 51 44 0 0 0 0 44 0
22-56-41.691000,4] 0 0 44 0 0 0 0 0
22-56-41.692000,"5] 0 0 0 44 0 0 4""S 3. R: 61"""
22-56-41.693000,"S 5. R: 44"""
22-56-41.694000,"S 4. R: 49"""
22-56-41.702000,"S 6. R: 69"""
22-56-41.706000,"S 1. R: 61"""
22-56-41.713000,"S 7. R: 48"""
22-56-41.713000,"S 2. R: 47"""
22-56-41.714000,"S 3. R: 61"""
22-56-41.731000,C 1 1 2 1 1 1 1 0
22-56-41.732000,0] 0 0 55 0 62 53 0 0
22-56-41.733000,1] 49 0 44 0 44 0 0 0
22-56-41.734000,2] 56 0 0 0 0 51 0 0
22-56-41.734000,3] 51 44 0 0 0 0 0 0
22-56-41.736000,4] 62 44 44 0 0 44 0 0
22-56-41.736000,"5] 0 0 0 ""S 5. R: 44"""
22-56-41.737000,"S 4. R: 49"""
22-56-41.738000,"S 1. R: 60"""
22-56-41.741000,"S 2. R: 47"""
22-56-41.744000,"S 7. R: 48"""
22-56-41.746000,"S 3. R: 61"""
22-56-41.755000,"S 5. R: 44"""
22-56-41.768000,C 1 1 1 1 2 0 1 0
22-56-41.769000,0] 0 0 0 0 0 0 0 0
22-56-41.770000,1] 49 0 44 0 0 0 0 0
22-56-41.771000,2] 56 0 0 0 0 51 0 0
22-56-41.771000,3] 0 0 0 0 0 0 0 0
22-56-41.772000,4] 62 44 44 0 0 44 0 0
22-56-41.774000,"5] 0 0 0 0 0 0 ""S 1. R: 60"""
22-56-41.774000,"S 2. R: 47"""
22-56-41.775000,"S 4. R: 49"""
22-56-41.775000,"S 3. R: 62"""
22-56-41.777000,"S 7. R: 48"""
22-56-41.780000,"S 6. R: 69"""
22-56-41.786000,"S 5. R: 44"""
22-56-41.793000,"S 1. R: 60"""
22-56-41.808000,C 2 1 1 1 1 1 1 0
22-56-41.809000,0] 0 0 0 51 0 0 53 0
22-56-41.809000,1] 49 0 0 0 0 44 0 0
22-56-41.811000,2] 0 0 0 0 0 0 0 0
22-56-41.811000,3] 0 0 0 0 0 0 0 0
22-56-41.812000,4] 62 44 44 0 0 44 0 0
22-56-41.814000,"5] 0 0 0 44 0 0""S 2. R: 47"""
22-56-41.814000,"S 4. R: 49"""
22-56-41.814000,"S 3. R: 62"""
22-56-41.816000,"S 6. R: 68"""
22-56-41.816000,"S 5. R: 44"""
22-56-41.825000,"S 1. R: 61"""
22-56-41.829000,"S 2. R: 47"""
22-56-41.829000,"S 4. R: 49"""
22-56-41.847000,C 1 2 1 2 1 1 0 0
22-56-41.848000,0] 0 0 0 51 0 0 0 0
22-56-41.849000,1] 49 0 0 44 0 0 0 0
22-56-41.850000,2] 0 0 0 0 0 0 0 0
22-56-41.851000,3] 0 0 0 0 0 0 0 0
22-56-41.852000,4] 0 0 44 0 0 44 0 0
22-56-41.854000,"5] 53 0 0 44 0 0 0""S 3. R: 62"""
22-56-41.854000,"S 5. R: 44"""
22-56-41.855000,"S 4. R: 49"""
22-56-41.857000,"S 1. R: 61"""
22-56-41.862000,"S 2. R: 47"""
22-56-41.862000,"S 7. R: 48"""
22-56-41.872000,"S 3. R: 62"""
22-56-41.888000,C 1 1 2 1 1 0 1 0
22-56-41.890000,0] 0 0 0 52 0 0 0 0
22-56-41.890000,1] 49 0 0 44 0 0 0 0
22-56-41.891000,2] 0 44 0 0 0 51 0 0
22-56-41.891000,3] 0 0 0 0 0 0 0 0
22-56-41.893000,4] 0 0 44 0 0 44 0 0
22-56-41.893000,"5] 53 44 0 44 0 ""S 6. R: 67"""
22-56-41.894000,"S 1. R: 60"""
22-56-41.895000,"S 5. R: 44"""
22-56-41.896000,"S 2. R: 47"""
22-56-41.896000,"S 4. R: 49"""
22-56-41.906000,"S 3. R: 62"""
22-56-41.911000,"S 6. R: 66"""
22-56-41.911000,"S 1. R: 60"""
22-56-41.913000,"S 5. R: 44"""
22-56-41.926000,C 2 1 1 1 2 2 0 0
22-56-41.928000,0] 0 0 0 0 0 0 0 0
22-56-41.929000,1] 0 0 0 0 0 0 0 0
22-56-41.930000,2] 0 0 0 0 0 51 0 0
22-56-41.931000,3] 0 0 0 0 0 0 0 0
22-56-41.932000,4] 0 0 44 0 0 44 0 0
22-56-41.933000,"5] 53 44 0 44 0 0 0 ""S 4. R: 49"""
22-56-41.936000,"S 7. R: 48"""
22-56-41.939000,"S 3. R: 61"""
22-56-41.943000,"S 6. R: 66"""
22-56-41.946000,"S 5. R: 44"""
22-56-41.948000,"S 2. R: 47"""
22-56-41.968000,C 0 1 1 1 1 1 1 0
22-56-41.969000,0] 0 0 0 0 0 0 0 0
22-56-41.971000,1] 0 0 0 44 0 0 44 0
22-56-41.971000,2] 0 0 0 0 0 51 0 0
22-56-41.972000,3] 0 0 0 0 0 0 0 0
22-56-41.972000,4] 0 0 44 0 0 44 0 0
22-56-41.973000,"5] 53 44 0 44 0 0 ""S 4. R: 49"""
22-56-41.974000,"S 1. R: 60"""
22-56-41.974000,"S 7. R: 48"""
22-56-41.975000,"S 6. R: 66"""
22-56-41.981000,"S 2. R: 47"""
22-56-41.990000,"S 4. R: 49"""
22-56-41.993000,"S 1. R: 60"""
22-56-42.009000,C 2 1 0 2 0 1 1 0
22-56-42.010000,0] 0 49 55 51 0 53 0 0
22-56-42.011000,1] 0 0 0 44 0 0 44 0
22-56-42.012000,2] 56 0 0 0 0 51 0 0
22-56-42.013000,3] 0 0 0 0 0 0 0 0
22-56-42.014000,4] 0 0 0 0 0 0 0 0
22-56-42.015000,"5] 0 44 0 44 0 ""S 3. R: 62"""
22-56-42.015000,"S 7. R: 48"""
22-56-42.016000,"S 2. R: 47"""
22-56-42.022000,"S 4. R: 49"""
22-56-42.026000,"S 1. R: 60"""
22-56-42.033000,"S 3. R: 62"""
22-56-42.035000,"S 7. R: 48"""
22-56-42.049000,C 1 1 2 1 0 0 2 0
22-56-42.050000,0] 0 50 0 51 0 0 53 0
22-56-42.051000,1] 0 0 0 44 0 0 44 0
22-56-42.052000,2] 57 0 0 0 0 0 0 0
22-56-42.054000,3] 0 0 0 0 0 0 0 0
22-56-42.055000,4] 0 0 0 0 0 0 0 0
22-56-42.055000,"5] 53 44 0 44 0 0""S 1. R: 61"""
22-56-42.056000,"S 6. R: 67"""
22-56-42.057000,"S 2. R: 47"""
22-56-42.060000,"S 5. R: 44"""
22-56-42.061000,"S 4. R: 49"""
22-56-42.063000,"S 7. R: 48"""
22-56-42.064000,"S 3. R: 62"""
22-56-42.073000,"S 1. R: 60"""
22-56-42.074000,"S 6. R: 66"""
22-56-42.090000,C 2 1 1 1 1 2 1 0
22-56-42.091000,0] 0 0 55 0 62 0 0 0
22-56-42.092000,1] 49 0 0 0 44 0 0 0
22-56-42.093000,2] 0 0 0 0 0 51 0 0
22-56-42.094000,3] 0 0 0 0 0 0 0 0
22-56-42.095000,4] 62 0 44 0 0 44 0 0
22-56-42.097000,"5] 0 44 0 44 0 ""S 2. R: 47"""
22-56-42.097000,"S 5. R: 44"""
22-56-42.098000,"S 4. R: 49"""
22-56-42.099000,"S 3. R: 61"""
22-56-42.099000,"S 6. R: 67"""
22-56-42.104000,"S 7. R: 48"""
22-56-42.106000,"S 1. R: 60"""
22-56-42.110000,"S 2. R: 47"""
22-56-42.115000,"S 5. R: 44"""
22-56-42.129000,C 1 2 1 1 2 1 1 0
22-56-42.131000,0] 0 0 0 0 0 53 0 0
22-56-42.132000,1] 49 0 44 0 44 0 0 0
22-56-42.133000,2] 0 0 0 0 0 51 0 0
22-56-42.134000,3] 0 0 0 0 0 0 0 0
22-56-42.135000,4] 62 44 44 0 0 44 0 0
22-56-42.135000,"5] 0 0 0 44 0 ""S 2. R: 47"""
22-56-42.136000,"S 4. R: 49"""
22-56-42.137000,"S 3. R: 62"""
22-56-42.138000,"S 7. R: 48"""
22-56-42.141000,"S 6. R: 67"""
22-56-42.147000,"S 5. R: 44"""
22-56-42.153000,"S 1. R: 61"""
22-56-42.168000,C 1 1 1 1 1 1 1 0
22-56-42.168000,0] 0 0 0 51 0 0 53 0
22-56-42.169000,1] 0 0 0 0 0 0 0 0
22-56-42.170000,2] 0 0 0 0 0 0 0 0
22-56-42.171000,3] 0 0 0 0 0 0 44 0
22-56-42.172000,4] 0 44 44 0 0 44 0 0
22-56-42.173000,"5] 0 0 0 44 0 0 4""S 4. R: 49"""
22-56-42.175000,"S 3. R: 62"""
22-56-42.176000,"S 7. R: 48"""
22-56-42.178000,"S 6. R: 67"""
22-56-42.178000,"S 5. R: 44"""
22-56-42.184000,"S 1. R: 60"""
22-56-42.189000,"S 2. R: 47"""
22-56-42.189000,"S 4. R: 49"""
22-56-42.210000,C 1 1 1 2 1 1 1 0
22-56-42.211000,0] 0 0 0 51 0 0 53 0
22-56-42.212000,1] 49 0 0 44 0 0 44 0
22-56-42.213000,2] 0 0 0 44 0 51 53 0
22-56-42.214000,3] 0 0 0 0 0 0 44 0
22-56-42.215000,4] 0 0 44 0 0 44 0 0
22-56-42.216000,"5] 53 0 0 44""S 3. R: 61"""
22-56-42.217000,"S 7. R: 48"""
22-56-42.218000,"S 5. R: 44"""
22-56-42.219000,"S 1. R: 60"""
22-56-42.221000,"S 2. R: 47"""
22-56-42.223000,"S 4. R: 49"""
22-56-42.233000,"S 3. R: 62"""
22-56-42.249000,C 1 1 2 1 1 0 1 0
22-56-42.250000,0] 0 0 0 51 0 0 53 0
22-56-42.251000,1] 49 0 0 44 0 0 44 0
22-56-42.252000,2] 56 44 0 44 0 51 53 0
22-56-42.253000,3] 0 0 0 0 0 0 44 0
22-56-42.254000,4] 0 0 44 0 0 44 0 0
22-56-42.255000,"5] 0 0 0 0""S 1. R: 60"""
22-56-42.256000,"S 2. R: 48"""
22-56-42.258000,"S 5. R: 44"""
22-56-42.258000,"S 4. R: 49"""
22-56-42.264000,"S 7. R: 48"""
22-56-42.266000,"S 3. R: 61"""
22-56-42.271000,"S 6. R: 67"""
22-56-42.289000,C 1 1 1 1 1 1 1 0
22-56-42.292000,0] 0 0 0 0 0 0 0 0
22-56-42.293000,1] 0 0 0 0 0 0 0 0
22-56-42.295000,2] 56 44 0 44 0 51 53 0
22-56-42.295000,3] 0 0 0 0 0 0 0 0
22-56-42.297000,4] 0 0 44 0 0 44 0 0
22-56-42.298000,"5] 54 44 0 44 0 ""S 5. R: 44"""
22-56-42.300000,"S 4. R: 49"""
22-56-42.301000,"S 7. R: 48"""
22-56-42.302000,"S 3. R: 61"""
22-56-42.302000,"S 6. R: 66"""
22-56-42.306000,"S 1. R: 60"""
22-56-42.309000,"S 2. R: 47"""
22-56-42.315000,"S 5. R: 44"""
22-56-42.332000,C 1 1 1 1 2 1 1 0
22-56-42.333000,0] 0 0 0 0 62 0 0 0
22-56-42.334000,1] 49 0 0 44 0 0 44 0
22-56-42.335000,2] 0 45 0 44 0 51 53 0
22-56-42.336000,3] 51 44 0 0 0 0 44 0
22-56-42.337000,4] 0 0 44 0 0 44 0 0
22-56-42.338000,"5] 0 44 0 ""S 4. R: 49"""
22-56-42.339000,"S 7. R: 48"""
22-56-42.339000,"S 5. R: 44"""
22-56-42.340000,"S 1. R: 61"""
22-56-42.341000,"S 6. R: 67"""
22-56-42.341000,"S 2. R: 47"""
22-56-42.348000,"S 4. R: 49"""
22-56-42.368000,C 1 1 0 2 1 1 1 0
22-56-42.369000,0] 0 0 0 0 62 0 0 0
22-56-42.370000,1] 49 0 0 0 44 0 0 0
22-56-42.370000,2] 0 0 0 0 0 0 0 0
22-56-42.371000,3] 51 44 0 0 0 0 44 0
22-56-42.372000,4] 0 0 0 0 0 0 0 0
22-56-42.373000,"5] 0 44 0 0 0 0 4""S 1. R: 60"""
22-56-42.374000,"S 3. R: 61"""
22-56-42.374000,"S 7. R: 48"""
22-56-42.375000,"S 2. R: 47"""
22-56-42.376000,"S 6. R: 67"""
22-56-42.378000,"S 5. R: 44"""
22-56-42.382000,"S 4. R: 49"""
22-56-42.391000,"S 1. R: 61"""
22-56-42.393000,"S 3. R: 61"""
22-56-42.394000,"S 7. R: 48"""
22-56-42.409000,C 2 1 2 1 1 1 2 0
22-56-42.411000,0] 0 0 0 0 62 0 0 0
22-56-42.412000,1] 0 0 0 0 0 0 0 0
22-56-42.412000,2] 0 0 0 44 0 51 53 0
22-56-42.413000,3] 51 44 0 0 0 0 44 0
22-56-42.414000,4] 0 0 44 0 0 44 0 0
22-56-42.414000,"5] 0 0 0 44 0 ""S 6. R: 67"""
22-56-42.415000,"S 5. R: 44"""
22-56-42.415000,"S 4. R: 49"""
22-56-42.425000,"S 1. R: 61"""
22-56-42.426000,"S 7. R: 48"""
22-56-42.429000,"S 2. R: 47"""
22-56-42.448000,C 1 1 0 1 1 1 1 0
22-56-42.449000,0] 0 0 55 0 0 53 0 0
22-56-42.450000,1] 49 0 0 0 44 0 0 0
22-56-42.451000,2] 0 0 0 0 0 0 0 0
22-56-42.452000,3] 0 44 0 0 0 0 44 0
22-56-42.452000,4] 63 44 44 0 0 0 0 0
22-56-42.453000,"5] 0 0 0 0 0 0""S 5. R: 44"""
22-56-42.454000,"S 3. R: 62"""
22-56-42.455000,"S 4. R: 49"""
22-56-42.462000,"S 2. R: 47"""
22-56-42.464000,"S 7. R: 48"""
22-56-42.473000,"S 5. R: 44"""
22-56-42.487000,C 0 1 1 1 2 0 1 0
22-56-42.490000,0] 0 0 0 0 0 0 0 0
22-56-42.490000,1] 0 0 44 0 0 44 0 0
22-56-42.491000,2] 0 0 0 0 0 0 0 0
22-56-42.491000,3] 0 0 0 0 0 0 44 0
22-56-42.492000,4] 0 44 44 0 0 44 0 0
22-56-42.493000,"5] 0 0 0 0 0 0 0 ""S 1. R: 60"""
22-56-42.494000,"S 2. R: 47"""
22-56-42.495000,"S 4. R: 49"""
22-56-42.496000,"S 3. R: 61"""
22-56-42.496000,"S 7. R: 48"""
22-56-42.500000,"S 6. R: 65"""
22-56-42.506000,"S 5. R: 44"""
22-56-42.513000,"S 1. R: 61"""
22-56-42.532000,C 2 1 1 1 1 1 1 0
22-56-42.532000,0] 0 0 0 51 0 0 53 0
22-56-42.533000,1] 49 0 0 44 0 0 44 0
22-56-42.535000,2] 56 44 0 44 0 50 53 0
22-56-42.535000,3] 0 0 0 0 0 0 44 0
22-56-42.536000,4] 0 44 44 0 0 44 0 0
22-56-42.537000,"5] 53 0 0""S 2. R: 47"""
22-56-42.538000,"S 4. R: 49"""
22-56-42.539000,"S 3. R: 62"""
22-56-42.540000,"S 7. R: 48"""
22-56-42.542000,"S 6. R: 65"""
22-56-42.543000,"S 5. R: 44"""
22-56-42.546000,"S 1. R: 60"""
22-56-42.549000,"S 2. R: 47"""
22-56-42.549000,"S 4. R: 49"""
22-56-42.551000,"S 3. R: 61"""
22-56-42.571000,C 1 2 2 2 1 1 1 0
22-56-42.572000,0] 0 0 0 51 0 0 53 0
22-56-42.572000,1] 49 0 0 44 0 0 44 0
22-56-42.574000,2] 56 44 0 44 0 0 53 0
22-56-42.575000,3] 0 0 0 0 0 0 44 0
22-56-42.576000,4] 0 0 44 0 0 44 0 0
22-56-42.577000,"5] 53 44 51""S 7. R: 48"""
22-56-42.578000,"S 6. R: 64"""
22-56-42.579000,"S 5. R: 44"""
22-56-42.580000,"S 1. R: 61"""
22-56-42.581000,"S 2. R: 47"""
22-56-42.583000,"S 4. R: 49"""
22-56-42.586000,"S 3. R: 62"""
22-56-42.608000,C 1 1 1 1 1 1 1 0
22-56-42.610000,0] 0 0 0 51 0 0 0 0
22-56-42.611000,1] 49 0 0 44 0 0 44 0
22-56-42.611000,2] 56 44 0 44 0 0 53 0
22-56-42.612000,3] 51 0 0 0 0 0 44 0
22-56-42.612000,4] 0 0 0 0 0 44 0 0
22-56-42.613000,"5] 0 0 0 0 0""S 1. R: 61"""
22-56-42.614000,"S 2. R: 47"""
22-56-42.614000,"S 5. R: 44"""
22-56-42.615000,"S 4. R: 49"""
22-56-42.618000,"S 3. R: 61"""
22-56-42.623000,"S 7. R: 48"""
22-56-42.630000,"S 6. R: 65"""
22-56-42.632000,"S 1. R: 61"""
22-56-42.651000,C 2 1 1 1 1 1 1 0
22-56-42.652000,0] 0 0 0 0 62 0 0 0
22-56-42.653000,1] 49 0 0 44 0 0 44 0
22-56-42.654000,2] 56 44 0 44 0 0 53 0
22-56-42.655000,3] 0 0 0 0 0 0 0 0
22-56-42.656000,4] 0 0 0 0 0 44 0 0
22-56-42.657000,"5] 53 44 51 44""S 2. R: 47"""
22-56-42.658000,"S 5. R: 44"""
22-56-42.659000,"S 3. R: 62"""
22-56-42.664000,"S 7. R: 48"""
22-56-42.664000,"S 1. R: 61"""
22-56-42.668000,"S 2. R: 47"""
22-56-42.674000,"S 5. R: 44"""
22-56-42.686000,C 1 2 1 0 2 0 1 0
22-56-42.687000,0] 0 0 0 0 63 0 0 0
22-56-42.687000,0] 0 0 0 0 63 0 0 0
22-56-42.689000,1] 51 0 0 0 44 0 0 0
22-56-42.690000,2] 0 0 0 0 0 0 53 0
22-56-42.690000,3] 0 0 0 0 0 0 0 0
22-56-42.691000,4] 0 0 0 0 0 44 0 0
22-56-42.691000,"5] 0 0 0 0 0 0 0 0""S 3. R: 62"""
22-56-42.692000,"S 4. R: 49"""
22-56-42.693000,"S 5. R: 44"""
22-56-42.696000,"S 7. R: 48"""
22-56-42.699000,"S 1. R: 61"""
22-56-42.699000,"S 6. R: 65"""
22-56-42.713000,"S 3. R: 61"""
22-56-42.728000,C 1 0 2 1 1 1 1 0
22-56-42.729000,0] 0 0 0 0 63 0 0 0
22-56-42.730000,1] 0 0 0 0 0 0 0 0
22-56-42.730000,2] 0 0 0 44 0 0 53 0
22-56-42.732000,3] 0 44 0 0 0 0 44 0
22-56-42.732000,4] 0 0 0 0 0 0 0 0
22-56-42.733000,"5] 0 0 51 44 0 0 4""S 4. R: 49"""
22-56-42.734000,"S 1. R: 61"""
22-56-42.734000,"S 2. R: 47"""
22-56-42.735000,"S 7. R: 48"""
22-56-42.736000,"S 6. R: 65"""
22-56-42.737000,"S 5. R: 44"""
22-56-42.749000,"S 4. R: 49"""
22-56-42.752000,"S 1. R: 62"""
22-56-42.768000,C 2 1 0 2 1 1 1 0
22-56-42.770000,0] 0 0 0 0 0 53 0 0
22-56-42.771000,1] 49 0 0 0 44 0 0 0
22-56-42.772000,2] 0 0 0 0 0 0 0 0
22-56-42.773000,3] 0 44 0 0 0 0 44 0
22-56-42.774000,4] 63 0 0 0 0 44 0 0
22-56-42.774000,"5] 0 0 51 44 0 0""S 2. R: 47"""
22-56-42.775000,"S 6. R: 64"""
22-56-42.776000,"S 5. R: 44"""
22-56-42.777000,"S 4. R: 49"""
22-56-42.779000,"S 3. R: 62"""
22-56-42.783000,"S 7. R: 48"""
22-56-42.805000,C 0 1 1 1 1 1 1 0
22-56-42.806000,0] 0 0 0 0 0 0 0 0
22-56-42.807000,1] 0 0 0 0 0 0 0 0
22-56-42.807000,2] 0 0 0 44 0 0 0 0
22-56-42.808000,3] 0 0 0 0 0 0 0 0
22-56-42.808000,4] 0 0 0 0 0 0 0 0
22-56-42.809000,5] 0 0 0 0 0 0 0 0
22-56-42.811000,"6""S 1. R: 61"""
22-56-42.812000,"S 5. R: 44"""
22-56-42.812000,"S 2. R: 47"""
22-56-42.813000,"S 3. R: 62"""
22-56-42.816000,"S 4. R: 49"""
22-56-42.819000,"S 6. R: 64"""
22-56-42.824000,"S 7. R: 48"""
22-56-42.831000,"S 1. R: 61"""
22-56-42.833000,"S 5. R: 44"""
22-56-42.850000,C 2 1 1 1 2 1 1 0
22-56-42.851000,0] 0 0 0 51 0 0 53 0
22-56-42.851000,1] 0 0 0 0 0 0 0 0
22-56-42.852000,2] 56 44 0 44 0 0 53 0
22-56-42.853000,3] 0 0 0 0 0 0 44 0
22-56-42.855000,4] 0 0 0 0 0 44 0 0
22-56-42.855000,"5] 53 44 51 44 ""S 3. R: 62"""
22-56-42.856000,"S 4. R: 49"""
22-56-42.857000,"S 6. R: 65"""
22-56-42.857000,"S 7. R: 48"""
22-56-42.865000,"S 1. R: 61"""
22-56-42.866000,"S 5. R: 44"""
22-56-42.869000,"S 2. R: 47"""
22-56-42.872000,"S 3. R: 61"""
22-56-42.891000,C 1 1 2 1 1 1 1 0
22-56-42.891000,0] 0 0 0 52 0 0 53 0
22-56-42.892000,1] 49 0 0 44 0 0 44 0
22-56-42.895000,2] 56 0 0 44 0 0 53 0
22-56-42.896000,3] 0 0 0 0 0 0 44 0
22-56-42.896000,4] 0 0 0 0 0 44 0 0
22-56-42.897000,"5] 53 44 51 4""S 4. R: 49"""
22-56-42.898000,"S 6. R: 64"""
22-56-42.899000,"S 7. R: 48"""
22-56-42.899000,"S 5. R: 44"""
22-56-42.901000,"S 1. R: 61"""
22-56-42.902000,"S 2. R: 47"""
22-56-42.906000,"S 3. R: 62"""
22-56-42.910000,"S 4. R: 49"""
22-56-42.931000,C 1 1 1 2 1 1 1 0
22-56-42.932000,0] 0 0 0 0 0 0 0 0
22-56-42.932000,1] 49 0 45 44 0 0 44 0
22-56-42.933000,2] 56 0 0 44 0 0 53 0
22-56-42.934000,3] 51 0 0 0 0 0 44 0
22-56-42.935000,4] 0 0 0 0 0 44 0 0
22-56-42.936000,"5] 53 44 51 4""S 6. R: 65"""
22-56-42.937000,"S 1. R: 61"""
22-56-42.938000,"S 7. R: 48"""
22-56-42.938000,"S 2. R: 47"""
22-56-42.939000,"S 5. R: 44"""
22-56-42.942000,"S 3. R: 62"""
22-56-42.942000,"S 4. R: 49"""
22-56-42.949000,"S 6. R: 65"""
22-56-42.951000,"S 1. R: 61"""
22-56-42.970000,C 2 1 1 1 1 2 1 0
22-56-42.972000,0] 0 0 0 0 63 0 0 0
22-56-42.972000,1] 49 0 44 44 0 0 0 0
22-56-42.973000,2] 56 44 0 44 0 0 53 0
22-56-42.973000,3] 51 44 0 0 0 0 44 0
22-56-42.974000,4] 0 0 0 0 0 0 0 0
22-56-42.975000,"5] 0 44 51 4""S 2. R: 47"""
22-56-42.976000,"S 3. R: 62"""
22-56-42.976000,"S 5. R: 44"""
22-56-42.977000,"S 4. R: 49"""
22-56-42.982000,"S 6. R: 65"""
22-56-42.984000,"S 7. R: 48"""
22-56-42.985000,"S 1. R: 62"""
22-56-43.007000,C 1 1 1 1 1 1 1 0
22-56-43.008000,0] 0 0 0 0 63 0 0 0
22-56-43.009000,1] 48 0 0 0 44 0 0 0
22-56-43.009000,2] 0 0 0 0 0 0 0 0
22-56-43.010000,3] 0 0 0 0 0 0 0 0
22-56-43.011000,4] 0 0 0 0 0 44 0 0
22-56-43.013000,"5] 0 0 51 44 0 0 44""S 2. R: 47"""
22-56-43.013000,"S 5. R: 44"""
22-56-43.014000,"S 3. R: 62"""
22-56-43.015000,"S 4. R: 49"""
22-56-43.016000,"S 1. R: 61"""
22-56-43.018000,"S 6. R: 65"""
22-56-43.023000,"S 7. R: 48"""
22-56-43.029000,"S 2. R: 47"""
22-56-43.034000,"S 5. R: 44"""
22-56-43.049000,C 1 2 1 1 2 1 1 0
22-56-43.050000,0] 0 0 0 0 63 0 0 0
22-56-43.050000,1] 48 0 0 0 44 0 0 0
22-56-43.051000,2] 0 0 0 44 0 0 53 0
22-56-43.052000,3] 51 0 0 0 0 0 44 0
22-56-43.054000,4] 0 0 0 0 0 44 0 0
22-56-43.055000,"5] 0 0 51 44 0 ""S 1. R: 61"""
22-56-43.056000,"S 3. R: 62"""
22-56-43.056000,"S 4. R: 49"""
22-56-43.057000,"S 5. R: 44"""
22-56-43.058000,"S 7. R: 48"""
22-56-43.060000,"S 6. R: 65"""
22-56-43.062000,"S 2. R: 47"""
22-56-43.073000,"S 3. R: 62"""
22-56-43.088000,C 1 1 2 1 1 1 1 0
22-56-43.088000,0] 0 0 0 0 0 0 0 0
22-56-43.089000,1] 49 0 0 0 44 0 0 0
22-56-43.091000,2] 0 0 0 44 0 0 53 0
22-56-43.092000,3] 0 0 0 0 0 0 44 0
22-56-43.092000,4] 63 0 0 0 0 0 0 0
22-56-43.093000,"5] 0 0 51 44 0 0 ""S 4. R: 49"""
22-56-43.094000,"S 2. R: 47"""
22-56-43.095000,"S 7. R: 48"""
22-56-43.096000,"S 5. R: 44"""
22-56-43.110000,"S 4. R: 49"""
22-56-43.124000,C 0 1 0 2 1 0 1 0
22-56-43.125000,0] 0 0 0 0 0 0 0 0
22-56-43.126000,1] 0 0 0 0 0 0 0 0
22-56-43.126000,2] 0 0 0 0 0 0 0 0
22-56-43.127000,3] 0 0 0 0 0 0 44 0
22-56-43.129000,4] 0 0 0 0 0 44 0 0
22-56-43.130000,5] 0 0 0 0 0 0 0 0
22-56-43.131000,"""S 7. R: 48"""
22-56-43.131000,"S 6. R: 65"""
22-56-43.132000,"S 5. R: 44"""
22-56-43.142000,"S 4. R: 49"""
22-56-43.148000,"S 2. R: 47"""
22-56-43.164000,C 0 1 0 1 1 1 1 0
22-56-43.166000,0] 0 0 0 0 0 0 0 0
22-56-43.167000,1] 0 0 0 0 44 0 0 0
22-56-43.167000,2] 0 0 0 0 0 0 0 0
22-56-43.168000,3] 0 0 0 0 0 0 44 0
22-56-43.169000,4] 0 0 0 0 0 0 0 0
22-56-43.169000,5] 0 0 0 0 0 0 0 0
22-56-43.170000,"""S 1. R: 61"""
22-56-43.171000,"S 5. R: 44"""
22-56-43.172000,"S 3. R: 62"""
22-56-43.173000,"S 4. R: 49"""
22-56-43.179000,"S 6. R: 65"""
22-56-43.181000,"S 2. R: 47"""
22-56-43.183000,"S 7. R: 48"""
22-56-43.191000,"S 1. R: 61"""
22-56-43.193000,"S 5. R: 44"""
22-56-43.209000,C 2 1 1 1 2 1 1 0
22-56-43.210000,0] 0 0 55 0 0 0 0 0
22-56-43.211000,1] 0 0 0 0 44 0 0 0
22-56-43.213000,2] 0 0 0 0 0 0 0 0
22-56-43.214000,3] 0 0 44 0 0 0 44 0
22-56-43.214000,4] 0 0 0 0 0 44 0 0
22-56-43.215000,"5] 53 0 51 44 0 0 ""S 3. R: 62"""
22-56-43.216000,"S 4. R: 49"""
22-56-43.216000,"S 2. R: 47"""
22-56-43.217000,"S 7. R: 48"""
22-56-43.220000,"S 6. R: 64"""
22-56-43.226000,"S 5. R: 44"""
22-56-43.234000,"S 3. R: 62"""
22-56-43.249000,C 0 1 2 1 1 1 1 0
22-56-43.250000,0] 0 0 0 0 0 0 0 0
22-56-43.251000,1] 0 0 0 0 44 0 0 0
22-56-43.252000,2] 0 0 0 0 0 0 0 0
22-56-43.253000,3] 51 0 44 0 0 0 44 0
22-56-43.254000,4] 0 0 0 0 0 44 0 0
22-56-43.255000,"5] 53 0 51 44 0 0 ""S 4. R: 49"""
22-56-43.256000,"S 7. R: 48"""
22-56-43.257000,"S 6. R: 64"""
22-56-43.258000,"S 5. R: 44"""
22-56-43.261000,"S 1. R: 61"""
22-56-43.266000,"S 3. R: 62"""
22-56-43.269000,"S 4. R: 49"""
22-56-43.288000,C 1 0 1 2 1 1 1 0
22-56-43.290000,0] 0 0 0 0 64 0 0 0
22-56-43.292000,1] 0 0 0 0 0 44 0 0
22-56-43.292000,2] 56 0 0 0 0 0 0 0
22-56-43.293000,3] 51 0 44 0 0 0 44 0
22-56-43.295000,4] 0 44 0 0 0 44 0 0
22-56-43.296000,"5] 0 0 51 44 0 ""S 2. R: 47"""
22-56-43.297000,"S 1. R: 61"""
22-56-43.298000,"S 6. R: 64"""
