23-03-06.055000,"""Scanner enabled\r\n""" 
23-07-27.898000, 0 0 0 0 0 0 0 0
23-07-27.898000, 0 0 44 0 0 0 0 58
23-07-27.899000, 0 0 0 0 0 0 46 0
23-07-27.899000," 0 0 0 0 ""6 55"""
23-07-27.900000,"2 44"""
23-07-27.901000,"8 52"""
23-07-27.902000,"1 58"""
23-07-27.903000,"4 44"""
23-07-27.904000,"3 46"""
23-07-27.913000,"7 49"""
23-07-27.914000,"6 55"""
23-07-27.918000,C 1 1 1 1 0 2 1 1
23-07-27.920000, 0 0 0 0 0 0 0 0
23-07-27.921000, 0 0 0 0 44 0 0 0
23-07-27.921000, 59 0 0 44 0 44 44 0
23-07-27.922000, 0 0 0 0 0 0 0 0
23-07-27.923000, 0 0 44 0 0 0 0 65
23-07-27.925000, 51 44 0 44 0 0 46 0
23-07-27.944000," 0 ""2 44"""
23-07-27.944000,"8 51"""
23-07-27.945000,"1 60"""
23-07-27.945000,"5 53"""
23-07-27.946000,"3 46"""
23-07-27.946000,"4 44"""
23-07-27.946000,"6 52"""
23-07-27.947000,"7 47"""
23-07-27.947000,"2 44"""
23-07-27.948000,"8 55"""
23-07-27.948000,"1 62"""
23-07-27.948000,"5 53"""
23-07-27.949000,C 2 2 1 1 2 1 1 2
23-07-27.949000, 0 58 0 51 0 0 0 0
23-07-27.950000, 0 0 0 0 44 0 0 0
23-07-27.950000, 0 0 0 0 0 0 0 0
23-07-27.951000, 0 0 0 0 0 0 0 0
23-07-27.951000, 0 0 44 0 0 0 0 75
23-07-27.952000, 53 0 0 44 0 0 0 0
23-07-27.952000," 0 0 0 ""4 44"""
23-07-27.957000,"3 46"""
23-07-27.957000,"7 48"""
23-07-27.957000,"6 49"""
23-07-27.958000,"2 44"""
23-07-27.958000,"1 62"""
23-07-27.959000,"8 59"""
23-07-27.959000,C 1 1 1 1 0 1 1 1
23-07-27.960000, 0 0 0 0 62 0 0 0
23-07-27.960000, 0 0 0 0 44 0 0 0
23-07-27.960000, 0 0 0 44 0 44 44 0
23-07-27.961000, 53 44 0 0 0 0 0 0
23-07-27.961000, 0 0 0 0 0 0 0 0
23-07-27.962000, 52 44 0 44 0 0 46 0
23-07-27.962000," 46""4 45"""
23-07-27.963000,"3 47"""
23-07-27.963000,"2 44"""
23-07-27.963000,"7 49"""
23-07-27.964000,"6 50"""
23-07-27.965000,"5 55"""
23-07-27.971000,"1 62"""
23-07-27.971000,"8 49"""
23-07-27.972000,"4 45"""
23-07-27.972000,"3 47"""
23-07-27.973000,C 1 1 2 2 1 1 1 1
23-07-27.973000, 0 59 60 0 0 0 0 51
23-07-27.974000, 59 0 44 0 0 0 0 44
23-07-27.974000, 0 0 0 44 0 44 44 0
23-07-27.974000, 0 0 0 0 0 0 0 0
23-07-27.977000, 0 0 0 0 0 0 0 0
23-07-27.977000, 0 0 0 0 0 0 0 0
23-07-27.978000," 0 0 ""2 44"""
23-07-27.978000,"7 48"""
23-07-27.981000,"6 51"""
23-07-27.982000,"1 60"""
23-07-27.982000,"5 53"""
23-07-27.983000,"8 50"""
23-07-27.983000,"4 44"""
23-07-27.983000,"3 47"""
23-07-27.984000,"2 44"""
23-07-27.984000,C 1 2 1 1 1 1 1 1
23-07-27.985000, 0 0 0 0 0 0 0 0
23-07-27.985000, 59 0 0 44 0 44 0 0
23-07-27.986000, 61 0 0 44 0 44 44 0
23-07-27.987000, 0 0 0 0 44 0 0 0
23-07-27.988000, 64 0 44 0 0 0 0 58
23-07-27.988000, 0 0 0 0 0 0 0 0
23-07-27.989000," 0 ""1 60"""
23-07-27.989000,"2 44"""
23-07-27.992000,"5 54"""
23-07-27.993000,"4 44"""
23-07-27.993000,"8 55"""
23-07-27.994000,"3 48"""
23-07-27.994000,"6 49"""
23-07-27.995000,"7 48"""
23-07-27.995000,"1 58"""
23-07-27.996000,C 2 1 1 1 1 1 1 1
23-07-27.996000, 0 0 0 52 0 0 0 0
23-07-27.996000, 0 0 0 0 0 0 0 0
23-07-27.997000, 62 44 0 44 0 0 44 0
23-07-27.997000, 0 0 0 0 0 0 0 0
23-07-27.998000, 0 0 0 0 0 0 0 0
23-07-27.998000, 53 44 0 44 0 0 46 0
23-07-27.998000," 0 44""4 44"""
23-07-27.999000,"8 65"""
23-07-27.999000,"3 48"""
23-07-28.000000,"6 50"""
23-07-28.000000,"7 48"""
23-07-28.021000,"1 57"""
23-07-28.022000,"5 54"""
23-07-28.022000,C 1 0 1 1 1 1 1 1
23-07-28.023000, 0 0 0 0 62 0 0 0
23-07-28.023000, 0 0 0 0 0 0 0 0
23-07-28.023000, 0 0 0 0 0 0 0 0
23-07-28.024000, 51 0 0 0 44 0 0 0
23-07-28.024000, 0 0 44 0 0 0 0 55
23-07-28.025000, 0 0 0 0 0 0 0 0
23-07-28.025000," 46 44 0 ""4 44"""
23-07-28.026000,"6 49"""
23-07-28.026000,"3 47"""
23-07-28.027000,"7 48"""
23-07-28.027000,"1 55"""
23-07-28.028000,"2 44"""
23-07-28.028000,"5 53"""
23-07-28.028000,"8 65"""
23-07-28.029000,"4 44"""
23-07-28.029000,C 1 1 1 2 1 1 1 1
23-07-28.030000, 0 0 0 0 62 0 0 0
23-07-28.033000, 61 0 0 0 44 0 0 0
23-07-28.033000, 0 0 0 0 0 44 44 0
23-07-28.034000, 51 44 0 0 44 0 0 0
23-07-28.034000, 0 0 44 0 0 0 0 0
23-07-28.035000, 0 44 0 44 0 0 47 0
23-07-28.035000," 4""6 49"""
23-07-28.036000,"1 55"""
23-07-28.036000,"3 47"""
23-07-28.036000,"7 48"""
23-07-28.037000,"2 44"""
23-07-28.037000,"5 53"""
23-07-28.040000,"8 67"""
23-07-28.041000,"4 44"""
23-07-28.041000,"1 55"""
23-07-28.042000,"3 47"""
23-07-28.044000,"7 48"""
23-07-28.045000,C 2 1 2 1 1 1 2 1
23-07-28.045000, 0 0 0 0 0 0 0 54
23-07-28.046000, 62 0 44 0 44 0 0 49
23-07-28.046000, 0 0 0 44 0 44 44 0
23-07-28.047000, 0 44 0 0 44 0 0 0
23-07-28.047000, 0 0 0 0 0 0 0 0
23-07-28.047000, 0 0 0 0 0 0 0 0
23-07-28.048000," 0 4""2 44"""
23-07-28.049000,"5 53"""
23-07-28.221000,"4 44"""
23-07-28.368000,"8 79"""
23-07-28.390000,"1 55"""
23-07-28.391000,"2 44"""
23-07-28.391000,C 1 2 0 1 1 0 0 1
23-07-28.392000, 0 0 61 0 0 0 0 0
23-07-28.392000, 0 0 44 0 0 44 0 48
23-07-28.392000, 0 0 0 0 0 0 0 0
23-07-28.394000, 0 0 0 0 0 0 0 0
23-07-28.394000, 0 0 0 0 0 0 0 0
23-07-28.394000, 0 0 0 0 0 0 0 0
23-07-28.395000," 0 0 0 0 0""2 44"""
23-07-28.395000,"8 65"""
23-07-28.396000,"3 47"""
23-07-28.396000,"4 45"""
23-07-28.396000,"7 49"""
23-07-28.397000,"5 52"""
23-07-28.397000,C 0 1 1 1 1 0 1 1
23-07-28.398000, 0 0 0 0 0 0 0 0
23-07-28.398000, 0 0 0 0 0 0 0 0
23-07-28.402000, 0 0 0 0 0 0 0 0
23-07-28.402000, 0 0 0 0 0 0 0 0
23-07-28.403000, 0 0 0 0 0 0 0 53
23-07-28.403000, 0 0 0 0 0 0 0 0
23-07-28.404000," 0 0 0 45 0 0""8 58"""
23-07-28.404000,"3 47"""
23-07-28.404000,"4 45"""
23-07-28.405000,"7 50"""
23-07-28.447000,"5 53"""
23-07-28.448000,"2 44"""
23-07-28.450000,"8 55"""
23-07-28.452000,"3 47"""
23-07-28.452000,C 0 1 2 1 1 0 1 2
23-07-28.453000, 0 0 0 0 0 0 0 0
23-07-28.453000, 0 0 0 44 0 0 44 0
23-07-28.454000, 0 44 0 44 0 44 44 0
23-07-28.454000, 0 0 0 0 0 0 0 0
23-07-28.455000, 0 0 0 0 0 0 0 54
23-07-28.460000, 0 0 0 0 0 0 0 0
23-07-28.460000," 0 0 0 ""4 45"""
23-07-28.461000,"6 50"""
23-07-28.461000,"7 51"""
23-07-28.462000,"5 53"""
23-07-28.462000,"2 44"""
23-07-28.462000,"3 46"""
23-07-28.463000,"8 54"""
23-07-28.463000,"4 45"""
23-07-28.464000,C 0 1 1 2 1 1 1 1
23-07-28.464000, 0 0 0 0 0 0 0 0
23-07-28.465000, 62 0 0 44 0 0 44 0
23-07-28.465000, 0 44 0 44 0 44 44 0
23-07-28.466000, 0 0 0 0 0 0 0 0
23-07-28.468000, 0 0 0 0 0 0 0 52
23-07-28.469000, 0 44 0 44 0 0 50 0
23-07-28.469000," 46""6 50"""
23-07-28.470000,"1 53"""
23-07-28.471000,"7 51"""
23-07-28.471000,"2 44"""
23-07-28.471000,"5 53"""
23-07-28.472000,"3 46"""
23-07-28.481000,"8 53"""
23-07-28.482000,"4 45"""
23-07-28.482000,"6 50"""
23-07-28.482000,"1 53"""
23-07-28.483000,C 2 1 1 1 1 2 1 1
23-07-28.483000, 0 0 0 0 63 0 0 0
23-07-28.485000, 0 0 0 0 0 0 0 0
23-07-28.486000, 58 44 0 44 0 44 44 0
23-07-28.486000, 54 0 0 0 0 0 0 0
23-07-28.487000, 0 0 0 0 0 0 0 49
23-07-28.488000, 52 44 0 44 0 0 51 0
23-07-28.492000," 0""2 44"""
23-07-28.492000,"5 53"""
23-07-28.493000,"3 46"""
23-07-28.493000,"4 45"""
23-07-28.494000,"8 53"""
23-07-28.494000,"6 50"""
23-07-28.495000,"7 50"""
23-07-28.495000,"1 53"""
23-07-28.496000,C 1 1 1 1 1 1 1 1
23-07-28.496000, 0 0 0 0 62 0 0 62
23-07-28.497000, 63 0 0 0 44 0 0 0
23-07-28.497000, 0 0 0 0 0 0 0 0
23-07-28.498000, 0 0 0 0 0 0 0 0
23-07-28.498000, 59 0 0 0 0 0 0 51
23-07-28.502000, 52 44 0 44 0 0 0 0
23-07-28.502000," 0 44""2 44"""
23-07-28.506000,"5 52"""
23-07-28.506000,"3 46"""
23-07-28.506000,"4 45"""
23-07-28.506000,"7 49"""
23-07-28.507000,"2 44"""
23-07-28.507000,"5 52"""
23-07-28.508000,C 0 2 1 1 2 0 1 0
23-07-28.508000, 0 0 0 0 0 0 0 0
23-07-28.511000, 0 0 0 0 44 0 0 45
23-07-28.511000, 0 0 0 0 0 0 0 0
23-07-28.512000, 0 0 0 0 0 0 0 0
23-07-28.512000, 0 44 0 0 0 0 0 53
23-07-28.513000, 0 0 0 0 0 0 0 0
23-07-28.513000," 0 0 0 45 ""3 46"""
23-07-28.514000,"2 44"""
23-07-28.514000,"4 44"""
23-07-28.515000,"7 51"""
23-07-28.515000,"5 52"""
23-07-28.516000,"8 50"""
23-07-28.516000,"3 46"""
23-07-28.517000,C 0 1 2 1 1 0 1 1
23-07-28.523000, 0 0 0 0 0 0 0 0
23-07-28.524000, 0 0 44 0 0 44 44 0
23-07-28.524000, 0 0 0 44 0 44 44 0
23-07-28.525000, 0 0 0 0 0 0 0 0
23-07-28.526000, 0 44 0 0 0 0 0 0
23-07-28.526000, 0 0 0 0 0 0 0 0
23-07-28.526000," 0 0 0 ""2 44"""
23-07-28.527000,"4 44"""
23-07-28.527000,"5 53"""
23-07-28.528000,"8 51"""
23-07-28.528000,"3 46"""
23-07-28.529000,"2 44"""
23-07-28.529000,"4 44"""
23-07-28.530000,C 0 2 1 2 1 0 0 1
23-07-28.530000, 0 0 0 0 0 0 0 0
23-07-28.530000, 0 0 0 44 0 44 44 0
23-07-28.531000, 0 0 0 44 0 44 44 0
23-07-28.531000, 0 0 0 0 0 0 0 0
23-07-28.537000, 0 0 0 0 0 0 0 53
23-07-28.537000, 0 0 0 44 0 0 0 0
23-07-28.538000," 0 0 0""6 53"""
23-07-28.538000,"1 54"""
23-07-28.539000,"5 53"""
23-07-28.539000,"4 44"""
23-07-28.542000,"3 46"""
23-07-28.543000,"2 45"""
23-07-28.543000,"6 53"""
23-07-28.546000,"1 54"""
23-07-28.546000,C 2 1 1 1 1 2 0 0
23-07-28.547000, 0 0 0 0 0 0 0 0
23-07-28.547000, 65 0 0 44 0 44 0 0
23-07-28.548000, 60 0 0 44 0 44 0 0
23-07-28.548000, 0 0 0 0 0 0 0 0
23-07-28.548000, 0 0 0 0 0 0 0 49
23-07-28.551000, 51 44 0 44 0 0 0 0
23-07-28.552000," 0 0""5 53"""
23-07-28.601000,"2 44"""
23-07-28.603000,"3 46"""
23-07-28.603000,"4 44"""
23-07-28.603000,"6 53"""
23-07-28.604000,"7 51"""
23-07-28.604000,"1 54"""
23-07-28.605000,"5 53"""
23-07-28.606000,C 1 1 1 1 2 1 1 0
23-07-28.610000, 0 66 0 0 60 0 0 0
23-07-28.610000, 66 0 0 0 44 0 0 0
23-07-28.616000, 0 0 0 0 0 0 0 0
23-07-28.618000, 0 0 0 0 0 0 0 0
23-07-28.619000, 0 0 0 0 0 0 0 0
23-07-28.619000, 51 44 44 44 0 0 0 0
23-07-28.620000," 48 44""2 44"""
23-07-28.620000,"4 44"""
23-07-28.621000,"3 47"""
23-07-28.621000,"7 51"""
23-07-28.622000,"6 53"""
23-07-28.622000,"5 53"""
23-07-28.624000,"8 58"""
23-07-28.728000,"2 44"""
23-07-28.859000,C 0 2 1 1 1 1 1 1
23-07-28.878000, 0 0 0 0 0 0 0 0
23-07-28.878000, 0 0 0 0 44 0 0 47
23-07-28.879000, 0 0 0 0 0 0 0 0
23-07-28.879000, 0 0 0 0 0 0 0 0
23-07-28.880000, 0 0 0 0 0 0 0 0
23-07-28.880000, 0 0 44 44 0 0 48 0
23-07-28.880000," 48 44 0 ""4 44"""
23-07-28.880000,"2 44"""
23-07-28.881000,"7 51"""
23-07-28.881000,"6 53"""
23-07-28.882000,"5 53"""
23-07-28.882000,"8 54"""
23-07-28.882000,"4 44"""
23-07-28.883000,"1 55"""
23-07-28.884000,"3 48"""
23-07-28.884000,C 1 1 1 2 1 1 1 1
23-07-28.885000, 0 0 0 0 0 0 0 57
23-07-28.885000, 0 0 0 0 0 0 0 0
23-07-28.886000, 0 0 0 44 0 0 44 0
23-07-28.889000, 0 0 0 0 0 0 0 0
23-07-28.890000, 0 44 0 0 0 0 0 48
23-07-28.890000, 0 0 0 0 0 0 0 0
23-07-28.891000," 0 0 0 44""7 50"""
23-07-28.891000,"6 53"""
23-07-28.891000,"5 53"""
23-07-28.892000,"8 53"""
23-07-28.892000,"4 44"""
23-07-28.893000,"2 44"""
23-07-28.895000,"7 50"""
23-07-28.896000,C 0 1 0 1 1 1 2 1
23-07-28.896000, 0 0 0 0 0 0 0 0
23-07-28.897000, 0 0 0 0 0 0 0 50
23-07-28.897000, 0 0 0 0 0 0 0 0
23-07-28.897000, 0 0 0 0 0 0 0 0
23-07-28.901000, 0 44 0 0 0 0 0 49
23-07-28.902000, 0 0 0 0 0 0 0 0
23-07-28.903000," 0 0 0 44 0""5 53"""
23-07-28.903000,"3 48"""
23-07-28.904000,"4 44"""
23-07-28.904000,"8 53"""
23-07-28.905000,"6 53"""
23-07-28.905000,"2 44"""
23-07-28.906000,"7 49"""
23-07-28.906000,"1 55"""
23-07-28.919000,C 1 1 1 1 1 1 1 1
23-07-28.920000, 0 0 0 0 58 0 0 0
23-07-28.921000, 0 0 0 0 0 44 0 51
23-07-28.921000, 0 0 0 0 0 0 0 0
23-07-28.922000, 0 0 0 0 0 0 0 0
23-07-28.922000, 0 0 0 0 0 0 0 0
23-07-28.923000, 0 0 44 44 0 0 48 0
23-07-28.923000," 48 0 0 ""2 44"""
23-07-28.923000,"8 53"""
23-07-28.924000,"3 48"""
23-07-28.925000,"4 45"""
23-07-28.925000,"6 53"""
23-07-28.926000,"7 49"""
23-07-28.926000,C 0 1 1 1 0 1 1 1
23-07-28.926000, 0 0 0 0 0 0 0 0
23-07-28.927000, 0 0 0 0 0 0 0 0
23-07-28.927000, 0 0 0 0 0 0 0 0
23-07-28.928000, 0 0 0 0 0 0 0 0
23-07-28.928000, 0 0 0 0 0 0 0 0
23-07-28.928000, 0 0 44 44 0 0 48 0
23-07-28.931000," 48 0 0 44 ""3 47"""
23-07-28.932000,"4 45"""
23-07-28.933000,"6 53"""
23-07-28.933000,"7 49"""
23-07-28.934000,"5 52"""
23-07-28.935000,"2 44"""
23-07-28.935000,"1 58"""
23-07-28.936000,"3 47"""
23-07-28.936000,C 1 1 2 1 1 1 1 0
23-07-28.937000, 0 62 0 0 0 52 48 0
23-07-28.937000, 0 0 44 44 0 44 44 0
23-07-28.938000, 0 0 0 44 0 0 44 0
23-07-28.939000, 0 0 0 0 0 0 0 0
23-07-28.939000, 0 0 0 0 0 0 0 0
23-07-28.942000, 0 0 44 44 0 0 48 0
23-07-28.942000," 0""4 45"""
23-07-28.943000,"6 53"""
23-07-28.943000,"7 49"""
23-07-28.944000,"5 52"""
23-07-28.944000,"2 44"""
23-07-28.945000,"1 58"""
23-07-28.945000,"8 55"""
23-07-28.945000,"4 45"""
23-07-28.946000,C 1 1 0 2 1 1 1 1
23-07-28.946000, 0 64 57 50 0 53 48 0
23-07-28.947000, 0 0 44 44 0 0 44 0
23-07-28.947000, 0 0 0 0 0 0 0 0
23-07-28.947000, 0 0 0 0 0 0 0 0
23-07-28.948000, 0 0 0 0 0 0 0 52
23-07-28.948000, 53 44 0 44 0 0 47 0
23-07-28.949000," ""6 53"""
23-07-28.949000,"3 47"""
23-07-28.949000,"4 45"""
23-07-28.950000,"2 44"""
23-07-28.950000,"5 52"""
23-07-28.955000,"1 58"""
23-07-28.955000,"8 54"""
23-07-28.956000,"7 49"""
23-07-28.956000,"6 53"""
23-07-28.957000,C 1 1 1 1 1 2 1 1
23-07-28.957000, 0 63 57 50 0 0 49 0
23-07-28.958000, 0 0 0 0 0 0 0 0
23-07-28.958000, 0 0 0 0 0 0 0 0
23-07-28.958000, 0 0 0 0 0 0 0 0
23-07-28.959000, 0 0 0 0 0 0 0 53
23-07-28.959000, 53 44 44 44 0 0 47 0
23-07-28.959000," 0 0""1 59"""
23-07-28.960000,"2 44"""
23-07-28.960000,"3 47"""
23-07-28.961000,"4 45"""
23-07-28.961000,"6 53"""
23-07-28.962000,"7 49"""
23-07-28.962000,"1 59"""
23-07-28.962000,C 2 1 1 1 0 1 1 0
23-07-28.963000, 0 63 57 50 0 0 0 0
23-07-28.963000, 63 0 44 44 0 0 0 0
23-07-28.967000, 0 0 0 0 0 0 0 0
23-07-28.967000, 0 0 0 0 0 0 0 0
23-07-28.968000, 0 0 0 0 0 0 0 0
23-07-28.969000, 53 44 44 44 0 0 0 0
23-07-28.969000," 0 4""2 44"""
23-07-28.970000,"3 47"""
23-07-28.970000,"5 52"""
23-07-28.971000,"4 45"""
23-07-28.972000,"7 48"""
23-07-28.973000,"6 53"""
23-07-28.973000,"1 58"""
23-07-28.974000,"8 52"""
23-07-28.974000,"2 44"""
23-07-28.978000,"3 47"""
23-07-28.979000,"5 51"""
23-07-28.979000,C 1 2 2 1 2 1 1 1
23-07-28.979000, 0 0 57 0 60 0 0 53
23-07-28.980000, 64 0 44 0 44 0 0 0
23-07-28.981000, 58 44 0 0 44 0 0 0
23-07-28.981000, 49 44 44 0 0 0 0 0
23-07-28.981000, 0 0 0 0 0 0 0 56
23-07-28.982000," 53 0 44 44 0 0 47 0""4 45"""
23-07-28.982000,"1 58"""
23-07-28.983000,"7 48"""
23-07-28.983000,"6 53"""
23-07-28.984000,"5 51"""
23-07-28.984000,"2 44"""
23-07-28.990000,"3 47"""
23-07-28.990000,"8 51"""
23-07-28.991000,"4 45"""
23-07-28.991000,C 1 1 1 2 1 1 1 1
23-07-28.991000, 0 0 0 0 0 0 0 0
23-07-28.992000, 64 0 0 0 44 0 0 0
23-07-29.009000, 0 44 0 0 44 0 0 0
23-07-29.010000, 0 44 44 0 0 0 0 0
23-07-29.011000, 0 0 0 0 0 0 0 0
23-07-29.012000, 0 0 0 0 0 0 0 0
23-07-29.013000," 0 44 0 ""7 48"""
23-07-29.014000,"2 44"""
23-07-29.014000,"6 52"""
23-07-29.015000,"5 51"""
23-07-29.018000,"3 46"""
23-07-29.020000,"8 51"""
23-07-29.020000,"4 45"""
23-07-29.021000,"1 58"""
23-07-29.021000,"7 48"""
23-07-29.022000,C 1 1 1 1 1 1 2 1
23-07-29.022000, 0 0 0 50 0 51 0 0
23-07-29.023000, 0 0 0 0 0 0 0 46
23-07-29.023000, 0 44 0 0 44 0 0 0
23-07-29.023000, 0 0 44 0 0 0 0 0
23-07-29.046000, 57 44 0 0 0 0 0 55
23-07-29.544000, 0 0 44 44 0 0 47 0
23-07-29.959000," 0""2 44"""
23-07-30.101000,"6 52"""
23-07-30.369000,"3 46"""
23-07-30.598000,"5 51"""
23-07-30.627000,"4 45"""
23-07-30.628000,"8 51"""
23-07-30.628000,"1 58"""
23-07-30.628000,"7 48"""
23-07-30.629000,"2 44"""
23-07-30.629000,C 1 2 1 1 1 1 1 1
23-07-30.653000, 0 0 57 50 0 51 47 0
23-07-30.767000, 0 0 0 0 0 0 0 46
23-07-30.970000, 0 0 0 0 0 0 0 0
23-07-31.003000, 0 0 0 0 0 0 0 0
23-07-31.004000, 0 44 0 0 0 0 0 53
23-07-31.004000, 0 0 0 0 0 0 0 0
23-07-31.005000," 0 0 44""1 59"""
23-07-31.005000,"5 51"""
23-07-31.006000,"8 51"""
23-07-31.006000,"4 45"""
23-07-31.006000,"6 51"""
23-07-31.007000,"2 44"""
23-07-31.007000,"7 48"""
23-07-31.010000,"5 51"""
23-07-31.011000,C 1 1 0 1 2 1 1 1
23-07-31.011000, 0 0 0 0 0 0 0 0
23-07-31.014000, 0 0 0 0 0 0 0 46
23-07-31.015000, 0 0 0 0 0 0 0 0
23-07-31.019000, 0 0 0 0 0 0 0 0
23-07-31.020000, 0 44 0 0 0 0 0 52
23-07-31.020000, 52 0 44 44 0 0 0 0
23-07-31.021000," 47 0 44""2 44"""
23-07-31.021000,"4 45"""
23-07-31.021000,"6 51"""
23-07-31.022000,"7 48"""
23-07-31.022000,"3 46"""
23-07-31.025000,"5 51"""
23-07-31.025000,"8 51"""
23-07-31.026000,C 0 1 1 1 1 1 1 1
23-07-31.026000, 0 0 0 0 0 0 0 0
23-07-31.027000, 0 0 0 0 0 0 0 0
23-07-31.027000, 0 0 0 0 44 0 0 0
23-07-31.028000, 0 0 0 0 0 0 0 0
23-07-31.028000, 0 44 0 0 0 0 0 0
23-07-31.029000, 0 0 0 0 0 0 0 0
23-07-31.030000," 0 0 0 44 0 ""1 60"""
23-07-31.030000,"6 51"""
23-07-31.030000,"7 48"""
23-07-31.031000,"5 51"""
23-07-31.032000,"3 46"""
23-07-31.032000,"8 51"""
23-07-31.032000,"1 60"""
23-07-31.033000,C 2 0 1 0 1 1 1 1
23-07-31.037000, 0 0 0 0 0 0 0 53
23-07-31.037000, 0 0 0 0 0 0 0 0
23-07-31.040000, 58 0 0 0 44 0 0 0
23-07-31.041000, 0 0 0 0 0 0 0 0
23-07-31.041000, 58 0 0 0 0 0 0 52
23-07-31.048000, 0 0 44 0 0 0 47 0
23-07-31.049000," 0 44 4""6 52"""
23-07-31.050000,"7 48"""
23-07-31.052000,"2 44"""
23-07-31.052000,"3 46"""
23-07-31.053000,"4 45"""
23-07-31.054000,"5 51"""
23-07-31.054000,"8 51"""
23-07-31.054000,"6 52"""
23-07-31.055000,C 0 1 1 1 1 2 1 1
23-07-31.055000, 0 0 0 0 0 0 0 0
23-07-31.057000, 0 0 0 0 0 0 0 0
23-07-31.058000, 0 0 0 0 0 0 0 0
23-07-31.058000, 0 0 0 0 0 0 0 0
23-07-31.059000, 58 0 0 0 0 0 0 52
23-07-31.059000, 0 44 44 44 0 0 47 0
23-07-31.060000," 0 0 0 0""3 46"""
23-07-31.060000,"4 45"""
23-07-31.061000,"5 51"""
23-07-31.061000,"8 52"""
23-07-31.062000,"1 60"""
23-07-31.062000,"6 52"""
23-07-31.063000,"7 48"""
23-07-31.063000,"2 44"""
23-07-31.064000,"3 46"""
23-07-31.064000,C 1 1 2 1 1 1 1 1
23-07-31.065000, 0 0 57 50 59 51 47 0
23-07-31.065000, 0 0 0 0 44 0 0 46
23-07-31.070000, 58 44 0 0 44 0 0 0
23-07-31.073000, 0 0 0 0 0 0 0 0
23-07-31.073000, 0 44 0 0 0 0 0 53
23-07-31.074000," 53 44 44 44 0 0 47 0""5 51"""
23-07-31.074000,"1 60"""
23-07-31.075000,"6 52"""
23-07-31.075000,"7 48"""
23-07-31.076000,"2 44"""
23-07-31.076000,"3 46"""
23-07-31.077000,"8 53"""
23-07-31.077000,"4 45"""
23-07-31.077000,"5 51"""
23-07-31.078000,C 1 1 1 1 2 1 1 1
23-07-31.078000, 0 0 0 0 0 0 0 0
23-07-31.082000, 0 0 0 0 0 0 0 0
23-07-31.082000, 58 44 0 0 44 0 0 0
23-07-31.083000, 49 0 44 0 44 0 0 0
23-07-31.083000, 0 44 0 0 0 0 0 53
23-07-31.085000, 0 0 0 0 0 0 0 0
23-07-31.085000," 47 0 ""1 61"""
23-07-31.086000,"2 44"""
23-07-31.086000,"6 52"""
23-07-31.087000,"7 48"""
23-07-31.087000,"5 51"""
23-07-31.088000,"3 46"""
23-07-31.088000,"4 45"""
23-07-31.089000,"1 60"""
23-07-31.089000,C 2 1 1 1 1 1 1 0
23-07-31.092000, 0 0 0 50 0 52 47 0
23-07-31.092000, 62 0 0 44 0 44 44 0
23-07-31.093000, 58 44 0 0 44 0 0 0
23-07-31.093000, 0 0 44 0 44 0 0 0
23-07-31.094000, 58 44 0 0 0 0 0 0
23-07-31.094000," 0 0 44 44 0 0 47 0""2 44"""
23-07-31.095000,"6 52"""
23-07-31.095000,"7 48"""
23-07-31.096000,"3 46"""
23-07-31.096000,"4 45"""
23-07-31.096000,"5 51"""
23-07-31.097000,"8 53"""
23-07-31.097000,"1 60"""
23-07-31.098000,"2 44"""
23-07-31.098000,"6 51"""
23-07-31.099000,C 1 2 1 1 1 2 1 1
23-07-31.099000, 0 0 57 0 74 0 47 0
23-07-31.099000, 62 0 44 0 44 0 44 0
23-07-31.100000, 0 0 0 0 0 0 0 0
23-07-31.100000, 0 0 0 0 0 0 0 0
23-07-31.106000, 0 0 0 0 0 0 0 0
23-07-31.106000, 53 44 44 44 0 0 47 0
23-07-31.106000," 0""1 60"""
23-07-31.107000,"2 44"""
23-07-31.107000,"3 46"""
23-07-31.108000,"4 46"""
23-07-31.108000,"8 53"""
23-07-31.109000,"7 48"""
23-07-31.109000,"1 60"""
23-07-31.110000,C 2 1 1 1 0 0 1 1
23-07-31.110000, 0 0 0 0 59 0 0 52
23-07-31.110000, 62 0 0 0 44 0 0 48
23-07-31.111000, 58 44 0 0 44 0 0 51
23-07-31.111000, 0 0 0 0 0 0 0 0
23-07-31.112000, 0 0 0 0 0 0 0 0
23-07-31.113000, 0 0 0 0 0 0 0 0
23-07-31.113000," 47 4""2 44"""
23-07-31.114000,"3 46"""
23-07-31.117000,"8 53"""
23-07-31.117000,"4 45"""
23-07-31.118000,"6 52"""
23-07-31.118000,"7 48"""
23-07-31.119000,"1 61"""
23-07-31.119000,"2 44"""
23-07-31.120000,"3 46"""
23-07-31.120000,C 1 2 2 1 0 1 1 1
23-07-31.216000, 0 0 0 0 0 0 0 52
23-07-31.220000, 62 0 0 0 0 0 0 48
23-07-31.249000, 57 44 0 0 0 0 0 51
23-07-31.249000, 0 0 0 0 0 0 0 0
23-07-31.279000, 0 0 0 0 0 0 0 0
23-07-31.279000, 0 0 0 44 0 0 0 0
23-07-31.280000," 0 0 44""1 60"""
23-07-31.280000,"2 44"""
23-07-31.281000,"4 45"""
23-07-31.282000,"7 48"""
23-07-31.284000,"6 52"""
23-07-31.285000,"3 46"""
23-07-31.285000,"8 53"""
23-07-31.286000,"1 60"""
