20-01-50.037000,-------------------------------- 
20-02-00.918000,[R]: 2 
20-02-00.920000,[R]: 50 
20-02-00.920000,S 1 	RSSI: 47
20-02-00.921000,[R]: 1 
20-02-00.926000,[R]: 2 
20-02-00.930000,[R]: 50 
20-02-00.931000,S 1 	RSSI: 47
20-02-00.931000,[R]: 1 
20-02-00.934000,[R]: 2 
20-02-00.935000,[R]: 50 
20-02-00.936000,S 1 	RSSI: 47
20-02-00.937000,[R]: 1 
20-02-00.943000,[R]: 2 
20-02-00.944000,[R]: 50 
20-02-00.944000,S 1 	RSSI: 47
20-02-00.946000,[R]: 1 
20-02-00.946000,[R]: 20 
20-02-00.949000,[R]: 1 
20-02-00.951000,S 1 	RSSI: 47
20-02-00.954000,[R]: 2 
20-02-00.955000,[R]: 50 
20-02-00.957000,[R]: 1 
20-02-00.961000,S 1 	RSSI: 47
20-02-00.964000,[R]: 2 
20-02-00.964000,[R]: 50 
20-02-00.966000,[R]: 1 
20-02-00.968000,S 1 	RSSI: 47
20-02-00.973000,[R]: 2 
20-02-00.974000,[R]: 50 
20-02-00.975000,[R]: 1 
20-02-00.977000,S 1 	RSSI: 47
20-02-00.979000,[R]: 2 
20-02-00.981000,[R]: 50 
20-02-00.983000,[R]: 1 
20-02-00.985000,S 1 	RSSI: 47
20-02-00.987000,[R]: 2 
20-02-00.989000,[R]: 50 
20-02-00.991000,[R]: 1 
20-02-00.993000,S 1 	RSSI: 47
20-02-00.997000,[R]: 2 
20-02-00.998000,[R]: 50 
20-02-00.999000,[R]: 20 
20-02-01.001000,[R]: 1 
20-02-01.001000,S 1 	RSSI: 47
20-02-01.005000,[R]: 2 
20-02-01.006000,[R]: 50 
20-02-01.008000,[R]: 1 
20-02-01.010000,S 1 	RSSI: 47
20-02-01.014000,[R]: 2 
20-02-01.014000,[R]: 50 
20-02-01.016000,[R]: 1 
20-02-01.018000,S 1 	RSSI: 47
20-02-01.021000,[R]: 2 
20-02-01.022000,[R]: 50 
20-02-01.025000,[R]: 1 
20-02-01.027000,S 1 	RSSI: 47
20-02-01.030000,[R]: 2 
20-02-01.034000,[R]: 50 
20-02-01.034000,[R]: 1 
20-02-01.035000,S 1 	RSSI: 47
20-02-01.038000,[R]: 2 
20-02-01.039000,[R]: 50 
20-02-01.042000,[R]: 1 
20-02-01.043000,S 1 	RSSI: 47
20-02-01.048000,[R]: 2 
20-02-01.051000,[R]: 50 
20-02-01.051000,[R]: 20 
20-02-01.052000,[R]: 1 
20-02-01.052000,S 1 	RSSI: 47
20-02-01.055000,[R]: 2 
20-02-01.055000,[R]: 50 
20-02-01.058000,[R]: 1 
20-02-01.061000,S 1 	RSSI: 47
20-02-01.063000,[R]: 2 
20-02-01.067000,[R]: 50 
20-02-01.068000,[R]: 1 
20-02-01.075000,S 1 	RSSI: 47
20-02-01.075000,[R]: 2 
20-02-01.076000,[R]: 50 
20-02-01.077000,[R]: 1 
20-02-01.077000,S 1 	RSSI: 47
20-02-01.080000,[R]: 2 
20-02-01.080000,[R]: 50 
20-02-01.083000,[R]: 1 
20-02-01.085000,S 1 	RSSI: 47
20-02-01.088000,[R]: 2 
20-02-01.088000,[R]: 50 
20-02-01.092000,[R]: 1 
20-02-01.093000,S 1 	RSSI: 48
20-02-01.098000,[R]: 2 
20-02-01.098000,[R]: 50 
20-02-01.099000,[R]: 20 
20-02-01.100000,[R]: 1 
20-02-01.102000,S 1 	RSSI: 47
20-02-01.105000,[R]: 2 
20-02-01.105000,[R]: 50 
20-02-01.108000,[R]: 1 
20-02-01.111000,S 1 	RSSI: 47
20-02-01.114000,[R]: 2 
20-02-01.115000,[R]: 50 
20-02-01.117000,[R]: 1 
20-02-01.119000,S 1 	RSSI: 47
20-02-01.122000,[R]: 2 
20-02-01.122000,[R]: 50 
20-02-01.125000,[R]: 1 
20-02-01.127000,S 1 	RSSI: 47
20-02-01.130000,[R]: 2 
20-02-01.132000,[R]: 50 
20-02-01.134000,[R]: 1 
20-02-01.135000,S 1 	RSSI: 47
20-02-01.138000,[R]: 2 
20-02-01.139000,[R]: 50 
20-02-01.142000,[R]: 1 
20-02-01.145000,S 1 	RSSI: 47
20-02-01.147000,[R]: 2 
20-02-01.147000,[R]: 50 
20-02-01.150000,[R]: 1 
20-02-01.152000,S 1 	RSSI: 47
20-02-01.155000,[R]: 2 
20-02-01.156000,[R]: 50 
20-02-01.158000,[R]: 1 
20-02-01.161000,S 1 	RSSI: 47
20-02-01.165000,[R]: 2 
20-02-01.166000,[R]: 50 
20-02-01.167000,[R]: 1 
20-02-01.169000,S 1 	RSSI: 48
20-02-01.172000,[R]: 2 
20-02-01.173000,[R]: 50 
20-02-01.175000,[R]: 1 
20-02-01.177000,S 1 	RSSI: 47
20-02-01.180000,[R]: 2 
20-02-01.181000,[R]: 50 
20-02-01.183000,[R]: 1 
20-02-01.186000,S 1 	RSSI: 47
20-02-01.188000,[R]: 2 
20-02-01.189000,[R]: 50 
20-02-01.192000,[R]: 1 
20-02-01.194000,S 1 	RSSI: 47
20-02-01.198000,[R]: 2 
20-02-01.199000,[R]: 50 
20-02-01.199000,[R]: 20 
20-02-01.200000,[R]: 1 
20-02-01.202000,S 1 	RSSI: 47
20-02-01.205000,[R]: 2 
20-02-01.208000,[R]: 50 
20-02-01.208000,[R]: 1 
20-02-01.211000,S 1 	RSSI: 47
20-02-01.213000,[R]: 2 
20-02-01.215000,[R]: 50 
20-02-01.217000,[R]: 1 
20-02-01.219000,S 1 	RSSI: 47
20-02-01.222000,[R]: 2 
20-02-01.222000,[R]: 50 
20-02-01.226000,[R]: 1 
20-02-01.227000,S 1 	RSSI: 47
20-02-01.230000,[R]: 2 
20-02-01.231000,[R]: 50 
20-02-01.233000,[R]: 1 
20-02-01.236000,S 1 	RSSI: 47
20-02-01.238000,[R]: 2 
20-02-01.239000,[R]: 50 
20-02-01.241000,[R]: 1 
20-02-01.243000,S 1 	RSSI: 47
20-02-01.247000,[R]: 2 
20-02-01.248000,[R]: 50 
20-02-01.249000,[R]: 20 
20-02-01.254000,[R]: 1 
20-02-01.254000,S 1 	RSSI: 47
20-02-01.255000,[R]: 2 
20-02-01.255000,[R]: 50 
20-02-01.257000,[R]: 1 
20-02-01.260000,S 1 	RSSI: 47
20-02-01.263000,[R]: 2 
20-02-01.264000,[R]: 50 
20-02-01.266000,[R]: 1 
20-02-01.268000,S 1 	RSSI: 47
20-02-01.272000,[R]: 2 
20-02-01.274000,[R]: 50 
20-02-01.275000,[R]: 1 
20-02-01.276000,S 1 	RSSI: 48
20-02-01.279000,[R]: 2 
20-02-01.280000,[R]: 50 
20-02-01.289000,[R]: 1 
20-02-01.290000,S 1 	RSSI: 47
20-02-01.291000,[R]: 2 
20-02-01.291000,[R]: 50 
20-02-01.292000,[R]: 1 
20-02-01.293000,S 1 	RSSI: 47
20-02-01.297000,[R]: 2 
20-02-01.302000,[R]: 50 
20-02-01.302000,[R]: 20 
20-02-01.303000,[R]: 1 
20-02-01.303000,S 1 	RSSI: 47
20-02-01.304000,[R]: 2 
20-02-01.305000,[R]: 50 
20-02-01.307000,[R]: 1 
20-02-01.309000,S 1 	RSSI: 47
20-02-01.313000,[R]: 2 
20-02-01.314000,[R]: 50 
20-02-01.316000,[R]: 1 
20-02-01.319000,S 1 	RSSI: 47
20-02-01.321000,[R]: 2 
20-02-01.322000,[R]: 50 
20-02-01.324000,[R]: 1 
20-02-01.326000,S 1 	RSSI: 47
20-02-01.331000,[R]: 2 
20-02-01.332000,[R]: 50 
20-02-01.333000,S 1 	RSSI: 47
20-02-01.333000,[R]: 1 
20-02-01.339000,[R]: 2 
20-02-01.342000,[R]: 50 
20-02-01.343000,S 1 	RSSI: 47
20-02-01.343000,[R]: 1 
20-02-01.346000,[R]: 2 
20-02-01.348000,[R]: 50 
20-02-01.350000,S 1 	RSSI: 47
20-02-01.357000,[R]: 1 
20-02-01.358000,[R]: 2 
20-02-01.359000,[R]: 50 
20-02-01.363000,S 1 	RSSI: 47
20-02-01.364000,[R]: 1 
20-02-01.365000,[R]: 2 
20-02-01.365000,[R]: 50 
20-02-01.367000,S 1 	RSSI: 47
20-02-01.368000,[R]: 1 
20-02-01.369000,[R]: 20 
20-02-01.369000,[R]: 1 
20-02-01.371000,S 1 	RSSI: 47
20-02-01.374000,[R]: 2 
20-02-01.375000,[R]: 50 
20-02-01.377000,[R]: 1 
20-02-01.381000,S 1 	RSSI: 47
20-02-01.383000,[R]: 2 
20-02-01.384000,[R]: 50 
20-02-01.387000,[R]: 1 
20-02-01.389000,S 1 	RSSI: 47
20-02-01.392000,[R]: 2 
20-02-01.392000,[R]: 50 
20-02-01.395000,[R]: 1 
20-02-01.398000,S 1 	RSSI: 47
20-02-01.400000,[R]: 2 
20-02-01.403000,[R]: 50 
20-02-01.403000,[R]: 1 
20-02-01.405000,S 1 	RSSI: 47
20-02-01.408000,[R]: 2 
20-02-01.408000,[R]: 50 
20-02-01.413000,[R]: 1 
20-02-01.418000,[R]: 2 
20-02-01.419000,[R]: 50 
20-02-01.419000,[R]: 20 
20-02-01.420000,[R]: 1 
20-02-01.422000,S 1 	RSSI: 47
20-02-01.425000,[R]: 2 
20-02-01.426000,[R]: 50 
20-02-01.428000,[R]: 1 
20-02-01.430000,S 1 	RSSI: 47
20-02-01.433000,[R]: 2 
20-02-01.433000,[R]: 2 
20-02-01.434000,[R]: 50 
20-02-01.437000,[R]: 1 
20-02-01.439000,S 1 	RSSI: 47
20-02-01.442000,[R]: 2 
20-02-01.445000,[R]: 50 
20-02-01.447000,[R]: 1 
20-02-01.448000,S 1 	RSSI: 47
20-02-01.450000,[R]: 2 
20-02-01.450000,[R]: 50 
20-02-01.453000,[R]: 1 
20-02-01.457000,S 1 	RSSI: 47
20-02-01.458000,[R]: 2 
20-02-01.459000,[R]: 50 
20-02-01.462000,[R]: 1 
20-02-01.463000,S 1 	RSSI: 47
20-02-01.468000,[R]: 2 
20-02-01.469000,[R]: 50 
20-02-01.473000,[R]: 20 
20-02-01.473000,[R]: 1 
20-02-01.473000,S 1 	RSSI: 47
20-02-01.475000,[R]: 2 
20-02-01.476000,[R]: 50 
20-02-01.478000,[R]: 1 
20-02-01.481000,S 1 	RSSI: 47
20-02-01.483000,[R]: 2 
20-02-01.484000,[R]: 50 
20-02-01.488000,[R]: 1 
20-02-01.489000,S 1 	RSSI: 47
20-02-01.492000,[R]: 2 
20-02-01.492000,[R]: 50 
20-02-01.495000,[R]: 1 
20-02-01.504000,S 1 	RSSI: 47
20-02-01.504000,[R]: 2 
20-02-01.508000,[R]: 50 
20-02-01.508000,[R]: 1 
20-02-01.509000,S 1 	RSSI: 47
20-02-01.510000,[R]: 2 
20-02-01.511000,[R]: 50 
20-02-01.512000,[R]: 1 
20-02-01.514000,S 1 	RSSI: 47
20-02-01.519000,[R]: 2 
20-02-01.519000,[R]: 50 
20-02-01.520000,[R]: 20 
20-02-01.520000,[R]: 1 
20-02-01.522000,S 1 	RSSI: 47
20-02-01.525000,[R]: 2 
20-02-01.526000,[R]: 50 
20-02-01.528000,[R]: 1 
20-02-01.531000,S 1 	RSSI: 47
20-02-01.534000,[R]: 2 
20-02-01.542000,[R]: 50 
20-02-01.543000,[R]: 1 
20-02-01.543000,S 1 	RSSI: 47
20-02-01.544000,[R]: 2 
20-02-01.544000,[R]: 50 
20-02-01.545000,[R]: 1 
20-02-01.547000,S 1 	RSSI: 47
20-02-01.551000,[R]: 2 
20-02-01.552000,[R]: 50 
20-02-01.553000,[R]: 1 
20-02-01.555000,S 1 	RSSI: 47
20-02-01.558000,[R]: 2 
20-02-01.559000,[R]: 50 
20-02-01.562000,[R]: 1 
20-02-01.564000,S 1 	RSSI: 47
20-02-01.568000,[R]: 2 
20-02-01.568000,[R]: 50 
20-02-01.569000,[R]: 20 
20-02-01.571000,[R]: 1 
20-02-01.573000,S 1 	RSSI: 47
20-02-01.575000,[R]: 2 
20-02-01.575000,[R]: 50 
20-02-01.578000,[R]: 1 
20-02-01.581000,S 1 	RSSI: 48
20-02-01.583000,[R]: 2 
20-02-01.586000,[R]: 50 
20-02-01.587000,[R]: 1 
20-02-01.589000,S 1 	RSSI: 47
20-02-01.592000,[R]: 2 
20-02-01.592000,[R]: 50 
20-02-01.597000,[R]: 1 
20-02-01.598000,S 1 	RSSI: 47
20-02-01.600000,[R]: 2 
20-02-01.602000,[R]: 50 
20-02-01.603000,[R]: 1 
20-02-01.605000,S 1 	RSSI: 48
20-02-01.608000,[R]: 2 
20-02-01.609000,[R]: 50 
20-02-01.612000,[R]: 1 
20-02-01.614000,S 1 	RSSI: 47
20-02-01.617000,[R]: 2 
20-02-01.619000,[R]: 50 
20-02-01.619000,[R]: 20 
20-02-01.620000,[R]: 1 
20-02-01.622000,S 1 	RSSI: 47
20-02-01.624000,[R]: 2 
20-02-01.625000,[R]: 50 
20-02-01.627000,[R]: 1 
20-02-01.631000,S 1 	RSSI: 47
20-02-01.633000,[R]: 2 
20-02-01.635000,[R]: 50 
20-02-01.636000,[R]: 1 
20-02-01.638000,S 1 	RSSI: 48
20-02-01.641000,[R]: 2 
20-02-01.642000,[R]: 50 
20-02-01.644000,[R]: 1 
20-02-01.646000,S 1 	RSSI: 48
20-02-01.649000,[R]: 2 
20-02-01.651000,[R]: 50 
20-02-01.652000,[R]: 1 
20-02-01.654000,S 1 	RSSI: 47
20-02-01.657000,[R]: 2 
20-02-01.658000,[R]: 50 
20-02-01.661000,[R]: 1 
20-02-01.663000,S 1 	RSSI: 47
20-02-01.667000,[R]: 2 
20-02-01.668000,[R]: 50 
20-02-01.670000,[R]: 20 
20-02-01.671000,[R]: 1 
20-02-01.672000,S 1 	RSSI: 47
20-02-01.674000,[R]: 2 
20-02-01.676000,[R]: 50 
20-02-01.677000,[R]: 1 
20-02-01.681000,S 1 	RSSI: 47
20-02-01.683000,[R]: 2 
20-02-01.683000,[R]: 50 
20-02-01.686000,[R]: 1 
20-02-01.690000,S 1 	RSSI: 47
20-02-01.692000,[R]: 2 
20-02-01.692000,[R]: 50 
20-02-01.694000,[R]: 1 
20-02-01.696000,S 1 	RSSI: 47
20-02-01.699000,[R]: 2 
20-02-01.701000,[R]: 50 
20-02-01.703000,[R]: 1 
20-02-01.705000,S 1 	RSSI: 47
20-02-01.707000,[R]: 2 
20-02-01.708000,[R]: 50 
20-02-01.713000,[R]: 1 
20-02-01.714000,S 1 	RSSI: 47
20-02-01.717000,[R]: 2 
20-02-01.718000,[R]: 50 
20-02-01.723000,[R]: 20 
20-02-01.723000,[R]: 1 
20-02-01.724000,S 1 	RSSI: 47
20-02-01.725000,[R]: 2 
20-02-01.725000,[R]: 50 
20-02-01.727000,[R]: 1 
20-02-01.731000,S 1 	RSSI: 47
20-02-01.733000,[R]: 2 
20-02-01.733000,[R]: 50 
20-02-01.736000,[R]: 1 
20-02-01.739000,S 1 	RSSI: 47
20-02-01.741000,[R]: 2 
20-02-01.742000,[R]: 50 
20-02-01.744000,[R]: 1 
20-02-01.747000,S 1 	RSSI: 47
20-02-01.750000,[R]: 2 
20-02-01.756000,[R]: 50 
20-02-01.756000,[R]: 1 
20-02-01.757000,S 1 	RSSI: 47
20-02-01.757000,[R]: 2 
20-02-01.761000,[R]: 50 
20-02-01.761000,[R]: 1 
20-02-01.763000,S 1 	RSSI: 47
20-02-01.768000,[R]: 2 
20-02-01.768000,[R]: 50 
20-02-01.772000,[R]: 20 
20-02-01.772000,[R]: 1 
20-02-01.773000,S 1 	RSSI: 47
20-02-01.775000,[R]: 2 
20-02-01.776000,[R]: 50 
20-02-01.777000,[R]: 1 
20-02-01.780000,S 1 	RSSI: 47
20-02-01.783000,[R]: 2 
20-02-01.783000,[R]: 50 
20-02-01.787000,[R]: 1 
20-02-01.792000,S 1 	RSSI: 47
20-02-01.792000,[R]: 2 
20-02-01.793000,[R]: 50 
20-02-01.795000,[R]: 1 
20-02-01.797000,S 1 	RSSI: 47
20-02-01.801000,[R]: 2 
20-02-01.802000,[R]: 50 
20-02-01.803000,[R]: 1 
20-02-01.805000,S 1 	RSSI: 47
20-02-01.808000,[R]: 2 
20-02-01.808000,[R]: 50 
20-02-01.812000,[R]: 1 
20-02-01.813000,S 1 	RSSI: 48
20-02-01.817000,[R]: 2 
20-02-01.818000,[R]: 50 
20-02-01.818000,[R]: 20 
20-02-01.824000,[R]: 1 
20-02-01.824000,S 1 	RSSI: 47
20-02-01.825000,[R]: 2 
20-02-01.825000,[R]: 50 
20-02-01.828000,[R]: 1 
20-02-01.831000,S 1 	RSSI: 47
20-02-01.835000,[R]: 2 
20-02-01.835000,[R]: 50 
20-02-01.837000,[R]: 1 
20-02-01.839000,S 1 	RSSI: 47
20-02-01.842000,[R]: 2 
20-02-01.842000,[R]: 50 
20-02-01.845000,[R]: 1 
20-02-01.847000,S 1 	RSSI: 47
20-02-01.850000,[R]: 2 
20-02-01.854000,[R]: 50 
20-02-01.855000,[R]: 1 
20-02-01.855000,S 1 	RSSI: 47
20-02-01.858000,[R]: 2 
20-02-01.859000,[R]: 50 
20-02-01.862000,[R]: 1 
20-02-01.867000,[R]: 2 
20-02-01.868000,[R]: 50 
20-02-01.869000,[R]: 20 
20-02-01.870000,[R]: 1 
20-02-01.872000,S 1 	RSSI: 47
20-02-01.875000,[R]: 2 
20-02-01.875000,[R]: 50 
20-02-01.878000,[R]: 1 
20-02-01.881000,S 1 	RSSI: 47
20-02-01.885000,[R]: 2 
20-02-01.885000,[R]: 50 
20-02-01.887000,[R]: 1 
20-02-01.889000,S 1 	RSSI: 48
20-02-01.892000,[R]: 2 
20-02-01.897000,[R]: 50 
20-02-01.897000,[R]: 1 
20-02-01.898000,S 1 	RSSI: 47
20-02-01.900000,[R]: 2 
20-02-01.901000,[R]: 50 
20-02-01.903000,[R]: 1 
20-02-01.905000,S 1 	RSSI: 47
20-02-01.909000,[R]: 2 
20-02-01.910000,[R]: 50 
20-02-01.912000,[R]: 1 
20-02-01.915000,S 1 	RSSI: 47
20-02-01.918000,[R]: 2 
20-02-01.918000,[R]: 50 
20-02-01.919000,[R]: 20 
20-02-01.920000,[R]: 1 
20-02-01.922000,S 1 	RSSI: 47
20-02-01.925000,[R]: 2 
20-02-01.926000,[R]: 50 
20-02-01.928000,[R]: 1 
20-02-01.931000,S 1 	RSSI: 47
20-02-01.933000,[R]: 2 
20-02-01.935000,[R]: 50 
20-02-01.937000,[R]: 1 
20-02-01.939000,S 1 	RSSI: 47
20-02-01.942000,[R]: 2 
20-02-01.943000,[R]: 50 
20-02-01.947000,[R]: 1 
20-02-01.947000,S 1 	RSSI: 47
20-02-01.950000,[R]: 2 
20-02-01.952000,[R]: 50 
20-02-01.953000,[R]: 1 
20-02-01.957000,S 1 	RSSI: 47
20-02-01.958000,[R]: 2 
20-02-01.959000,[R]: 50 
20-02-01.962000,[R]: 1 
20-02-01.965000,S 1 	RSSI: 47
20-02-01.967000,[R]: 2 
20-02-01.968000,[R]: 50 
20-02-01.969000,[R]: 20 
20-02-01.970000,[R]: 1 
20-02-01.972000,S 1 	RSSI: 47
20-02-01.975000,[R]: 2 
20-02-01.978000,[R]: 50 
20-02-01.978000,[R]: 1 
20-02-01.981000,S 1 	RSSI: 47
20-02-01.983000,[R]: 2 
20-02-01.984000,[R]: 50 
20-02-01.986000,[R]: 1 
20-02-01.988000,S 1 	RSSI: 47
20-02-01.991000,[R]: 2 
20-02-01.993000,[R]: 50 
20-02-01.994000,[R]: 1 
20-02-01.996000,S 1 	RSSI: 47
20-02-01.999000,[R]: 2 
20-02-02.000000,[R]: 50 
20-02-02.003000,[R]: 1 
20-02-02.005000,S 1 	RSSI: 47
20-02-02.007000,[R]: 2 
20-02-02.008000,[R]: 50 
20-02-02.011000,[R]: 1 
20-02-02.013000,S 1 	RSSI: 47
20-02-02.016000,[R]: 2 
20-02-02.017000,[R]: 50 
20-02-02.018000,[R]: 20 
20-02-02.019000,[R]: 1 
20-02-02.021000,S 1 	RSSI: 47
20-02-02.024000,[R]: 2 
20-02-02.025000,[R]: 50 
20-02-02.027000,[R]: 1 
20-02-02.030000,S 1 	RSSI: 47
20-02-02.034000,[R]: 2 
20-02-02.035000,[R]: 50 
20-02-02.036000,[R]: 1 
20-02-02.038000,S 1 	RSSI: 47
20-02-02.041000,[R]: 2 
20-02-02.043000,[R]: 50 
20-02-02.044000,[R]: 1 
20-02-02.046000,S 1 	RSSI: 48
20-02-02.051000,[R]: 2 
20-02-02.052000,[R]: 50 
20-02-02.053000,[R]: 1 
20-02-02.055000,S 1 	RSSI: 47
20-02-02.057000,[R]: 2 
20-02-02.058000,[R]: 50 
20-02-02.061000,[R]: 1 
20-02-02.063000,S 1 	RSSI: 47
20-02-02.066000,[R]: 2 
20-02-02.069000,[R]: 50 
20-02-02.071000,[R]: 1 
20-02-02.073000,S 1 	RSSI: 47
20-02-02.074000,[R]: 2 
20-02-02.075000,[R]: 50 
20-02-02.077000,[R]: 1 
20-02-02.080000,S 1 	RSSI: 47
20-02-02.083000,[R]: 2 
20-02-02.083000,[R]: 50 
20-02-02.086000,[R]: 1 
20-02-02.089000,S 1 	RSSI: 47
20-02-02.092000,[R]: 2 
20-02-02.093000,[R]: 50 
20-02-02.094000,[R]: 1 
20-02-02.096000,S 1 	RSSI: 48
20-02-02.102000,[R]: 2 
20-02-02.103000,[R]: 50 
20-02-02.104000,[R]: 1 
20-02-02.105000,S 1 	RSSI: 48
20-02-02.107000,[R]: 2 
20-02-02.108000,[R]: 50 
20-02-02.113000,[R]: 1 
20-02-02.115000,S 1 	RSSI: 48
20-02-02.117000,[R]: 2 
20-02-02.117000,[R]: 50 
20-02-02.118000,[R]: 20 
20-02-02.119000,[R]: 1 
20-02-02.121000,S 1 	RSSI: 48
20-02-02.124000,[R]: 2 
20-02-02.125000,[R]: 50 
20-02-02.128000,[R]: 1 
20-02-02.137000,S 1 	RSSI: 48
20-02-02.138000,[R]: 2 
20-02-02.139000,[R]: 50 
20-02-02.139000,[R]: 1 
20-02-02.140000,S 1 	RSSI: 48
20-02-02.142000,[R]: 2 
20-02-02.142000,[R]: 50 
20-02-02.144000,[R]: 1 
20-02-02.147000,S 1 	RSSI: 48
20-02-02.149000,[R]: 2 
20-02-02.153000,[R]: 50 
20-02-02.154000,[R]: 1 
20-02-02.155000,S 1 	RSSI: 48
20-02-02.158000,[R]: 2 
20-02-02.160000,[R]: 50 
20-02-02.163000,[R]: 1 
20-02-02.164000,S 1 	RSSI: 48
20-02-02.167000,[R]: 2 
20-02-02.168000,[R]: 50 
20-02-02.171000,[R]: 20 
20-02-02.172000,[R]: 1 
20-02-02.172000,S 1 	RSSI: 48
20-02-02.175000,[R]: 2 
20-02-02.178000,[R]: 50 
20-02-02.181000,[R]: 1 
20-02-02.182000,S 1 	RSSI: 48
20-02-02.183000,[R]: 2 
20-02-02.184000,[R]: 50 
20-02-02.187000,[R]: 1 
20-02-02.189000,S 1 	RSSI: 48
20-02-02.194000,[R]: 2 
20-02-02.196000,[R]: 50 
20-02-02.196000,[R]: 1 
20-02-02.197000,S 1 	RSSI: 48
20-02-02.200000,[R]: 2 
20-02-02.204000,[R]: 50 
20-02-02.205000,[R]: 1 
20-02-02.205000,S 1 	RSSI: 48
20-02-02.208000,[R]: 2 
20-02-02.208000,[R]: 50 
20-02-02.211000,[R]: 1 
20-02-02.216000,S 1 	RSSI: 48
20-02-02.217000,[R]: 2 
20-02-02.218000,[R]: 50 
20-02-02.218000,[R]: 20 
20-02-02.220000,[R]: 1 
20-02-02.222000,S 1 	RSSI: 48
20-02-02.226000,[R]: 2 
20-02-02.226000,[R]: 50 
20-02-02.228000,[R]: 1 
20-02-02.231000,S 1 	RSSI: 48
20-02-02.233000,[R]: 2 
20-02-02.239000,[R]: 50 
20-02-02.240000,[R]: 1 
20-02-02.242000,[R]: 2 
20-02-02.242000,[R]: 50 
20-02-02.245000,[R]: 1 
20-02-02.247000,S 1 	RSSI: 48
20-02-02.250000,[R]: 2 
20-02-02.251000,[R]: 50 
20-02-02.253000,[R]: 1 
20-02-02.255000,S 1 	RSSI: 48
20-02-02.258000,[R]: 2 
20-02-02.259000,[R]: 50 
20-02-02.261000,[R]: 1 
20-02-02.263000,S 1 	RSSI: 48
20-02-02.267000,[R]: 2 
20-02-02.268000,[R]: 50 
20-02-02.268000,[R]: 20 
20-02-02.271000,[R]: 1 
20-02-02.272000,S 1 	RSSI: 48
20-02-02.275000,[R]: 2 
20-02-02.278000,[R]: 50 
20-02-02.278000,[R]: 1 
20-02-02.282000,S 1 	RSSI: 48
20-02-02.284000,[R]: 2 
20-02-02.288000,[R]: 50 
20-02-02.288000,[R]: 1 
20-02-02.289000,S 1 	RSSI: 48
20-02-02.293000,[R]: 2 
20-02-02.293000,[R]: 50 
20-02-02.295000,[R]: 1 
20-02-02.297000,S 1 	RSSI: 48
20-02-02.300000,[R]: 2 
20-02-02.306000,[R]: 50 
20-02-02.307000,[R]: 1 
20-02-02.307000,S 1 	RSSI: 48
20-02-02.308000,[R]: 2 
20-02-02.308000,[R]: 50 
20-02-02.311000,[R]: 1 
20-02-02.313000,S 1 	RSSI: 48
20-02-02.316000,[R]: 2 
20-02-02.317000,[R]: 50 
20-02-02.320000,[R]: 1 
20-02-02.322000,S 1 	RSSI: 48
20-02-02.325000,[R]: 2 
20-02-02.325000,[R]: 50 
20-02-02.328000,[R]: 1 
20-02-02.332000,S 1 	RSSI: 48
20-02-02.334000,[R]: 2 
20-02-02.334000,[R]: 50 
20-02-02.337000,[R]: 1 
20-02-02.339000,S 1 	RSSI: 48
20-02-02.342000,[R]: 2 
20-02-02.343000,[R]: 50 
20-02-02.346000,[R]: 1 
20-02-02.349000,S 1 	RSSI: 48
20-02-02.350000,[R]: 2 
20-02-02.351000,[R]: 50 
20-02-02.353000,[R]: 1 
20-02-02.355000,S 1 	RSSI: 48
20-02-02.358000,[R]: 2 
20-02-02.359000,[R]: 50 
20-02-02.362000,[R]: 1 
20-02-02.363000,S 1 	RSSI: 48
20-02-02.366000,[R]: 2 
20-02-02.374000,[R]: 50 
20-02-02.375000,[R]: 20 
20-02-02.375000,[R]: 1 
20-02-02.376000,S 1 	RSSI: 48
20-02-02.376000,[R]: 2 
20-02-02.377000,[R]: 50 
20-02-02.377000,[R]: 1 
20-02-02.381000,S 1 	RSSI: 48
20-02-02.382000,[R]: 2 
20-02-02.384000,[R]: 50 
20-02-02.386000,[R]: 1 
20-02-02.388000,S 1 	RSSI: 48
20-02-02.391000,[R]: 2 
20-02-02.393000,[R]: 50 
20-02-02.394000,[R]: 1 
20-02-02.396000,S 1 	RSSI: 48
20-02-02.399000,[R]: 2 
20-02-02.403000,[R]: 50 
20-02-02.404000,[R]: 1 
20-02-02.405000,S 1 	RSSI: 48
20-02-02.407000,[R]: 2 
20-02-02.408000,[R]: 50 
20-02-02.411000,[R]: 1 
20-02-02.414000,S 1 	RSSI: 48
20-02-02.416000,[R]: 2 
20-02-02.417000,[R]: 50 
20-02-02.418000,[R]: 20 
20-02-02.419000,[R]: 1 
20-02-02.421000,S 1 	RSSI: 48
20-02-02.425000,[R]: 2 
20-02-02.425000,[R]: 50 
20-02-02.427000,[R]: 1 
20-02-02.430000,S 1 	RSSI: 48
20-02-02.433000,[R]: 2 
20-02-02.433000,[R]: 50 
20-02-02.436000,[R]: 1 
20-02-02.438000,S 1 	RSSI: 47
20-02-02.441000,[R]: 2 
20-02-02.443000,[R]: 50 
20-02-02.445000,[R]: 1 
20-02-02.446000,S 1 	RSSI: 48
20-02-02.449000,[R]: 2 
20-02-02.450000,[R]: 50 
20-02-02.453000,[R]: 1 
20-02-02.455000,S 1 	RSSI: 48
20-02-02.458000,[R]: 2 
20-02-02.458000,[R]: 50 
20-02-02.461000,[R]: 1 
