20-01-50.037000,-------------------------------- 
20-02-20.072000,[R]: 50 
20-02-20.073000,S 1 	RSSI: 48
20-02-20.074000,[R]: 1 
20-02-20.080000,[R]: 2 
20-02-20.081000,[R]: 50 
20-02-20.081000,S 1 	RSSI: 48
20-02-20.082000,[R]: 1 
20-02-20.083000,[R]: 20 
20-02-20.087000,[R]: 1 
20-02-20.089000,S 1 	RSSI: 48
20-02-20.092000,[R]: 2 
20-02-20.092000,[R]: 50 
20-02-20.095000,[R]: 1 
20-02-20.102000,S 1 	RSSI: 48
20-02-20.103000,[R]: 2 
20-02-20.103000,[R]: 50 
20-02-20.104000,[R]: 1 
20-02-20.106000,S 1 	RSSI: 48
20-02-20.109000,[R]: 2 
20-02-20.110000,[R]: 50 
20-02-20.112000,[R]: 1 
20-02-20.116000,S 1 	RSSI: 48
20-02-20.117000,[R]: 2 
20-02-20.117000,[R]: 50 
20-02-20.120000,[R]: 1 
20-02-20.122000,S 1 	RSSI: 48
20-02-20.125000,[R]: 2 
20-02-20.130000,[R]: 50 
20-02-20.130000,[R]: 1 
20-02-20.134000,[R]: 2 
20-02-20.135000,[R]: 50 
20-02-20.135000,[R]: 20 
20-02-20.137000,[R]: 1 
20-02-20.139000,S 1 	RSSI: 48
20-02-20.142000,[R]: 2 
20-02-20.143000,[R]: 50 
20-02-20.145000,[R]: 1 
20-02-20.147000,S 1 	RSSI: 48
20-02-20.151000,[R]: 2 
20-02-20.151000,[R]: 50 
20-02-20.154000,[R]: 1 
20-02-20.156000,S 1 	RSSI: 48
20-02-20.159000,[R]: 2 
20-02-20.161000,[R]: 50 
20-02-20.162000,[R]: 1 
20-02-20.164000,S 1 	RSSI: 48
20-02-20.167000,[R]: 2 
20-02-20.168000,[R]: 50 
20-02-20.170000,[R]: 1 
20-02-20.172000,S 1 	RSSI: 48
20-02-20.176000,[R]: 2 
20-02-20.177000,[R]: 50 
20-02-20.179000,[R]: 1 
20-02-20.181000,S 1 	RSSI: 48
20-02-20.185000,[R]: 2 
20-02-20.186000,[R]: 50 
20-02-20.186000,[R]: 20 
20-02-20.187000,[R]: 1 
20-02-20.189000,S 1 	RSSI: 48
20-02-20.192000,[R]: 2 
20-02-20.193000,[R]: 50 
20-02-20.195000,[R]: 1 
20-02-20.198000,S 1 	RSSI: 48
20-02-20.200000,[R]: 2 
20-02-20.201000,[R]: 50 
20-02-20.204000,[R]: 1 
20-02-20.206000,S 1 	RSSI: 48
20-02-20.209000,[R]: 2 
20-02-20.214000,[R]: 50 
20-02-20.214000,[R]: 1 
20-02-20.215000,S 1 	RSSI: 48
20-02-20.217000,[R]: 2 
20-02-20.218000,[R]: 50 
20-02-20.220000,[R]: 1 
20-02-20.222000,S 1 	RSSI: 48
20-02-20.225000,[R]: 2 
20-02-20.225000,[R]: 50 
20-02-20.229000,[R]: 1 
20-02-20.231000,S 1 	RSSI: 48
20-02-20.236000,[R]: 2 
20-02-20.238000,[R]: 50 
20-02-20.239000,[R]: 20 
20-02-20.239000,[R]: 1 
20-02-20.240000,S 1 	RSSI: 48
20-02-20.242000,[R]: 2 
20-02-20.243000,[R]: 50 
20-02-20.245000,[R]: 1 
20-02-20.248000,S 1 	RSSI: 48
20-02-20.250000,[R]: 2 
20-02-20.253000,[R]: 50 
20-02-20.254000,[R]: 1 
20-02-20.256000,S 1 	RSSI: 48
20-02-20.259000,[R]: 2 
20-02-20.261000,[R]: 50 
20-02-20.262000,[R]: 1 
20-02-20.264000,S 1 	RSSI: 48
20-02-20.267000,[R]: 2 
20-02-20.268000,[R]: 50 
20-02-20.270000,[R]: 1 
20-02-20.273000,S 1 	RSSI: 48
20-02-20.275000,[R]: 2 
20-02-20.276000,[R]: 50 
20-02-20.279000,[R]: 1 
20-02-20.284000,S 1 	RSSI: 48
20-02-20.285000,[R]: 2 
20-02-20.286000,[R]: 50 
20-02-20.287000,[R]: 20 
20-02-20.287000,[R]: 1 
20-02-20.289000,S 1 	RSSI: 48
20-02-20.292000,[R]: 2 
20-02-20.293000,[R]: 50 
20-02-20.295000,[R]: 1 
20-02-20.298000,S 1 	RSSI: 48
20-02-20.302000,[R]: 2 
20-02-20.303000,[R]: 50 
20-02-20.304000,[R]: 1 
20-02-20.305000,S 1 	RSSI: 48
20-02-20.308000,[R]: 2 
20-02-20.311000,[R]: 50 
20-02-20.312000,[R]: 1 
20-02-20.313000,S 1 	RSSI: 48
20-02-20.316000,[R]: 2 
20-02-20.317000,[R]: 50 
20-02-20.320000,[R]: 1 
20-02-20.322000,S 1 	RSSI: 48
20-02-20.324000,[R]: 2 
20-02-20.325000,[R]: 50 
20-02-20.328000,[R]: 1 
20-02-20.330000,S 1 	RSSI: 48
20-02-20.333000,[R]: 2 
20-02-20.334000,[R]: 50 
20-02-20.335000,[R]: 20 
20-02-20.336000,[R]: 1 
20-02-20.338000,S 1 	RSSI: 48
20-02-20.341000,[R]: 2 
20-02-20.343000,[R]: 50 
20-02-20.346000,[R]: 1 
20-02-20.347000,S 1 	RSSI: 48
20-02-20.350000,[R]: 2 
20-02-20.351000,[R]: 50 
20-02-20.353000,[R]: 1 
20-02-20.355000,S 1 	RSSI: 48
20-02-20.358000,[R]: 2 
20-02-20.362000,[R]: 50 
20-02-20.363000,[R]: 1 
20-02-20.363000,S 1 	RSSI: 48
20-02-20.366000,[R]: 2 
20-02-20.367000,[R]: 50 
20-02-20.369000,[R]: 1 
20-02-20.372000,S 1 	RSSI: 48
20-02-20.376000,[R]: 2 
20-02-20.378000,[R]: 50 
20-02-20.380000,[R]: 1 
20-02-20.381000,S 1 	RSSI: 48
20-02-20.383000,[R]: 2 
20-02-20.384000,[R]: 50 
20-02-20.385000,[R]: 20 
20-02-20.386000,[R]: 1 
20-02-20.388000,S 1 	RSSI: 48
20-02-20.393000,[R]: 2 
20-02-20.394000,[R]: 50 
20-02-20.395000,[R]: 1 
20-02-20.397000,S 1 	RSSI: 48
20-02-20.400000,[R]: 2 
20-02-20.400000,[R]: 50 
20-02-20.403000,[R]: 1 
20-02-20.406000,S 1 	RSSI: 48
20-02-20.408000,[R]: 2 
20-02-20.410000,[R]: 50 
20-02-20.411000,[R]: 1 
20-02-20.416000,S 1 	RSSI: 48
20-02-20.417000,[R]: 2 
20-02-20.418000,[R]: 50 
20-02-20.420000,[R]: 1 
20-02-20.422000,S 1 	RSSI: 49
20-02-20.425000,[R]: 2 
20-02-20.428000,[R]: 50 
20-02-20.430000,[R]: 1 
20-02-20.434000,[R]: 2 
20-02-20.434000,[R]: 50 
20-02-20.435000,[R]: 20 
20-02-20.436000,[R]: 1 
20-02-20.439000,S 1 	RSSI: 48
20-02-20.441000,[R]: 2 
20-02-20.442000,[R]: 50 
20-02-20.444000,[R]: 1 
20-02-20.449000,S 1 	RSSI: 48
20-02-20.453000,[R]: 2 
20-02-20.453000,[R]: 50 
20-02-20.454000,[R]: 1 
20-02-20.456000,S 1 	RSSI: 48
20-02-20.459000,[R]: 2 
20-02-20.460000,[R]: 50 
20-02-20.463000,[R]: 1 
20-02-20.464000,S 1 	RSSI: 48
20-02-20.467000,[R]: 2 
20-02-20.467000,[R]: 50 
20-02-20.470000,[R]: 1 
20-02-20.473000,S 1 	RSSI: 48
20-02-20.475000,[R]: 2 
20-02-20.476000,[R]: 50 
20-02-20.478000,[R]: 1 
20-02-20.481000,S 1 	RSSI: 48
20-02-20.487000,[R]: 2 
20-02-20.488000,[R]: 50 
20-02-20.489000,[R]: 20 
20-02-20.489000,[R]: 1 
20-02-20.490000,S 1 	RSSI: 48
20-02-20.492000,[R]: 2 
20-02-20.492000,[R]: 50 
20-02-20.495000,[R]: 1 
20-02-20.498000,S 1 	RSSI: 48
20-02-20.500000,[R]: 2 
20-02-20.501000,[R]: 50 
20-02-20.504000,[R]: 1 
20-02-20.509000,S 1 	RSSI: 48
20-02-20.543000,[R]: 2 
20-02-20.543000,[R]: 50 
20-02-20.544000,[R]: 1 
20-02-20.545000,S 1 	RSSI: 48
20-02-20.546000,[R]: 2 
20-02-20.546000,[R]: 50 
20-02-20.547000,[R]: 1 
20-02-20.547000,S 1 	RSSI: 48
20-02-20.548000,[R]: 2 
20-02-20.548000,[R]: 50 
20-02-20.549000,[R]: 1 
20-02-20.549000,S 1 	RSSI: 48
20-02-20.555000,[R]: 2 
20-02-20.556000,[R]: 50 
20-02-20.556000,[R]: 20 
20-02-20.557000,[R]: 1 
20-02-20.558000,S 1 	RSSI: 48
20-02-20.558000,[R]: 2 
20-02-20.560000,[R]: 50 
20-02-20.560000,[R]: 1 
20-02-20.561000,S 1 	RSSI: 48
20-02-20.562000,[R]: 2 
20-02-20.562000,[R]: 50 
20-02-20.566000,[R]: 1 
20-02-20.568000,S 1 	RSSI: 48
20-02-20.568000,[R]: 2 
20-02-20.569000,[R]: 50 
20-02-20.570000,[R]: 1 
20-02-20.570000,S 1 	RSSI: 48
20-02-20.571000,[R]: 2 
20-02-20.571000,[R]: 50 
20-02-20.577000,[R]: 1 
20-02-20.578000,S 1 	RSSI: 48
20-02-20.578000,[R]: 2 
20-02-20.579000,[R]: 50 
20-02-20.579000,[R]: 1 
20-02-20.581000,S 1 	RSSI: 48
20-02-20.585000,[R]: 2 
20-02-20.586000,[R]: 50 
20-02-20.587000,[R]: 20 
20-02-20.587000,[R]: 1 
20-02-20.589000,S 1 	RSSI: 48
20-02-20.592000,[R]: 2 
20-02-20.593000,[R]: 50 
20-02-20.597000,[R]: 1 
20-02-20.598000,S 1 	RSSI: 48
20-02-20.600000,[R]: 2 
20-02-20.601000,[R]: 50 
20-02-20.604000,[R]: 1 
20-02-20.606000,S 1 	RSSI: 48
20-02-20.609000,[R]: 2 
20-02-20.610000,[R]: 50 
20-02-20.615000,[R]: 1 
20-02-20.616000,S 1 	RSSI: 48
20-02-20.617000,[R]: 2 
20-02-20.618000,[R]: 50 
20-02-20.620000,[R]: 1 
20-02-20.622000,S 1 	RSSI: 48
20-02-20.625000,[R]: 2 
20-02-20.627000,[R]: 50 
20-02-20.628000,[R]: 1 
20-02-20.631000,S 1 	RSSI: 48
20-02-20.637000,[R]: 2 
20-02-20.637000,[R]: 50 
20-02-20.638000,[R]: 20 
20-02-20.638000,[R]: 1 
20-02-20.639000,S 1 	RSSI: 48
20-02-20.642000,[R]: 2 
20-02-20.646000,[R]: 50 
20-02-20.647000,[R]: 1 
20-02-20.648000,S 1 	RSSI: 48
20-02-20.650000,[R]: 2 
20-02-20.651000,[R]: 50 
20-02-20.654000,[R]: 1 
20-02-20.656000,S 1 	RSSI: 48
20-02-20.659000,[R]: 2 
20-02-20.661000,[R]: 50 
20-02-20.662000,[R]: 1 
20-02-20.664000,S 1 	RSSI: 48
20-02-20.669000,[R]: 2 
20-02-20.670000,[R]: 50 
20-02-20.671000,[R]: 1 
20-02-20.673000,S 1 	RSSI: 48
20-02-20.676000,[R]: 2 
20-02-20.677000,[R]: 50 
20-02-20.679000,[R]: 1 
20-02-20.680000,S 1 	RSSI: 48
20-02-20.682000,[R]: 2 
20-02-20.683000,[R]: 50 
20-02-20.686000,[R]: 1 
20-02-20.688000,S 1 	RSSI: 48
20-02-20.691000,[R]: 2 
20-02-20.692000,[R]: 50 
20-02-20.694000,[R]: 1 
20-02-20.698000,S 1 	RSSI: 48
20-02-20.699000,[R]: 2 
20-02-20.701000,[R]: 50 
20-02-20.703000,[R]: 1 
20-02-20.706000,S 1 	RSSI: 48
20-02-20.710000,[R]: 2 
20-02-20.710000,[R]: 50 
20-02-20.711000,[R]: 1 
20-02-20.713000,S 1 	RSSI: 48
20-02-20.716000,[R]: 2 
20-02-20.717000,[R]: 50 
20-02-20.719000,[R]: 1 
20-02-20.722000,S 1 	RSSI: 48
20-02-20.731000,[R]: 2 
20-02-20.732000,[R]: 50 
20-02-20.732000,[R]: 1 
20-02-20.733000,S 1 	RSSI: 48
20-02-20.733000,[R]: 2 
20-02-20.734000,[R]: 50 
20-02-20.735000,[R]: 20 
20-02-20.736000,[R]: 1 
20-02-20.742000,S 1 	RSSI: 48
20-02-20.743000,[R]: 2 
20-02-20.743000,[R]: 50 
20-02-20.744000,[R]: 1 
20-02-20.747000,S 1 	RSSI: 48
20-02-20.750000,[R]: 2 
20-02-20.750000,[R]: 50 
20-02-20.753000,[R]: 1 
20-02-20.755000,S 1 	RSSI: 48
20-02-20.758000,[R]: 2 
20-02-20.763000,[R]: 50 
20-02-20.764000,[R]: 1 
20-02-20.764000,S 1 	RSSI: 48
20-02-20.766000,[R]: 2 
20-02-20.767000,[R]: 50 
20-02-20.770000,[R]: 1 
20-02-20.774000,S 1 	RSSI: 48
20-02-20.775000,[R]: 2 
20-02-20.777000,[R]: 50 
20-02-20.778000,[R]: 1 
20-02-20.780000,S 1 	RSSI: 48
20-02-20.784000,[R]: 2 
20-02-20.785000,[R]: 50 
20-02-20.786000,[R]: 20 
20-02-20.787000,[R]: 1 
20-02-20.788000,S 1 	RSSI: 48
20-02-20.791000,[R]: 2 
20-02-20.791000,[R]: 50 
20-02-20.794000,[R]: 1 
20-02-20.798000,S 1 	RSSI: 48
20-02-20.800000,[R]: 2 
20-02-20.801000,[R]: 50 
20-02-20.803000,[R]: 1 
20-02-20.806000,S 1 	RSSI: 48
20-02-20.809000,[R]: 2 
20-02-20.809000,[R]: 50 
20-02-20.811000,[R]: 1 
20-02-20.814000,S 1 	RSSI: 48
20-02-20.817000,[R]: 2 
20-02-20.817000,[R]: 50 
20-02-20.820000,[R]: 1 
20-02-20.822000,S 1 	RSSI: 48
20-02-20.825000,[R]: 2 
20-02-20.827000,[R]: 50 
20-02-20.829000,[R]: 1 
20-02-20.830000,S 1 	RSSI: 48
20-02-20.834000,[R]: 2 
20-02-20.837000,[R]: 50 
20-02-20.837000,[R]: 20 
20-02-20.839000,[R]: 1 
20-02-20.839000,S 1 	RSSI: 48
20-02-20.841000,[R]: 2 
20-02-20.842000,[R]: 50 
20-02-20.845000,[R]: 1 
20-02-20.848000,S 1 	RSSI: 48
20-02-20.851000,[R]: 2 
20-02-20.851000,[R]: 50 
20-02-20.854000,[R]: 1 
20-02-20.856000,S 1 	RSSI: 48
20-02-20.859000,[R]: 2 
20-02-20.864000,[R]: 50 
20-02-20.864000,[R]: 1 
20-02-20.865000,S 1 	RSSI: 48
20-02-20.867000,[R]: 2 
20-02-20.867000,[R]: 50 
20-02-20.870000,[R]: 1 
20-02-20.872000,S 1 	RSSI: 48
20-02-20.875000,[R]: 2 
20-02-20.876000,[R]: 50 
20-02-20.879000,[R]: 1 
20-02-20.880000,S 1 	RSSI: 48
20-02-20.884000,[R]: 2 
20-02-20.885000,[R]: 50 
20-02-20.886000,[R]: 20 
20-02-20.887000,[R]: 1 
20-02-20.889000,S 1 	RSSI: 48
20-02-20.891000,[R]: 2 
20-02-20.893000,[R]: 50 
20-02-20.896000,[R]: 1 
20-02-20.897000,S 1 	RSSI: 48
20-02-20.900000,[R]: 2 
20-02-20.901000,[R]: 50 
20-02-20.904000,[R]: 1 
20-02-20.906000,S 1 	RSSI: 48
20-02-20.909000,[R]: 2 
20-02-20.910000,[R]: 50 
20-02-20.912000,[R]: 1 
20-02-20.914000,S 1 	RSSI: 48
20-02-20.917000,[R]: 2 
20-02-20.918000,[R]: 50 
20-02-20.920000,[R]: 1 
20-02-20.922000,S 1 	RSSI: 48
20-02-20.925000,[R]: 2 
20-02-20.926000,[R]: 50 
20-02-20.929000,[R]: 1 
20-02-20.930000,S 1 	RSSI: 48
20-02-20.933000,[R]: 2 
20-02-20.934000,[R]: 50 
20-02-20.939000,[R]: 1 
20-02-20.940000,S 1 	RSSI: 48
20-02-20.942000,[R]: 2 
20-02-20.943000,[R]: 50 
20-02-20.945000,[R]: 1 
20-02-20.947000,S 1 	RSSI: 48
20-02-20.950000,[R]: 2 
20-02-20.950000,[R]: 50 
20-02-20.953000,[R]: 1 
20-02-20.955000,S 1 	RSSI: 48
20-02-20.958000,[R]: 2 
20-02-20.962000,[R]: 50 
20-02-20.963000,[R]: 1 
20-02-20.964000,S 1 	RSSI: 48
20-02-20.965000,[R]: 20 
20-02-20.967000,[R]: 1 
20-02-20.973000,S 1 	RSSI: 48
20-02-20.973000,[R]: 2 
20-02-20.974000,[R]: 50 
20-02-20.975000,[R]: 1 
20-02-20.977000,S 1 	RSSI: 48
20-02-20.979000,[R]: 2 
20-02-20.980000,[R]: 50 
20-02-20.983000,[R]: 1 
20-02-20.985000,S 1 	RSSI: 48
20-02-20.988000,[R]: 2 
20-02-20.989000,[R]: 50 
20-02-20.992000,[R]: 1 
20-02-20.993000,S 1 	RSSI: 48
20-02-20.996000,[R]: 2 
20-02-20.996000,[R]: 50 
20-02-21.000000,[R]: 1 
20-02-21.001000,S 1 	RSSI: 48
20-02-21.004000,[R]: 2 
20-02-21.005000,[R]: 50 
20-02-21.010000,[R]: 1 
20-02-21.013000,S 1 	RSSI: 48
20-02-21.014000,[R]: 2 
20-02-21.014000,[R]: 50 
20-02-21.015000,[R]: 20 
20-02-21.016000,[R]: 1 
20-02-21.021000,[R]: 2 
20-02-21.022000,[R]: 50 
20-02-21.025000,[R]: 1 
20-02-21.026000,S 1 	RSSI: 48
20-02-21.029000,[R]: 2 
20-02-21.036000,[R]: 50 
20-02-21.036000,[R]: 1 
20-02-21.037000,[R]: 20 
20-02-21.037000,[R]: 1 
20-02-21.042000,[R]: 2 
20-02-21.046000,[R]: 50 
20-02-21.047000,[R]: 1 
20-02-21.050000,[R]: 2 
20-02-21.052000,[R]: 50 
20-02-21.053000,[R]: 1 
20-02-21.057000,[R]: 2 
20-02-21.059000,[R]: 50 
20-02-21.061000,[R]: 1 
20-02-21.066000,[R]: 2 
20-02-21.067000,[R]: 50 
20-02-21.068000,S 1 	RSSI: 48
20-02-21.069000,[R]: 1 
20-02-21.076000,[R]: 2 
20-02-21.076000,[R]: 50 
20-02-21.077000,S 1 	RSSI: 48
20-02-21.078000,[R]: 1 
20-02-21.083000,[R]: 2 
20-02-21.085000,[R]: 50 
20-02-21.086000,S 1 	RSSI: 48
20-02-21.087000,[R]: 1 
20-02-21.091000,[R]: 2 
20-02-21.092000,[R]: 50 
20-02-21.093000,S 1 	RSSI: 48
20-02-21.094000,[R]: 1 
20-02-21.102000,[R]: 2 
20-02-21.102000,[R]: 50 
20-02-21.102000,S 1 	RSSI: 48
20-02-21.106000,[R]: 1 
20-02-21.107000,[R]: 20 
20-02-21.110000,[R]: 1 
20-02-21.113000,S 1 	RSSI: 48
20-02-21.114000,[R]: 2 
20-02-21.114000,[R]: 50 
20-02-21.115000,[R]: 1 
20-02-21.117000,S 1 	RSSI: 48
20-02-21.120000,[R]: 2 
20-02-21.121000,[R]: 50 
20-02-21.123000,[R]: 1 
20-02-21.125000,S 1 	RSSI: 48
20-02-21.128000,[R]: 2 
20-02-21.129000,[R]: 50 
20-02-21.131000,[R]: 1 
20-02-21.133000,S 1 	RSSI: 48
20-02-21.137000,[R]: 2 
20-02-21.137000,[R]: 50 
20-02-21.139000,[R]: 1 
20-02-21.141000,S 1 	RSSI: 48
20-02-21.144000,[R]: 2 
20-02-21.148000,[R]: 50 
20-02-21.150000,[R]: 1 
20-02-21.151000,S 1 	RSSI: 48
20-02-21.153000,[R]: 2 
20-02-21.153000,[R]: 50 
20-02-21.156000,[R]: 1 
20-02-21.162000,S 1 	RSSI: 48
20-02-21.162000,[R]: 2 
20-02-21.163000,[R]: 50 
20-02-21.165000,[R]: 1 
20-02-21.167000,S 1 	RSSI: 48
20-02-21.170000,[R]: 2 
20-02-21.171000,[R]: 50 
20-02-21.173000,[R]: 1 
20-02-21.178000,S 1 	RSSI: 48
20-02-21.180000,[R]: 2 
20-02-21.180000,[R]: 50 
20-02-21.181000,[R]: 1 
20-02-21.183000,S 1 	RSSI: 48
20-02-21.187000,[R]: 2 
20-02-21.188000,[R]: 50 
20-02-21.190000,[R]: 1 
20-02-21.192000,S 1 	RSSI: 48
20-02-21.194000,[R]: 2 
20-02-21.195000,[R]: 50 
20-02-21.200000,[R]: 1 
20-02-21.201000,S 1 	RSSI: 48
20-02-21.204000,[R]: 2 
20-02-21.205000,[R]: 50 
20-02-21.206000,[R]: 20 
20-02-21.206000,[R]: 1 
20-02-21.210000,S 1 	RSSI: 48
20-02-21.211000,[R]: 2 
20-02-21.212000,[R]: 50 
20-02-21.215000,[R]: 1 
20-02-21.217000,S 1 	RSSI: 48
20-02-21.221000,[R]: 2 
20-02-21.222000,[R]: 50 
20-02-21.224000,[R]: 1 
20-02-21.226000,S 1 	RSSI: 48
20-02-21.228000,[R]: 2 
20-02-21.230000,[R]: 50 
20-02-21.232000,[R]: 1 
20-02-21.234000,S 1 	RSSI: 48
20-02-21.238000,[R]: 2 
20-02-21.240000,[R]: 50 
20-02-21.241000,[R]: 1 
20-02-21.242000,S 1 	RSSI: 48
20-02-21.245000,[R]: 2 
20-02-21.245000,[R]: 50 
20-02-21.248000,[R]: 1 
20-02-21.250000,S 1 	RSSI: 48
20-02-21.254000,[R]: 2 
20-02-21.254000,[R]: 50 
20-02-21.255000,[R]: 20 
20-02-21.259000,[R]: 1 
20-02-21.261000,S 1 	RSSI: 48
20-02-21.262000,[R]: 2 
20-02-21.263000,[R]: 50 
20-02-21.265000,[R]: 1 
20-02-21.267000,S 1 	RSSI: 48
20-02-21.270000,[R]: 2 
20-02-21.271000,[R]: 50 
20-02-21.275000,[R]: 1 
20-02-21.276000,S 1 	RSSI: 48
20-02-21.278000,[R]: 2 
20-02-21.280000,[R]: 50 
20-02-21.282000,[R]: 1 
20-02-21.284000,S 1 	RSSI: 48
20-02-21.287000,[R]: 2 
20-02-21.288000,[R]: 50 
20-02-21.290000,[R]: 1 
20-02-21.292000,S 1 	RSSI: 48
20-02-21.295000,[R]: 2 
20-02-21.296000,[R]: 50 
20-02-21.298000,[R]: 1 
20-02-21.302000,S 1 	RSSI: 48
20-02-21.304000,[R]: 2 
20-02-21.305000,[R]: 50 
20-02-21.306000,[R]: 20 
20-02-21.307000,[R]: 1 
20-02-21.309000,S 1 	RSSI: 48
20-02-21.311000,[R]: 2 
20-02-21.313000,[R]: 50 
20-02-21.315000,[R]: 1 
20-02-21.317000,S 1 	RSSI: 48
20-02-21.320000,[R]: 2 
20-02-21.324000,[R]: 50 
20-02-21.325000,[R]: 1 
20-02-21.326000,S 1 	RSSI: 48
20-02-21.328000,[R]: 2 
20-02-21.330000,[R]: 50 
20-02-21.332000,[R]: 1 
20-02-21.335000,S 1 	RSSI: 48
20-02-21.337000,[R]: 2 
20-02-21.337000,[R]: 50 
20-02-21.340000,[R]: 1 
20-02-21.342000,S 1 	RSSI: 48
20-02-21.345000,[R]: 2 
20-02-21.346000,[R]: 50 
20-02-21.348000,[R]: 1 
20-02-21.351000,S 1 	RSSI: 48
20-02-21.354000,[R]: 2 
20-02-21.358000,[R]: 50 
20-02-21.364000,[R]: 20 
20-02-21.364000,[R]: 1 
20-02-21.365000,S 1 	RSSI: 48
20-02-21.366000,[R]: 2 
20-02-21.366000,[R]: 50 
20-02-21.367000,[R]: 1 
20-02-21.368000,S 1 	RSSI: 49
20-02-21.370000,[R]: 2 
20-02-21.371000,[R]: 50 
20-02-21.374000,[R]: 1 
20-02-21.377000,S 1 	RSSI: 48
20-02-21.378000,[R]: 2 
20-02-21.380000,[R]: 50 
20-02-21.382000,[R]: 1 
20-02-21.384000,S 1 	RSSI: 48
20-02-21.387000,[R]: 2 
20-02-21.388000,[R]: 50 
20-02-21.390000,[R]: 1 
20-02-21.392000,S 1 	RSSI: 48
20-02-21.395000,[R]: 2 
20-02-21.396000,[R]: 50 
20-02-21.400000,[R]: 1 
20-02-21.401000,S 1 	RSSI: 48
20-02-21.404000,[R]: 2 
20-02-21.405000,[R]: 50 
20-02-21.406000,[R]: 20 
20-02-21.408000,[R]: 1 
20-02-21.413000,S 1 	RSSI: 48
20-02-21.414000,[R]: 2 
20-02-21.414000,[R]: 50 
20-02-21.415000,[R]: 1 
20-02-21.418000,S 1 	RSSI: 48
20-02-21.420000,[R]: 2 
20-02-21.421000,[R]: 50 
20-02-21.424000,[R]: 1 
20-02-21.426000,S 1 	RSSI: 48
20-02-21.428000,[R]: 2 
20-02-21.429000,[R]: 50 
20-02-21.431000,[R]: 1 
20-02-21.433000,S 1 	RSSI: 48
20-02-21.436000,[R]: 2 
20-02-21.438000,[R]: 50 
20-02-21.439000,[R]: 1 
20-02-21.441000,S 1 	RSSI: 48
20-02-21.445000,[R]: 2 
20-02-21.448000,[R]: 50 
20-02-21.449000,[R]: 1 
20-02-21.450000,S 1 	RSSI: 48
20-02-21.453000,[R]: 2 
20-02-21.454000,[R]: 50 
20-02-21.454000,[R]: 20 
20-02-21.458000,[R]: 1 
20-02-21.459000,S 1 	RSSI: 48
20-02-21.460000,[R]: 2 
20-02-21.461000,[R]: 50 
20-02-21.464000,[R]: 1 
20-02-21.467000,S 1 	RSSI: 48
20-02-21.469000,[R]: 2 
20-02-21.470000,[R]: 50 
20-02-21.473000,[R]: 1 
20-02-21.475000,S 1 	RSSI: 48
20-02-21.478000,[R]: 2 
20-02-21.482000,[R]: 50 
20-02-21.482000,[R]: 1 
20-02-21.483000,S 1 	RSSI: 48
20-02-21.486000,[R]: 2 
20-02-21.489000,[R]: 50 
20-02-21.490000,[R]: 1 
20-02-21.491000,S 1 	RSSI: 48
20-02-21.494000,[R]: 2 
20-02-21.495000,[R]: 50 
20-02-21.498000,[R]: 1 
20-02-21.500000,S 1 	RSSI: 48
20-02-21.504000,[R]: 2 
20-02-21.504000,[R]: 50 
20-02-21.505000,[R]: 20 
20-02-21.506000,[R]: 1 
20-02-21.510000,S 1 	RSSI: 48
20-02-21.511000,[R]: 2 
20-02-21.511000,[R]: 50 
20-02-21.514000,[R]: 1 
20-02-21.517000,S 1 	RSSI: 48
20-02-21.521000,[R]: 2 
20-02-21.521000,[R]: 50 
20-02-21.523000,[R]: 1 
20-02-21.525000,S 1 	RSSI: 48
20-02-21.528000,[R]: 2 
20-02-21.532000,[R]: 50 
20-02-21.533000,[R]: 1 
20-02-21.534000,S 1 	RSSI: 48
20-02-21.537000,[R]: 2 
20-02-21.537000,[R]: 50 
20-02-21.539000,[R]: 1 
20-02-21.543000,S 1 	RSSI: 48
20-02-21.545000,[R]: 2 
20-02-21.545000,[R]: 50 
20-02-21.548000,[R]: 1 
20-02-21.552000,S 1 	RSSI: 48
20-02-21.554000,[R]: 2 
20-02-21.554000,[R]: 50 
20-02-21.555000,[R]: 20 
20-02-21.556000,[R]: 1 
20-02-21.558000,S 1 	RSSI: 48
20-02-21.561000,[R]: 2 
20-02-21.564000,[R]: 50 
20-02-21.565000,[R]: 1 
20-02-21.567000,S 1 	RSSI: 48
20-02-21.569000,[R]: 2 
20-02-21.573000,[R]: 50 
20-02-21.574000,[R]: 1 
20-02-21.575000,S 1 	RSSI: 48
20-02-21.578000,[R]: 2 
20-02-21.579000,[R]: 50 
20-02-21.582000,[R]: 1 
20-02-21.584000,S 1 	RSSI: 48
20-02-21.587000,[R]: 2 
20-02-21.587000,[R]: 50 
20-02-21.588000,S 1 	RSSI: 48
20-02-21.589000,[R]: 1 
20-02-21.595000,[R]: 2 
20-02-21.600000,[R]: 50 
20-02-21.601000,S 1 	RSSI: 48
20-02-21.601000,[R]: 1 
20-02-21.604000,[R]: 2 
20-02-21.604000,[R]: 50 
20-02-21.607000,S 1 	RSSI: 48
20-02-21.608000,[R]: 1 
20-02-21.612000,[R]: 2 
20-02-21.613000,[R]: 50 
20-02-21.614000,S 1 	RSSI: 48
20-02-21.614000,[R]: 1 
20-02-21.620000,[R]: 2 
20-02-21.621000,[R]: 50 
20-02-21.621000,S 1 	RSSI: 48
20-02-21.622000,[R]: 1 
20-02-21.623000,[R]: 20 
20-02-21.627000,[R]: 1 
