09-46-31.936000,-------------------
09-46-49.244000,[R]: 50 
09-46-49.277000,S 2 	RSSI: 45
09-46-49.277000,[R]: 10 
09-46-49.278000,[R]: 2 
09-46-49.279000,[R]: 20 
09-46-49.279000,[R]: 10 
09-46-49.280000,[R]: 1 
09-46-49.280000,[R]: 50 
09-46-49.281000,[R]: 10 
09-46-49.281000,[R]: 2 
09-46-49.286000,S 2 	RSSI: 46
09-46-49.286000,[R]: 10 
09-46-49.287000,[R]: 1 
09-46-49.287000,[R]: 50 
09-46-49.288000,[R]: 20 
09-46-49.289000,[R]: 10 
09-46-49.304000,[R]: 1 
09-46-49.304000,[R]: 50 
09-46-49.308000,[R]: 20 
09-46-49.324000,[R]: 10 
09-46-49.325000,[R]: 1 
09-46-49.325000,[R]: 50 
09-46-49.326000,[R]: 10 
09-46-49.326000,[R]: 2 
09-46-49.327000,S 2 	RSSI: 46
09-46-49.327000,[R]: 10 
09-46-49.328000,[R]: 1 
09-46-49.329000,[R]: 50 
09-46-49.367000,[R]: 20 
09-46-49.368000,[R]: 10 
09-46-49.368000,[R]: 1 
09-46-49.370000,[R]: 50 
09-46-49.370000,[R]: 10 
09-46-49.371000,[R]: 2 
09-46-49.372000,[R]: 10 
09-46-49.377000,[R]: 1 
09-46-49.400000,[R]: 50 
09-46-49.401000,S 2 	RSSI: 46
09-46-49.403000,[R]: 10 
09-46-49.403000,[R]: 2 
09-46-49.404000,[R]: 20 
09-46-49.406000,[R]: 10 
09-46-49.406000,[R]: 1 
09-46-49.407000,[R]: 50 
09-46-49.408000,[R]: 10 
09-46-49.408000,[R]: 2 
09-46-49.409000,S 2 	RSSI: 46
09-46-49.410000,[R]: 10 
09-46-49.410000,[R]: 1 
09-46-49.417000,[R]: 50 
09-46-49.418000,[R]: 20 
09-46-49.418000,[R]: 10 
09-46-49.419000,[R]: 1 
09-46-49.419000,[R]: 50 
09-46-49.420000,[R]: 20 
09-46-49.420000,[R]: 10 
09-46-49.421000,[R]: 1 
09-46-49.421000,[R]: 50 
09-46-49.441000,[R]: 10 
09-46-49.441000,[R]: 2 
09-46-49.442000,S 2 	RSSI: 46
09-46-49.443000,[R]: 10 
09-46-49.443000,[R]: 1 
09-46-49.444000,[R]: 50 
09-46-49.444000,[R]: 20 
09-46-49.463000,[R]: 10 
09-46-49.533000,[R]: 1 
09-46-49.533000,[R]: 50 
09-46-49.534000,[R]: 10 
09-46-49.534000,[R]: 2 
09-46-49.535000,[R]: 10 
09-46-49.536000,[R]: 1 
09-46-49.536000,[R]: 50 
09-46-49.564000,S 2 	RSSI: 46
09-46-49.565000,[R]: 10 
09-46-49.565000,[R]: 2 
09-46-49.566000,[R]: 20 
09-46-49.566000,[R]: 10 
09-46-49.568000,[R]: 1 
09-46-49.576000,[R]: 50 
09-46-49.576000,[R]: 10 
09-46-49.578000,[R]: 2 
09-46-49.579000,S 2 	RSSI: 46
09-46-49.595000,[R]: 10 
09-46-49.595000,[R]: 1 
09-46-49.610000,[R]: 50 
09-46-49.619000,[R]: 20 
09-46-49.619000,[R]: 10 
09-46-49.620000,[R]: 1 
09-46-49.621000,[R]: 50 
09-46-49.629000,[R]: 20 
09-46-49.638000,[R]: 10 
09-46-49.642000,[R]: 1 
09-46-49.643000,[R]: 50 
09-46-49.650000,[R]: 10 
09-46-49.653000,[R]: 2 
09-46-49.654000,S 2 	RSSI: 46
09-46-49.654000,[R]: 10 
09-46-49.658000,[R]: 1 
09-46-49.658000,[R]: 50 
09-46-49.659000,[R]: 20 
09-46-49.659000,[R]: 10 
09-46-49.663000,[R]: 1 
09-46-49.664000,[R]: 50 
09-46-49.677000,[R]: 10 
09-46-49.679000,[R]: 2 
09-46-49.680000,[R]: 10 
09-46-49.681000,[R]: 1 
09-46-49.690000,[R]: 50 
09-46-49.693000,S 2 	RSSI: 46
09-46-49.693000,[R]: 10 
09-46-49.711000,[R]: 2 
09-46-49.728000,[R]: 20 
09-46-49.728000,[R]: 10 
09-46-49.729000,[R]: 1 
09-46-49.729000,[R]: 50 
09-46-49.730000,[R]: 10 
09-46-49.731000,[R]: 2 
09-46-49.755000,S 2 	RSSI: 46
09-46-49.767000,[R]: 10 
09-46-49.777000,[R]: 1 
09-46-49.777000,[R]: 50 
09-46-49.778000,[R]: 20 
09-46-49.779000,[R]: 10 
09-46-49.779000,[R]: 1 
09-46-49.780000,[R]: 50 
09-46-49.787000,[R]: 20 
09-46-49.787000,[R]: 10 
09-46-49.789000,[R]: 1 
09-46-49.809000,[R]: 50 
09-46-49.809000,[R]: 10 
09-46-49.810000,[R]: 2 
09-46-49.811000,S 2 	RSSI: 46
09-46-49.817000,[R]: 10 
09-46-49.818000,[R]: 1 
09-46-49.818000,[R]: 50 
09-46-49.838000,[R]: 20 
09-46-49.839000,[R]: 10 
09-46-49.840000,[R]: 1 
09-46-49.858000,[R]: 50 
09-46-49.859000,[R]: 10 
09-46-49.874000,[R]: 2 
09-46-49.900000,[R]: 10 
09-46-49.900000,[R]: 1 
09-46-49.901000,[R]: 50 
09-46-49.901000,S 2 	RSSI: 46
09-46-49.902000,[R]: 10 
09-46-49.903000,[R]: 2 
09-46-49.903000,[R]: 20 
09-46-49.904000,[R]: 10 
09-46-49.905000,[R]: 1 
09-46-49.918000,[R]: 50 
09-46-49.931000,[R]: 10 
09-46-49.931000,[R]: 2 
09-46-49.932000,S 2 	RSSI: 46
09-46-49.933000,[R]: 10 
09-46-49.933000,[R]: 1 
09-46-49.940000,[R]: 50 
09-46-49.940000,[R]: 10 
09-46-49.941000,[R]: 2 
09-46-49.943000,[R]: 20 
09-46-49.944000,[R]: 10 
09-46-49.951000,[R]: 1 
09-46-49.967000,[R]: 50 
09-46-49.968000,[R]: 10 
09-46-49.968000,[R]: 2 
09-46-49.969000,S 2 	RSSI: 46
09-46-49.971000,[R]: 10 
09-46-49.975000,[R]: 1 
09-46-49.980000,[R]: 50 
09-46-49.996000,[R]: 20 
09-46-50.011000,[R]: 10 
09-46-50.011000,[R]: 1 
09-46-50.016000,[R]: 50 
09-46-50.024000,[R]: 10 
09-46-50.057000,[R]: 2 
09-46-50.060000,[R]: 10 
09-46-50.060000,[R]: 1 
09-46-50.061000,[R]: 50 
09-46-50.061000,S 2 	RSSI: 46
09-46-50.062000,[R]: 10 
09-46-50.063000,[R]: 2 
09-46-50.063000,[R]: 20 
09-46-50.066000,[R]: 10 
09-46-50.067000,[R]: 1 
09-46-50.068000,[R]: 50 
09-46-50.069000,[R]: 10 
09-46-50.069000,[R]: 2 
09-46-50.091000,S 2 	RSSI: 46
09-46-50.094000,[R]: 10 
09-46-50.102000,[R]: 1 
09-46-50.113000,[R]: 50 
09-46-50.119000,[R]: 20 
09-46-50.120000,[R]: 10 
09-46-50.123000,[R]: 1 
09-46-50.136000,[R]: 50 
09-46-50.137000,[R]: 20 
09-46-50.138000,[R]: 10 
09-46-50.139000,[R]: 1 
09-46-50.140000,[R]: 50 
09-46-50.150000,[R]: 10 
09-46-50.150000,[R]: 2 
09-46-50.151000,[R]: 10 
09-46-50.151000,[R]: 1 
09-46-50.152000,[R]: 50 
09-46-50.152000,[R]: 20 
09-46-50.153000,[R]: 10 
09-46-50.154000,[R]: 1 
09-46-50.154000,[R]: 50 
09-46-50.183000,[R]: 10 
09-46-50.183000,[R]: 2 
09-46-50.184000,[R]: 10 
09-46-50.185000,[R]: 1 
09-46-50.185000,[R]: 50 
09-46-50.186000,S 2 	RSSI: 47
09-46-50.187000,[R]: 10 
09-46-50.188000,[R]: 2 
09-46-50.203000,[R]: 20 
09-46-50.204000,[R]: 10 
09-46-50.205000,[R]: 1 
09-46-50.205000,[R]: 50 
09-46-50.206000,[R]: 10 
09-46-50.206000,[R]: 2 
09-46-50.207000,S 2 	RSSI: 48
09-46-50.216000,[R]: 10 
09-46-50.217000,[R]: 1 
09-46-50.226000,[R]: 50 
09-46-50.226000,[R]: 20 
09-46-50.227000,[R]: 10 
09-46-50.228000,[R]: 1 
09-46-50.228000,[R]: 50 
09-46-50.230000,[R]: 20 
09-46-50.246000,[R]: 10 
09-46-50.247000,[R]: 1 
09-46-50.251000,[R]: 50 
09-46-50.254000,[R]: 10 
09-46-50.281000,[R]: 2 
09-46-50.287000,S 2 	RSSI: 46
09-46-50.295000,[R]: 10 
09-46-50.303000,[R]: 1 
09-46-50.309000,[R]: 50 
09-46-50.317000,[R]: 20 
09-46-50.336000,[R]: 10 
09-46-50.337000,[R]: 1 
09-46-50.337000,[R]: 50 
09-46-50.348000,[R]: 10 
09-46-50.369000,[R]: 2 
09-46-50.370000,[R]: 10 
09-46-50.402000,[R]: 1 
09-46-50.403000,[R]: 50 
09-46-50.404000,S 2 	RSSI: 46
09-46-50.404000,[R]: 10 
09-46-50.405000,[R]: 2 
09-46-50.440000,[R]: 20 
09-46-50.441000,[R]: 10 
09-46-50.441000,[R]: 1 
09-46-50.442000,[R]: 50 
09-46-50.442000,[R]: 10 
09-46-50.443000,[R]: 2 
09-46-50.443000,S 2 	RSSI: 46
09-46-50.444000,[R]: 10 
09-46-50.445000,[R]: 1 
09-46-50.445000,[R]: 50 
09-46-50.447000,[R]: 20 
09-46-50.448000,[R]: 10 
09-46-50.475000,[R]: 1 
09-46-50.476000,[R]: 50 
09-46-50.477000,[R]: 20 
09-46-50.477000,[R]: 10 
09-46-50.477000,[R]: 1 
09-46-50.481000,[R]: 50 
09-46-50.488000,[R]: 10 
