22-04-56.525000,"""Program init"""
22-07-56.945000,"""[RSP] Sensor: 2. RSSI: 69"""
22-07-56.947000,"""[RSP] Sensor: 3. RSSI: 60"""
22-07-56.954000,"""[RSP] Sensor: 4. RSSI: 79"""
22-07-56.955000,"""[RSP] Sensor: 1. RSSI: 60"""
22-07-56.956000,"""COUNT 2 1 1 1"
22-07-56.956000,[0] 58 60 0
22-07-56.957000,[1] 44 55
22-07-56.958000,[2] 79
22-07-56.959000,""""
22-07-56.962000,"""[RSP] Sensor: 1. RSSI: 60"""
22-07-56.965000,"""[RSP] Sensor: 2. RSSI: 69"""
22-07-56.968000,"""[RSP] Sensor: 3. RSSI: 60"""
22-07-56.970000,"""[RSP] Sensor: 4. RSSI: 78"""
22-07-56.975000,"""COUNT 1 1 1 1"
22-07-56.976000,[0] 58 60 69
22-07-56.977000,[1] 44 55
22-07-56.978000,[2] 87
22-07-56.978000,""""
22-07-56.981000,"""[RSP] Sensor: 1. RSSI: 60"""
22-07-56.984000,"""[RSP] Sensor: 2. RSSI: 69"""
22-07-56.987000,"""[RSP] Sensor: 3. RSSI: 60"""
22-07-56.993000,"""COUNT 1 1 1 0"
22-07-56.994000,[0] 58 60 0
22-07-56.995000,[1] 44 55
22-07-56.996000,[2] 0
22-07-56.996000,""""
22-07-57.000000,"""[RSP] Sensor: 3. RSSI: 60"""
22-07-57.004000,"""[RSP] Sensor: 4. RSSI: 77"""
22-07-57.008000,"""[RSP] Sensor: 1. RSSI: 60"""
22-07-57.013000,"""COUNT 1 0 1 1"
22-07-57.014000,[0] 0 0 69
22-07-57.015000,[1] 44 53
22-07-57.016000,[2] 0
22-07-57.016000,""""
22-07-57.019000,"""[RSP] Sensor: 2. RSSI: 69"""
22-07-57.022000,"""[RSP] Sensor: 3. RSSI: 60"""
22-07-57.024000,"""[RSP] Sensor: 4. RSSI: 76"""
22-07-57.027000,"""[RSP] Sensor: 1. RSSI: 60"""
22-07-57.031000,"""[RSP] Sensor: 2. RSSI: 68"""
22-07-57.035000,"""COUNT 1 2 1 1"
22-07-57.036000,[0] 58 60 68
22-07-57.037000,[1] 44 53
22-07-57.038000,[2] 80
22-07-57.038000,""""
22-07-57.041000,"""[RSP] Sensor: 3. RSSI: 60"""
22-07-57.044000,"""[RSP] Sensor: 4. RSSI: 75"""
22-07-57.047000,"""[RSP] Sensor: 1. RSSI: 60"""
22-07-57.050000,"""[RSP] Sensor: 2. RSSI: 68"""
22-07-57.053000,"""[RSP] Sensor: 3. RSSI: 60"""
22-07-57.055000,"""COUNT 1 1 2 1"
22-07-57.056000,[0] 58 60 0
22-07-57.057000,[1] 45 54
22-07-57.058000,[2] 89
22-07-57.059000,""""
22-07-57.062000,"""[RSP] Sensor: 4. RSSI: 75"""
22-07-57.065000,"""[RSP] Sensor: 1. RSSI: 60"""
22-07-57.066000,"""[RSP] Sensor: 2. RSSI: 69"""
22-07-57.070000,"""[RSP] Sensor: 3. RSSI: 60"""
22-07-57.072000,"""[RSP] Sensor: 4. RSSI: 73"""
22-07-57.075000,"""COUNT 1 1 1 2"
22-07-57.076000,[0] 57 60 0
22-07-57.077000,[1] 44 55
22-07-57.078000,[2] 81
22-07-57.079000,""""
22-07-57.082000,"""[RSP] Sensor: 1. RSSI: 60"""
22-07-57.084000,"""[RSP] Sensor: 2. RSSI: 69"""
22-07-57.087000,"""[RSP] Sensor: 3. RSSI: 60"""
22-07-57.091000,"""[RSP] Sensor: 4. RSSI: 73"""
22-07-57.092000,"""[RSP] Sensor: 1. RSSI: 60"""
22-07-57.096000,"""COUNT 2 1 1 1"
22-07-57.096000,[0] 57 60 0
22-07-57.103000,[1] 45 56
22-07-57.104000,[2] 72
22-07-57.105000,""""
22-07-57.106000,"""[RSP] Sensor: 1. RSSI: 60"""
22-07-57.106000,"""[RSP] Sensor: 2. RSSI: 69"""
22-07-57.108000,"""[RSP] Sensor: 3. RSSI: 60"""
22-07-57.111000,"""[RSP] Sensor: 4. RSSI: 72"""
22-07-57.115000,"""COUNT 1 1 1 1"
22-07-57.117000,[0] 57 60 67
22-07-57.118000,[1] 44 56
22-07-57.118000,[2] 69
22-07-57.119000,""""
22-07-57.122000,"""[RSP] Sensor: 1. RSSI: 60"""
22-07-57.125000,"""[RSP] Sensor: 2. RSSI: 70"""
22-07-57.127000,"""[RSP] Sensor: 3. RSSI: 60"""
22-07-57.131000,"""[RSP] Sensor: 4. RSSI: 71"""
22-07-57.135000,"""COUNT 1 1 1 1"
22-07-57.137000,[0] 57 60 67
22-07-57.137000,[1] 44 56
22-07-57.139000,[2] 65
22-07-57.139000,""""
22-07-57.142000,"""[RSP] Sensor: 2. RSSI: 69"""
22-07-57.144000,"""[RSP] Sensor: 3. RSSI: 60"""
22-07-57.147000,"""[RSP] Sensor: 4. RSSI: 71"""
22-07-57.149000,"""[RSP] Sensor: 1. RSSI: 60"""
22-07-57.153000,"""COUNT 1 1 1 1"
22-07-57.154000,[0] 0 0 0
22-07-57.155000,[1] 45 55
22-07-57.156000,[2] 62
22-07-57.157000,""""
22-07-57.159000,"""[RSP] Sensor: 3. RSSI: 60"""
22-07-57.165000,"""[RSP] Sensor: 1. RSSI: 60"""
22-07-57.169000,"""[RSP] Sensor: 2. RSSI: 69"""
22-07-57.173000,"""COUNT 1 1 1 0"
22-07-57.174000,[0] 57 60 0
22-07-57.175000,[1] 45 0
22-07-57.176000,[2] 0
22-07-57.177000,""""
22-07-57.179000,"""[RSP] Sensor: 3. RSSI: 60"""
22-07-57.182000,"""[RSP] Sensor: 4. RSSI: 70"""
22-07-57.185000,"""[RSP] Sensor: 1. RSSI: 60"""
22-07-57.187000,"""[RSP] Sensor: 2. RSSI: 69"""
22-07-57.191000,"""[RSP] Sensor: 3. RSSI: 60"""
22-07-57.195000,"""COUNT 1 1 2 1"
22-07-57.196000,[0] 57 60 65
22-07-57.197000,[1] 45 54
22-07-57.198000,[2] 58
22-07-57.199000,""""
22-07-57.201000,"""[RSP] Sensor: 4. RSSI: 70"""
22-07-57.204000,"""[RSP] Sensor: 1. RSSI: 60"""
22-07-57.207000,"""[RSP] Sensor: 2. RSSI: 69"""
22-07-57.211000,"""[RSP] Sensor: 3. RSSI: 60"""
22-07-57.213000,"""[RSP] Sensor: 4. RSSI: 70"""
22-07-57.215000,"""COUNT 1 1 1 2"
22-07-57.216000,[0] 57 60 63
22-07-57.217000,[1] 45 53
22-07-57.218000,[2] 55
22-07-57.219000,""""
22-07-57.221000,"""[RSP] Sensor: 1. RSSI: 60"""
22-07-57.224000,"""[RSP] Sensor: 2. RSSI: 69"""
22-07-57.227000,"""[RSP] Sensor: 3. RSSI: 60"""
22-07-57.230000,"""[RSP] Sensor: 4. RSSI: 69"""
22-07-57.233000,"""[RSP] Sensor: 1. RSSI: 60"""
22-07-57.234000,"""COUNT 2 1 1 1"
22-07-57.236000,[0] 0 0 0
22-07-57.237000,[1] 45 53
22-07-57.238000,[2] 55
22-07-57.238000,""""
22-07-57.241000,"""[RSP] Sensor: 1. RSSI: 59"""
22-07-57.244000,"""[RSP] Sensor: 2. RSSI: 69"""
22-07-57.247000,"""[RSP] Sensor: 3. RSSI: 61"""
22-07-57.255000,"""COUNT 1 1 1 0"
22-07-57.256000,[0] 57 60 0
22-07-57.257000,[1] 45 53
22-07-57.258000,[2] 55
22-07-57.259000,""""
22-07-57.261000,"""[RSP] Sensor: 2. RSSI: 69"""
22-07-57.265000,"""[RSP] Sensor: 3. RSSI: 60"""
22-07-57.268000,"""[RSP] Sensor: 4. RSSI: 69"""
22-07-57.275000,"""COUNT 0 1 1 1"
22-07-57.276000,[0] 56 60 61
22-07-57.277000,[1] 45 52
22-07-57.278000,[2] 53
22-07-57.278000,""""
22-07-57.281000,"""[RSP] Sensor: 2. RSSI: 69"""
22-07-57.283000,"""[RSP] Sensor: 3. RSSI: 60"""
22-07-57.288000,"""[RSP] Sensor: 1. RSSI: 60"""
22-07-57.293000,"""COUNT 1 1 1 0"
22-07-57.294000,[0] 57 0 60
22-07-57.295000,[1] 45 0
22-07-57.296000,[2] 53
22-07-57.296000,""""
22-07-57.299000,"""[RSP] Sensor: 3. RSSI: 60"""
22-07-57.302000,"""[RSP] Sensor: 4. RSSI: 67"""
22-07-57.305000,"""[RSP] Sensor: 1. RSSI: 60"""
22-07-57.309000,"""[RSP] Sensor: 2. RSSI: 68"""
22-07-57.315000,"""COUNT 1 1 1 1"
22-07-57.316000,[0] 56 60 60
22-07-57.317000,[1] 45 52
22-07-57.318000,[2] 53
22-07-57.318000,""""
22-07-57.321000,"""[RSP] Sensor: 3. RSSI: 60"""
22-07-57.323000,"""[RSP] Sensor: 4. RSSI: 67"""
22-07-57.326000,"""[RSP] Sensor: 1. RSSI: 60"""
22-07-57.329000,"""[RSP] Sensor: 2. RSSI: 68"""
22-07-57.332000,"""[RSP] Sensor: 3. RSSI: 60"""
22-07-57.334000,"""COUNT 1 1 2 1"
22-07-57.336000,[0] 56 60 0
22-07-57.337000,[1] 45 53
22-07-57.337000,[2] 53
22-07-57.338000,""""
22-07-57.341000,"""[RSP] Sensor: 4. RSSI: 67"""
22-07-57.345000,"""[RSP] Sensor: 3. RSSI: 60"""
22-07-57.350000,"""[RSP] Sensor: 4. RSSI: 67"""
22-07-57.353000,"""COUNT 0 0 1 2"
22-07-57.354000,[0] 0 0 0
22-07-57.355000,[1] 45 0
22-07-57.355000,[2] 52
22-07-57.356000,""""
22-07-57.359000,"""[RSP] Sensor: 1. RSSI: 60"""
22-07-57.361000,"""[RSP] Sensor: 2. RSSI: 67"""
22-07-57.364000,"""[RSP] Sensor: 3. RSSI: 60"""
22-07-57.367000,"""[RSP] Sensor: 4. RSSI: 67"""
22-07-57.371000,"""[RSP] Sensor: 1. RSSI: 60"""
22-07-57.374000,"""COUNT 2 1 1 1"
22-07-57.376000,[0] 56 60 0
22-07-57.377000,[1] 45 55
22-07-57.378000,[2] 52
22-07-57.378000,""""
22-07-57.380000,"""[RSP] Sensor: 1. RSSI: 60"""
22-07-57.383000,"""[RSP] Sensor: 2. RSSI: 66"""
22-07-57.386000,"""[RSP] Sensor: 3. RSSI: 60"""
22-07-57.389000,"""[RSP] Sensor: 4. RSSI: 67"""
22-07-57.394000,"""COUNT 1 1 1 1"
22-07-57.396000,[0] 56 60 55
22-07-57.397000,[1] 45 56
22-07-57.397000,[2] 52
22-07-57.398000,""""
22-07-57.401000,"""[RSP] Sensor: 1. RSSI: 60"""
22-07-57.403000,"""[RSP] Sensor: 2. RSSI: 67"""
22-07-57.406000,"""[RSP] Sensor: 3. RSSI: 60"""
22-07-57.409000,"""[RSP] Sensor: 4. RSSI: 67"""
22-07-57.415000,"""COUNT 1 1 1 1"
22-07-57.421000,[0] 56 60 55
22-07-57.421000,[1] 45 55
22-07-57.422000,[2] 53
22-07-57.422000,""""
22-07-57.423000,"""[RSP] Sensor: 2. RSSI: 67"""
22-07-57.424000,"""[RSP] Sensor: 3. RSSI: 60"""
22-07-57.427000,"""[RSP] Sensor: 4. RSSI: 67"""
22-07-57.431000,"""[RSP] Sensor: 1. RSSI: 60"""
22-07-57.435000,"""COUNT 1 1 1 1"
22-07-57.436000,[0] 0 60 55
22-07-57.436000,[1] 45 51
22-07-57.438000,[2] 53
22-07-57.438000,""""
22-07-57.441000,"""[RSP] Sensor: 3. RSSI: 59"""
22-07-57.444000,"""[RSP] Sensor: 4. RSSI: 67"""
22-07-57.447000,"""[RSP] Sensor: 1. RSSI: 60"""
22-07-57.449000,"""[RSP] Sensor: 2. RSSI: 67"""
22-07-57.454000,"""COUNT 1 1 1 1"
22-07-57.457000,[0] 56 60 55
22-07-57.457000,[1] 44 47
22-07-57.458000,[2] 55
22-07-57.458000,""""
22-07-57.461000,"""[RSP] Sensor: 3. RSSI: 59"""
22-07-57.464000,"""[RSP] Sensor: 4. RSSI: 67"""
22-07-57.467000,"""[RSP] Sensor: 1. RSSI: 60"""
22-07-57.469000,"""[RSP] Sensor: 2. RSSI: 67"""
22-07-57.473000,"""COUNT 1 1 1 1"
22-07-57.474000,[0] 57 0 0
22-07-57.475000,[1] 44 0
22-07-57.476000,[2] 0
22-07-57.476000,""""
22-07-57.479000,"""[RSP] Sensor: 4. RSSI: 67"""
22-07-57.482000,"""[RSP] Sensor: 1. RSSI: 60"""
22-07-57.484000,"""[RSP] Sensor: 2. RSSI: 67"""
22-07-57.487000,"""[RSP] Sensor: 3. RSSI: 59"""
22-07-57.490000,"""[RSP] Sensor: 4. RSSI: 67"""
22-07-57.494000,"""COUNT 1 1 1 2"
22-07-57.495000,[0] 57 0 0
22-07-57.496000,[1] 44 44
22-07-57.498000,[2] 65
22-07-57.498000,""""
22-07-57.500000,"""[RSP] Sensor: 1. RSSI: 60"""
22-07-57.503000,"""[RSP] Sensor: 2. RSSI: 67"""
22-07-57.505000,"""[RSP] Sensor: 3. RSSI: 59"""
22-07-57.510000,"""[RSP] Sensor: 4. RSSI: 66"""
22-07-57.512000,"""[RSP] Sensor: 1. RSSI: 60"""
22-07-57.516000,"""COUNT 2 1 1 1"
22-07-57.517000,[0] 57 60 0
22-07-57.518000,[1] 44 44
22-07-57.518000,[2] 63
22-07-57.519000,""""
22-07-57.522000,"""[RSP] Sensor: 1. RSSI: 60"""
22-07-57.524000,"""[RSP] Sensor: 2. RSSI: 67"""
22-07-57.526000,"""[RSP] Sensor: 3. RSSI: 59"""
22-07-57.530000,"""[RSP] Sensor: 4. RSSI: 65"""
22-07-57.534000,"""COUNT 1 1 1 1"
22-07-57.536000,[0] 58 60 53
22-07-57.537000,[1] 44 44
22-07-57.538000,[2] 58
22-07-57.539000,""""
22-07-57.541000,"""[RSP] Sensor: 1. RSSI: 60"""
22-07-57.543000,"""[RSP] Sensor: 2. RSSI: 67"""
22-07-57.546000,"""[RSP] Sensor: 3. RSSI: 60"""
22-07-57.549000,"""[RSP] Sensor: 4. RSSI: 65"""
22-07-57.554000,"""COUNT 1 1 1 1"
22-07-57.556000,[0] 58 61 53
22-07-57.557000,[1] 44 44
22-07-57.558000,[2] 54
22-07-57.559000,""""
22-07-57.561000,"""[RSP] Sensor: 2. RSSI: 67"""
22-07-57.563000,"""[RSP] Sensor: 3. RSSI: 60"""
22-07-57.566000,"""[RSP] Sensor: 4. RSSI: 65"""
22-07-57.569000,"""[RSP] Sensor: 1. RSSI: 60"""
22-07-57.574000,"""COUNT 1 1 1 1"
22-07-57.575000,[0] 0 60 53
22-07-57.576000,[1] 44 44
22-07-57.577000,[2] 55
22-07-57.578000,""""
22-07-57.580000,"""[RSP] Sensor: 3. RSSI: 60"""
22-07-57.585000,"""[RSP] Sensor: 1. RSSI: 60"""
22-07-57.589000,"""[RSP] Sensor: 2. RSSI: 66"""
22-07-57.594000,"""COUNT 1 1 1 0"
22-07-57.595000,[0] 60 0 0
22-07-57.596000,[1] 44 44
22-07-57.597000,[2] 0
22-07-57.597000,""""
22-07-57.600000,"""[RSP] Sensor: 3. RSSI: 60"""
22-07-57.603000,"""[RSP] Sensor: 4. RSSI: 65"""
22-07-57.606000,"""[RSP] Sensor: 1. RSSI: 60"""
22-07-57.609000,"""[RSP] Sensor: 2. RSSI: 67"""
22-07-57.611000,"""[RSP] Sensor: 3. RSSI: 60"""
22-07-57.616000,"""COUNT 1 1 2 1"
22-07-57.617000,[0] 59 59 53
22-07-57.618000,[1] 44 44
22-07-57.618000,[2] 56
22-07-57.619000,""""
22-07-57.622000,"""[RSP] Sensor: 1. RSSI: 60"""
22-07-57.624000,"""[RSP] Sensor: 2. RSSI: 68"""
22-07-57.627000,"""[RSP] Sensor: 3. RSSI: 60"""
22-07-57.630000,"""[RSP] Sensor: 4. RSSI: 66"""
22-07-57.634000,"""COUNT 1 1 1 1"
22-07-57.636000,[0] 58 0 0
22-07-57.636000,[1] 44 44
22-07-57.637000,[2] 0
22-07-57.637000,""""
22-07-57.640000,"""[RSP] Sensor: 1. RSSI: 60"""
22-07-57.643000,"""[RSP] Sensor: 2. RSSI: 67"""
22-07-57.649000,"""[RSP] Sensor: 3. RSSI: 60"""
22-07-57.650000,"""[RSP] Sensor: 4. RSSI: 67"""
22-07-57.653000,"""[RSP] Sensor: 1. RSSI: 60"""
22-07-57.656000,"""COUNT 2 1 1 1"
22-07-57.657000,[0] 58 60 55
22-07-57.657000,[1] 44 44
22-07-57.658000,[2] 56
22-07-57.658000,""""
22-07-57.662000,"""[RSP] Sensor: 3. RSSI: 60"""
22-07-57.664000,"""[RSP] Sensor: 4. RSSI: 67"""
22-07-57.672000,"""COUNT 0 0 1 1"
22-07-57.673000,[0] 0 0 0
22-07-57.674000,[1] 44 0
22-07-57.675000,[2] 55
22-07-57.676000,""""
22-07-57.678000,"""[RSP] Sensor: 1. RSSI: 60"""
22-07-57.682000,"""[RSP] Sensor: 2. RSSI: 67"""
22-07-57.684000,"""[RSP] Sensor: 3. RSSI: 60"""
22-07-57.688000,"""[RSP] Sensor: 4. RSSI: 67"""
22-07-57.694000,"""COUNT 1 1 1 1"
22-07-57.695000,[0] 59 60 58
22-07-57.696000,[1] 44 44
22-07-57.697000,[2] 54
22-07-57.697000,""""
22-07-57.700000,"""[RSP] Sensor: 2. RSSI: 67"""
22-07-57.703000,"""[RSP] Sensor: 3. RSSI: 60"""
22-07-57.706000,"""[RSP] Sensor: 4. RSSI: 66"""
22-07-57.709000,"""[RSP] Sensor: 1. RSSI: 60"""
22-07-57.714000,"""COUNT 1 1 1 1"
22-07-57.715000,[0] 0 60 58
22-07-57.716000,[1] 44 44
22-07-57.717000,[2] 53
22-07-57.717000,""""
22-07-57.720000,"""[RSP] Sensor: 3. RSSI: 60"""
22-07-57.723000,"""[RSP] Sensor: 4. RSSI: 66"""
22-07-57.727000,"""[RSP] Sensor: 1. RSSI: 60"""
22-07-57.729000,"""[RSP] Sensor: 2. RSSI: 67"""
22-07-57.734000,"""COUNT 1 1 1 1"
22-07-57.735000,[0] 60 0 58
22-07-57.736000,[1] 0 44
22-07-57.737000,[2] 52
22-07-57.737000,""""
22-07-57.741000,"""[RSP] Sensor: 3. RSSI: 60"""
22-07-57.742000,"""[RSP] Sensor: 4. RSSI: 66"""
22-07-57.745000,"""[RSP] Sensor: 1. RSSI: 60"""
22-07-57.748000,"""[RSP] Sensor: 2. RSSI: 66"""
22-07-57.751000,"""[RSP] Sensor: 3. RSSI: 60"""
22-07-57.755000,"""COUNT 1 1 2 1"
22-07-57.756000,[0] 60 60 59
22-07-57.757000,[1] 44 44
22-07-57.758000,[2] 51
22-07-57.759000,""""
22-07-57.761000,"""[RSP] Sensor: 4. RSSI: 65"""
22-07-57.764000,"""[RSP] Sensor: 1. RSSI: 60"""
22-07-57.767000,"""[RSP] Sensor: 2. RSSI: 66"""
22-07-57.771000,"""[RSP] Sensor: 3. RSSI: 60"""
22-07-57.773000,"""[RSP] Sensor: 4. RSSI: 66"""
22-07-57.775000,"""COUNT 1 1 1 2"
22-07-57.775000,[0] 60 0 0
22-07-57.777000,[1] 44 44
22-07-57.777000,[2] 51
22-07-57.778000,""""
22-07-57.781000,"""[RSP] Sensor: 1. RSSI: 60"""
22-07-57.783000,"""[RSP] Sensor: 2. RSSI: 65"""
22-07-57.787000,"""[RSP] Sensor: 3. RSSI: 60"""
22-07-57.789000,"""[RSP] Sensor: 4. RSSI: 66"""
22-07-57.792000,"""[RSP] Sensor: 1. RSSI: 59"""
22-07-57.800000,"""COUNT 2 1 1 1"
22-07-57.800000,[0] 59 60 61
22-07-57.801000,[1] 44 44
22-07-57.801000,[2] 51
22-07-57.802000,""""
22-07-57.802000,"""[RSP] Sensor: 3. RSSI: 59"""
22-07-57.805000,"""[RSP] Sensor: 4. RSSI: 66"""
22-07-57.814000,"""COUNT 0 0 1 1"
22-07-57.814000,[0] 0 0 0
22-07-57.815000,[1] 44 44
22-07-57.817000,[2] 50
22-07-57.817000,""""
22-07-57.820000,"""[RSP] Sensor: 1. RSSI: 60"""
22-07-57.822000,"""[RSP] Sensor: 2. RSSI: 65"""
22-07-57.825000,"""[RSP] Sensor: 3. RSSI: 59"""
22-07-57.827000,"""[RSP] Sensor: 4. RSSI: 67"""
22-07-57.834000,"""COUNT 1 1 1 1"
22-07-57.835000,[0] 58 60 62
22-07-57.837000,[1] 44 44
22-07-57.839000,[2] 49
22-07-57.839000,""""
22-07-57.840000,"""[RSP] Sensor: 3. RSSI: 59"""
22-07-57.843000,"""[RSP] Sensor: 4. RSSI: 67"""
22-07-57.854000,"""COUNT 0 0 1 1"
22-07-57.855000,[0] 0 60 62
22-07-57.857000,[1] 44 44
22-07-57.857000,[2] 49
22-07-57.859000,""""
22-07-57.860000,"""[RSP] Sensor: 4. RSSI: 67"""
22-07-57.872000,"""COUNT 0 0 0 1"
22-07-57.874000,[0] 0 0 0
22-07-57.875000,[1] 0 0
22-07-57.875000,[2] 49
22-07-57.876000,""""
22-07-57.877000,"""[RSP] Sensor: 3. RSSI: 59"""
22-07-57.883000,"""[RSP] Sensor: 4. RSSI: 67"""
22-07-57.890000,"""[RSP] Sensor: 3. RSSI: 58"""
22-07-57.893000,"""COUNT 0 0 2 1"
22-07-57.895000,[0] 0 0 0
22-07-57.896000,[1] 45 44
22-07-57.897000,[2] 48
22-07-57.898000,""""
22-07-57.900000,"""[RSP] Sensor: 4. RSSI: 66"""
22-07-57.906000,"""[RSP] Sensor: 3. RSSI: 58"""
22-07-57.909000,"""[RSP] Sensor: 4. RSSI: 66"""
22-07-57.913000,"""COUNT 0 0 1 2"
22-07-57.914000,[0] 0 0 0
22-07-57.915000,[1] 45 45
22-07-57.916000,[2] 48
22-07-57.917000,""""
22-07-57.921000,"""[RSP] Sensor: 3. RSSI: 58"""
22-07-57.925000,"""[RSP] Sensor: 4. RSSI: 64"""
22-07-57.933000,"""COUNT 0 0 1 1"
22-07-57.934000,[0] 0 0 0
22-07-57.935000,[1] 45 44
22-07-57.936000,[2] 47
22-07-57.937000,""""
22-07-57.939000,"""[RSP] Sensor: 2. RSSI: 63"""
22-07-57.941000,"""[RSP] Sensor: 3. RSSI: 58"""
22-07-57.944000,"""[RSP] Sensor: 4. RSSI: 65"""
22-07-57.951000,"""[RSP] Sensor: 2. RSSI: 63"""
22-07-57.953000,"""COUNT 0 2 1 1"
22-07-57.954000,[0] 0 0 0
22-07-57.955000,[1] 45 44
22-07-57.956000,[2] 47
22-07-57.957000,""""
22-07-57.960000,"""[RSP] Sensor: 1. RSSI: 59"""
22-07-57.963000,"""[RSP] Sensor: 2. RSSI: 63"""
22-07-57.966000,"""[RSP] Sensor: 3. RSSI: 58"""
22-07-57.968000,"""[RSP] Sensor: 4. RSSI: 63"""
22-07-57.974000,"""COUNT 1 1 1 1"
22-07-57.975000,[0] 56 61 65
22-07-57.976000,[1] 46 44
22-07-57.978000,[2] 46
22-07-57.979000,""""
22-07-57.981000,"""[RSP] Sensor: 1. RSSI: 59"""
22-07-57.985000,"""[RSP] Sensor: 2. RSSI: 64"""
22-07-57.987000,"""[RSP] Sensor: 3. RSSI: 58"""
22-07-57.990000,"""[RSP] Sensor: 4. RSSI: 63"""
22-07-57.995000,"""COUNT 1 1 1 1"
22-07-57.996000,[0] 56 62 65
22-07-57.998000,[1] 45 44
22-07-57.998000,[2] 47
22-07-57.999000,""""
22-07-58.002000,"""[RSP] Sensor: 2. RSSI: 65"""
22-07-58.003000,"""[RSP] Sensor: 3. RSSI: 59"""
22-07-58.006000,"""[RSP] Sensor: 4. RSSI: 62"""
22-07-58.010000,"""[RSP] Sensor: 1. RSSI: 59"""
22-07-58.013000,"""COUNT 1 1 1 1"
22-07-58.015000,[0] 0 0 0
22-07-58.016000,[1] 45 44
22-07-58.016000,[2] 47
22-07-58.018000,""""
22-07-58.020000,"""[RSP] Sensor: 2. RSSI: 65"""
22-07-58.022000,"""[RSP] Sensor: 3. RSSI: 59"""
22-07-58.026000,"""[RSP] Sensor: 4. RSSI: 62"""
22-07-58.029000,"""[RSP] Sensor: 1. RSSI: 59"""
22-07-58.035000,"""COUNT 1 1 1 1"
22-07-58.036000,[0] 0 62 66
22-07-58.036000,[1] 45 44
22-07-58.038000,[2] 48
22-07-58.039000,""""
22-07-58.041000,"""[RSP] Sensor: 3. RSSI: 59"""
22-07-58.044000,"""[RSP] Sensor: 4. RSSI: 63"""
22-07-58.047000,"""[RSP] Sensor: 1. RSSI: 59"""
22-07-58.050000,"""[RSP] Sensor: 2. RSSI: 68"""
22-07-58.052000,"""[RSP] Sensor: 3. RSSI: 59"""
22-07-58.055000,"""COUNT 1 1 2 1"
22-07-58.056000,[0] 55 63 66
22-07-58.057000,[1] 44 44
22-07-58.058000,[2] 48
22-07-58.058000,""""
22-07-58.061000,"""[RSP] Sensor: 4. RSSI: 63"""
22-07-58.064000,"""[RSP] Sensor: 1. RSSI: 59"""
22-07-58.067000,"""[RSP] Sensor: 2. RSSI: 70"""
22-07-58.070000,"""[RSP] Sensor: 3. RSSI: 59"""
22-07-58.073000,"""[RSP] Sensor: 4. RSSI: 64"""
22-07-58.074000,"""COUNT 1 1 1 2"
22-07-58.076000,[0] 55 63 0
22-07-58.077000,[1] 44 44
22-07-58.078000,[2] 48
22-07-58.078000,""""
22-07-58.081000,"""[RSP] Sensor: 1. RSSI: 60"""
22-07-58.083000,"""[RSP] Sensor: 2. RSSI: 71"""
22-07-58.086000,"""[RSP] Sensor: 3. RSSI: 59"""
22-07-58.090000,"""[RSP] Sensor: 4. RSSI: 65"""
22-07-58.092000,"""[RSP] Sensor: 1. RSSI: 60"""
22-07-58.095000,"""COUNT 2 1 1 1"
22-07-58.096000,[0] 55 63 0
22-07-58.097000,[1] 44 44
22-07-58.098000,[2] 48
22-07-58.098000,""""
22-07-58.101000,"""[RSP] Sensor: 1. RSSI: 60"""
22-07-58.104000,"""[RSP] Sensor: 2. RSSI: 69"""
22-07-58.107000,"""[RSP] Sensor: 3. RSSI: 59"""
22-07-58.110000,"""[RSP] Sensor: 4. RSSI: 65"""
22-07-58.114000,"""COUNT 1 1 1 1"
22-07-58.116000,[0] 55 63 66
22-07-58.117000,[1] 44 44
22-07-58.118000,[2] 48
22-07-58.118000,""""
22-07-58.121000,"""[RSP] Sensor: 1. RSSI: 60"""
22-07-58.124000,"""[RSP] Sensor: 2. RSSI: 68"""
22-07-58.126000,"""[RSP] Sensor: 3. RSSI: 59"""
22-07-58.130000,"""[RSP] Sensor: 4. RSSI: 65"""
22-07-58.134000,"""COUNT 1 1 1 1"
22-07-58.136000,[0] 56 62 66
22-07-58.137000,[1] 44 44
22-07-58.138000,[2] 48
22-07-58.138000,""""
22-07-58.141000,"""[RSP] Sensor: 2. RSSI: 66"""
22-07-58.143000,"""[RSP] Sensor: 3. RSSI: 59"""
22-07-58.147000,"""[RSP] Sensor: 4. RSSI: 65"""
22-07-58.151000,"""[RSP] Sensor: 1. RSSI: 60"""
22-07-58.153000,"""COUNT 1 1 1 1"
22-07-58.154000,[0] 0 0 0
22-07-58.155000,[1] 44 44
22-07-58.156000,[2] 48
22-07-58.156000,""""
22-07-58.159000,"""[RSP] Sensor: 2. RSSI: 67"""
22-07-58.162000,"""[RSP] Sensor: 3. RSSI: 59"""
22-07-58.165000,"""[RSP] Sensor: 4. RSSI: 65"""
22-07-58.168000,"""[RSP] Sensor: 1. RSSI: 60"""
22-07-58.171000,"""[RSP] Sensor: 2. RSSI: 66"""
22-07-58.175000,"""COUNT 1 2 1 1"
22-07-58.176000,[0] 57 61 67
22-07-58.177000,[1] 44 44
22-07-58.178000,[2] 49
22-07-58.178000,""""
22-07-58.181000,"""[RSP] Sensor: 3. RSSI: 59"""
22-07-58.185000,"""[RSP] Sensor: 4. RSSI: 65"""
22-07-58.186000,"""[RSP] Sensor: 1. RSSI: 60"""
